attempt_idx,phase,idx_within_phase,attempt_pid,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
1,measured,81,30305,28272242543708,28272242599875,28272242606500,6625,9292,2666,85625,97583
1,measured,82,30305,28272246115708,28272246168041,28272246174250,6209,7292,2417,87708,97417
1,measured,83,30305,28272249757625,28272249810333,28272249816500,6167,8084,2333,88250,98667
2,calibration,0,30308,28279371291958,28279375095125,28279375104250,9125,487958,25375,3389750,3903083
2,calibration,1,30308,28279375289291,28279375365291,28279375371708,6417,19750,7833,120125,147708
2,calibration,2,30308,28279375460625,28279375535916,28279375702416,166500,10500,3917,293333,307750
2,calibration,3,30308,28279375793625,28279375902416,28279375907875,5459,19375,4875,154208,178458
2,calibration,4,30308,28279375987208,28279376047291,28279376093125,45834,9667,3458,160500,173625
2,calibration,5,30308,28279376185833,28279376262416,28279376268875,6459,14667,4458,114625,133750
2,calibration,6,30308,28279376334208,28279376405208,28279376411708,6500,9125,3375,121625,134125
2,calibration,7,30308,28279376482125,28279376676875,28279376683291,6416,8250,2917,242208,253375
2,calibration,8,30308,28279376745333,28279376810541,28279376817041,6500,6916,2875,115209,125000
2,calibration,9,30308,28279376882083,28279376948708,28279376955000,6292,7459,2875,116541,126875
2,measured,0,30308,28279380870541,28279380934291,28279380940750,6459,6625,2333,112167,121125
2,measured,1,30308,28279385455666,28279385531125,28279385537500,6375,9250,2833,133500,145583
2,measured,2,30308,28279389982041,28279390061875,28279390072541,10666,9209,3041,137292,149542
2,measured,3,30308,28279394144083,28279394207375,28279394213833,6458,6875,2084,111958,120917
2,measured,4,30308,28279398033958,28279398081833,28279398096416,14583,6292,2125,109083,117500
2,measured,5,30308,28279402648541,28279402715458,28279402721791,6333,8125,2458,123667,134250
2,measured,6,30308,28279407166458,28279407235541,28279407242208,6667,9834,2166,120959,132959
2,measured,7,30308,28279411367625,28279411430666,28279411437208,6542,6750,2250,111709,120709
2,measured,8,30308,28279415506208,28279415572333,28279415578750,6417,7125,2292,156875,166292
2,measured,9,30308,28279419513541,28279419587500,28279419593791,6291,7292,2208,127417,136917
2,measured,10,30308,28279423867833,28279423931583,28279423938083,6500,7834,2458,107958,118250
2,measured,11,30308,28279428051750,28279428127791,28279428134375,6584,10167,4458,116667,131292
