iso_ts,monotonic_ns,window_s,group,subgroup,channel,state_idx,state_name,residency_24Mticks
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,0,OFF,7193353
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,1,P1,1589251
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,2,P2,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,3,P3,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,4,P4,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,5,P5,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,6,P6,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,7,P7,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,8,P8,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,9,P9,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,10,P10,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,11,P11,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,12,P12,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,13,P13,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,14,P14,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Performance States,GPUPH,15,P15,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,0,OFF,7193353
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,1,P1,1589251
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,2,P2,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,3,P3,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,4,P4,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,5,P5,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,6,P6,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,7,P7,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,8,P8,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,9,P9,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,10,P10,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,11,P11,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,12,P12,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,13,P13,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,14,P14,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,AFR Performance States,AFRSTATE,15,P15,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,0,OFF,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,1,P1,1589251
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,2,P2,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,3,P3,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,4,P4,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,5,P5,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,6,P6,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,7,P7,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,8,P8,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,9,P9,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,10,P10,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,11,P11,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,12,P12,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,13,P13,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,14,P14,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Boost Controller Performance States,BSTGPUPH,15,P15,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,0,SW_OFF,7193353
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,1,SW_P1,1589251
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,2,SW_P2,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,3,SW_P3,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,4,SW_P4,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,5,SW_P5,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,6,SW_P6,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,7,SW_P7,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,8,SW_P8,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,9,SW_P9,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,10,SW_P10,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,11,SW_P11,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,12,SW_P12,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,13,SW_P13,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,14,SW_P14,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,GPU Software Performance States,GPU_SW,15,SW_P15,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,Fender State,FENDER,0,OFF,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,Fender State,FENDER,1,ON,8758946
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,0,0-9%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,1,10-19%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,2,20-29%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,3,30-39%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,4,40-49%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,5,50-59%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,6,60-69%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,7,70-79%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,8,80-89%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,9,90-99%,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,DVD Request States,GPUDVDH,10,100%,8759297
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,0,OFF,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,1,P1,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,2,P2,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,3,P3,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,4,P4,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,5,P5,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,6,P6,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,7,P7,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,8,P8,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,9,P9,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,10,P10,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,11,P11,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,12,P12,0
2026-04-29T15:04:39.627506,53163772027666,0.383047,GPU Stats,CLTM-induced GPU Performance States,GPU_CLTM,13,P13,0
