sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
152,1.0,130338361314291,130338363975500,130338363991041,15541,659917,65167,2276750,3001834
153,1.0,130339369904500,130339370658541,130339370673291,14750,124709,28416,834209,987334
154,1.0,130340376348250,130340377278625,130340377299291,20666,263709,64666,804459,1132834
155,1.0,130341378328291,130341379242041,130341379256833,14792,257292,55750,819792,1132834
156,1.0,130342382496708,130342384827375,130342384847625,20250,288292,79083,2246667,2614042
157,1.0,130343386010583,130343387015291,130343387027041,11750,259292,84458,857875,1201625
158,1.0,130344389529750,130344391857333,130344391876875,19542,275375,90834,2251083,2617292
159,1.0,130345397431791,130345398610000,130345398624791,14791,266333,73792,1087083,1427208
160,1.0,130346400173458,130346401166583,130346401187625,21042,259375,53833,909292,1222500
161,1.0,130347404580916,130347405601166,130347405616041,14875,270167,63500,920083,1253750
162,1.0,130348411484291,130348412464625,130348412480833,16208,256209,59625,884041,1199875
163,1.0,130349417120750,130349418151625,130349418166916,15291,295750,78125,921459,1295334
164,1.0,130350422206250,130350423363375,130350423379583,16208,253709,66208,1112375,1432292
165,1.0,130351428656208,130351429680333,130351429695083,14750,263917,80541,931167,1275625
166,1.0,130352431041625,130352433408666,130352433424333,15667,286083,68584,2304708,2659375
167,1.0,130353439321125,130353440403083,130353440417208,14125,254833,62375,1010458,1327666
168,1.0,130354442946375,130354444070916,130354444086458,15542,269042,62000,1022000,1353042
169,1.0,130355449309583,130355451325791,130355451340750,14959,270125,72792,1908041,2250958
170,1.0,130356454548291,130356456823958,130356456843416,19458,275708,67833,2155292,2498833
171,1.0,130357462402583,130357464318750,130357464329083,10333,269417,59333,1804667,2133417
172,1.0,130358470061416,130358472148708,130358472165416,16708,277916,65375,2002125,2345416
173,1.0,130359476591875,130359478643875,130359478658750,14875,253167,52417,1992541,2298125
174,1.0,130360484517541,130360486695166,130360486716166,21000,291167,66250,2092667,2450084
175,1.0,130361492574833,130361494534458,130361494549041,14583,277584,58083,1844458,2180125
176,1.0,130362500378083,130362502405708,130362502421875,16167,273917,68625,1931625,2274167
177,1.0,130363504927166,130363506819375,130363506834375,15000,246084,69541,1799709,2115334
178,1.0,130364512622458,130364514684291,130364514700416,16125,273625,60375,2012833,2346833
179,1.0,130365519386041,130365521425583,130365521440666,15083,286625,63709,1913708,2264042
180,1.0,130366527251708,130366529212583,130366529228875,16292,263875,77500,1863042,2204417
181,1.0,130367531401416,130367533716625,130367533730958,14333,281667,80917,2196666,2559250
182,1.0,130368537538291,130368539858083,130368539877750,19667,371500,58458,2158750,2588708
183,1.0,130369540986916,130369543321041,130369543335708,14667,263209,113166,2236625,2613000
184,1.0,130370549321500,130370551316166,130370551336333,20167,283958,74667,1910250,2268875
185,1.0,130371557688666,130371559160791,130371559172708,11917,136000,39042,1502792,1677834
186,1.0,130372562221125,130372564441375,130372564456541,15166,284375,202500,1969417,2456292
187,1.0,130373570018083,130373570676291,130373570691166,14875,115917,27625,724042,867584
188,1.0,130374574659000,130374575341125,130374575357416,16291,116500,24250,758500,899250
189,1.0,130375580828541,130375581663958,130375581712208,48250,105666,25375,954834,1085875
190,1.0,130376587223625,130376587959291,130376587972458,13167,122042,28958,805375,956375
191,1.0,130377593411333,130377594076791,130377594090458,13667,100750,24125,736125,861000
192,1.0,130378594746875,130378595463291,130378595478916,15625,112167,29541,787792,929500
193,1.0,130379600935666,130379601570041,130379601584583,14542,103959,26250,717833,848042
194,1.0,130380607551583,130380608605916,130380608621041,15125,227167,60875,1047625,1335667
195,1.0,130381614223583,130381614920416,130381614934625,14209,117750,26292,784875,928917
196,1.0,130382620403750,130382621145875,130382621161958,16083,115542,24542,831666,971750
197,1.0,130383626611250,130383627260708,130383627274833,14125,101291,20125,778459,899875
198,1.0,130384632778541,130384633578625,130384633594958,16333,115834,27708,904542,1048084
199,1.0,130385639125625,130385639845708,130385639859541,13833,113291,31667,832833,977791
