sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
72,0.01,4270101887083,4270102344291,4270102353583,9292,22250,6625,584500,613375
73,0.01,4270115146000,4270115480416,4270115488916,8500,174959,26958,363000,564917
74,0.01,4270126341083,4270126913083,4270126921500,8417,88625,20375,570083,679083
75,0.01,4270139623500,4270140180958,4270140202500,21542,27084,9333,708125,744542
76,0.01,4270151063750,4270151533083,4270151542541,9458,26708,7167,561375,595250
77,0.01,4270164211750,4270164734083,4270164743708,9625,18458,6250,655542,680250
78,0.01,4270177438625,4270177885833,4270177895416,9583,18792,6958,604417,630167
79,0.01,4270190733958,4270190869875,4270190879083,9208,25042,8000,222541,255583
80,0.01,4270203575375,4270204135541,4270204144208,8667,39958,11042,627083,678083
81,0.01,4270215949833,4270216043875,4270216051833,7958,17208,6125,143333,166666
82,0.01,4270228701166,4270229133583,4270229141958,8375,45708,12292,465208,523208
83,0.01,4270241927833,4270242397750,4270242406125,8375,104583,17542,429167,551292
84,0.01,4270254711083,4270255337041,4270255344958,7917,76291,13834,619375,709500
85,0.01,4270266577791,4270267251833,4270267260375,8542,123042,31000,629375,783417
86,0.01,4270279006083,4270279597041,4270279605625,8584,59917,15625,643958,719500
87,0.01,4270292483958,4270293102500,4270293111541,9041,102625,25375,622625,750625
88,0.01,4270304873333,4270305521583,4270305529666,8083,87208,22917,650416,760541
89,0.01,4270316390666,4270316509458,4270316519208,9750,35875,11042,189625,236542
90,0.01,4270329194666,4270329667416,4270329675208,7792,27250,8792,549958,586000
91,0.01,4270342330041,4270342841625,4270342861833,20208,22250,7458,718209,747917
92,0.01,4270355638166,4270356131000,4270356140500,9500,24958,6292,601583,632833
93,0.01,4270368849666,4270369306041,4270369315375,9334,27875,9791,550542,588208
94,0.01,4270381994500,4270382542291,4270382561833,19542,17708,6875,719750,744333
95,0.01,4270395458375,4270396156333,4270396165375,9042,104916,25792,685500,816208
96,0.01,4270407771875,4270408033541,4270408042000,8459,93209,23000,237708,353917
97,0.01,4270421960041,4270422743500,4270422751958,8458,185166,24667,729208,939041
98,0.01,4270435252041,4270435813916,4270435822041,8125,74666,19042,581542,675250
99,0.01,4270447646541,4270448298750,4270448307625,8875,89417,26417,664125,779959
100,0.01,4270459007833,4270459535166,4270459543666,8500,75208,17792,541291,634291
101,0.01,4270471085083,4270471704750,4270471713458,8708,80125,22125,638459,740709
102,0.01,4270482660541,4270482795333,4270482932791,137458,26333,9084,341625,377042
103,0.01,4270495823291,4270496622166,4270496631166,9000,176333,34959,732750,944042
104,0.01,4270508333541,4270508926291,4270508935583,9292,113875,28917,576875,719667
105,0.01,4270520105416,4270520300166,4270520309458,9292,36958,10708,265959,313625
106,0.01,4270532986916,4270533092791,4270533100125,7334,23541,8125,162959,194625
107,0.01,4270545732291,4270546278833,4270546288041,9208,23917,8167,667958,700042
108,0.01,4270559141208,4270559814041,4270559822666,8625,141541,36334,617583,795458
109,0.01,4270572617000,4270573152791,4270573161666,8875,28709,9541,664292,702542
110,0.01,4270585865625,4270586336125,4270586351583,15458,20208,6667,600833,627708
111,0.01,4270599046333,4270599623458,4270599646208,22750,21458,6875,748875,777208
112,0.01,4270612553416,4270613323500,4270613331958,8458,147125,38833,706334,892292
113,0.01,4270625699541,4270626172750,4270626181541,8791,33791,9209,568750,611750
114,0.01,4270638870166,4270639403916,4270639413166,9250,23541,7500,637334,668375
115,0.01,4270652093625,4270652546083,4270652555750,9667,20583,6750,582500,609833
116,0.01,4270665394291,4270665741291,4270665750416,9125,125458,32834,271041,429333
117,0.01,4270678442666,4270678937875,4270678946625,8750,34833,8042,568167,611042
118,0.01,4270689766250,4270690332458,4270690341750,9292,29250,7625,655333,692208
119,0.01,4270703181958,4270703869083,4270703878375,9292,119167,27791,718292,865250
120,0.01,4270714889041,4270715428833,4270715438333,9500,25625,8625,661333,695583
121,0.01,4270728132583,4270728614166,4270728623041,8875,16125,5958,630417,652500
122,0.01,4270741362250,4270741505750,4270741514791,9041,36291,11084,212833,260208
123,0.01,4270754180875,4270754709166,4270754718416,9250,24417,8958,643792,677167
124,0.01,4270767407958,4270767862625,4270767871291,8666,23375,7709,567791,598875
125,0.01,4270780788916,4270781710750,4270781719291,8541,227250,37833,801792,1066875
126,0.01,4270792163083,4270792666125,4270792675125,9000,65333,16292,562458,644083
127,0.01,4270805421250,4270806087125,4270806095875,8750,63417,17000,736375,816792
128,0.01,4270818842791,4270819294458,4270819302583,8125,49917,12208,512250,574375
129,0.01,4270832006291,4270832134916,4270832143166,8250,40250,15667,157792,213709
130,0.01,4270844796541,4270845222000,4270845230416,8416,23708,7167,497708,528583
131,0.01,4270857891041,4270858010833,4270858119625,108792,32333,11209,277500,321042
132,0.01,4270870754541,4270871256333,4270871265000,8667,17875,6209,613500,637584
133,0.01,4270883953166,4270884421791,4270884430333,8542,37458,10542,573458,621458
134,0.01,4270897328708,4270898092375,4270898118041,25666,132000,35375,827458,994833
135,0.01,4270910845750,4270911319916,4270911328750,8834,36791,14292,581958,633041
136,0.01,4270922613791,4270923134041,4270923142958,8917,25416,7750,633584,666750
137,0.01,4270935848041,4270936288250,4270936297000,8750,25333,8709,540083,574125
138,0.01,4270946673208,4270947197125,4270947206000,8875,28209,8916,626542,663667
139,0.01,4270959064208,4270959549458,4270959558375,8917,28250,9292,596750,634292
140,0.01,4270970853708,4270972291833,4270972301791,9958,148084,35250,1408291,1591625
141,0.01,4270985090916,4270985552333,4270985562000,9667,27042,8875,555125,591042
142,0.01,4270998277250,4270998898458,4270998907583,9125,45375,12000,697958,755333
143,0.01,4271010340916,4271010819833,4271010829791,9958,40250,12084,569083,621417
144,0.01,4271023548708,4271023715083,4271023724541,9458,29042,8625,217125,254792
145,0.01,4271034061541,4271034510208,4271034518166,7958,54791,15667,471417,541875
146,0.01,4271045504125,4271045923916,4271045932208,8292,44042,12833,441417,498292
147,0.01,4271056467916,4271056670541,4271056678833,8292,53625,17375,203042,274042
148,0.01,4271069388750,4271069931958,4271069940458,8500,71875,22291,619375,713541
149,0.01,4271082871000,4271083498208,4271083506875,8667,116792,29167,592208,738167
150,0.01,4271096316000,4271097033750,4271097042166,8416,111166,26917,731875,869958
151,0.01,4271109589083,4271110240666,4271110249041,8375,117333,27583,623459,768375
152,0.01,4271121978791,4271122161250,4271122169041,7791,52291,15750,193292,261333
153,0.01,4271134839125,4271135307500,4271135316916,9416,49625,9916,579667,639208
154,0.01,4271147031291,4271147985375,4271147993750,8375,123375,34333,987625,1145333
155,0.01,4271161006375,4271161682625,4271161691333,8708,138375,34167,647208,819750
156,0.01,4271173871333,4271173999125,4271174053666,54541,35750,10667,231000,277417
157,0.01,4271186740625,4271187284333,4271187294125,9792,35083,11667,632500,679250
158,0.01,4271200059125,4271200474458,4271200483500,9042,86625,31833,403625,522083
159,0.01,4271213153750,4271213699083,4271213708583,9500,34292,10333,641917,686542
160,0.01,4271226562125,4271227266125,4271227274333,8208,150041,37125,640875,828041
161,0.01,4271238933333,4271239717875,4271239726375,8500,130084,28083,762083,920250
162,0.01,4271252618291,4271253252166,4271253261208,9042,102709,23291,632792,758792
163,0.01,4271265028791,4271265563333,4271265572458,9125,26750,9125,620875,656750
164,0.01,4271278410791,4271279163875,4271279172958,9083,125625,29500,748666,903791
165,0.01,4271292031500,4271292712208,4271292720916,8708,110542,37958,948375,1096875
166,0.01,4271305785791,4271306386291,4271306395958,9667,49375,14042,671500,734917
167,0.01,4271319142041,4271319651666,4271319661250,9584,52292,12750,590125,655167
168,0.01,4271332377291,4271332517708,4271332526750,9042,28458,8750,228500,265708
169,0.01,4271345207291,4271345747500,4271345756583,9083,25083,8250,650417,683750
170,0.01,4271358449291,4271358892083,4271358915708,23625,20500,8291,605042,633833
171,0.01,4271371691041,4271372047500,4271372070125,22625,43750,13000,499459,556209
172,0.01,4271384812833,4271385259791,4271385268666,8875,25375,7875,557375,590625
173,0.01,4271397948708,4271398518125,4271398538000,19875,19667,7083,733750,760500
174,0.01,4271411391333,4271412092708,4271412101250,8542,113500,22917,678833,815250
175,0.01,4271425181500,4271425668083,4271425676791,8708,41291,14042,549250,604583
176,0.01,4271438351666,4271438880541,4271438889041,8500,26417,9292,646000,681709
177,0.01,4271451759833,4271452428541,4271452436875,8334,134625,31750,624625,791000
178,0.01,4271463824458,4271464948208,4271464968750,20542,491041,27125,829459,1347625
179,0.01,4271477778208,4271478290875,4271478303666,12791,28166,9375,650500,688041
180,0.01,4271491141416,4271491746208,4271491755333,9125,107583,23750,566458,697791
181,0.01,4271502241958,4271502831500,4271502840166,8666,84625,19959,587708,692292
182,0.01,4271515590166,4271515801375,4271515810666,9291,73458,17417,200250,291125
183,0.01,4271527874666,4271528339208,4271528348916,9708,47250,13208,521417,581875
184,0.01,4271541022916,4271541160041,4271541169166,9125,27917,9166,220792,257875
185,0.01,4271553954000,4271554687916,4271554696458,8542,107416,27042,716125,850583
186,0.01,4271565318666,4271565611875,4271565620208,8333,156209,22958,192000,371167
187,0.01,4271577141458,4271577724500,4271577733666,9166,81917,21416,625500,728833
188,0.01,4271588609208,4271589162791,4271589171250,8459,50584,10125,638541,699250
189,0.01,4271601998833,4271602644458,4271602652875,8417,113709,29166,624334,767209
190,0.01,4271614697833,4271615396041,4271615417541,21500,94750,23417,746125,864292
191,0.01,4271628234500,4271628889041,4271628897416,8375,76458,23500,830750,930708
192,0.01,4271641826208,4271642382125,4271642391250,9125,78417,19500,568792,666709
193,0.01,4271654031333,4271654562000,4271654571208,9208,39209,11208,602000,652417
194,0.01,4271667374416,4271668022416,4271668031375,8959,123625,30166,613959,767750
195,0.01,4271680899250,4271681582125,4271681590916,8791,108166,25709,670833,804708
196,0.01,4271694245041,4271694789125,4271694797500,8375,54125,13750,635208,703083
197,0.01,4271707521291,4271707662875,4271707672250,9375,25875,7458,298500,331833
198,0.01,4271720538958,4271721278875,4271721288125,9250,146334,29083,689500,864917
199,0.01,4271731791416,4271732042250,4271732051166,8916,90500,21083,228708,340291
