sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
0,0.001,4268875354583,4268875428625,4268875435000,6375,7750,2875,147375,158000
1,0.001,4268876812125,4268876912291,4268876918750,6459,19667,6750,148750,175167
2,0.001,4268878261000,4268878327000,4268878333541,6541,7458,2667,141583,151708
3,0.001,4268879698000,4268879795875,4268879802500,6625,17750,6542,137916,162208
4,0.001,4268881143416,4268881241916,4268881248291,6375,17833,6459,157000,181292
5,0.001,4268882614750,4268882713083,4268882719625,6542,18917,6583,139167,164667
6,0.001,4268884087250,4268884200916,4268884207541,6625,29708,9417,149291,188416
7,0.001,4268885578541,4268885694958,4268885701458,6500,21542,7625,173000,202167
8,0.001,4268887047875,4268887107375,4268887114208,6833,6667,2291,128125,137083
9,0.001,4268888475791,4268888572416,4268888578666,6250,17291,6459,169750,193500
10,0.001,4268889951666,4268890051708,4268890058500,6792,24333,6500,140167,171000
11,0.001,4268891388666,4268891449833,4268891456375,6542,7208,2292,120917,130417
12,0.001,4268892807208,4268892907750,4268892914166,6416,18583,6542,165625,190750
13,0.001,4268894283916,4268894380041,4268894386458,6417,17958,6459,158666,183083
14,0.001,4268895749791,4268895847416,4268895853958,6542,18417,6125,150708,175250
15,0.001,4268897215666,4268897319416,4268897326125,6709,20000,7417,163500,190917
16,0.001,4268898693208,4268898791916,4268898798375,6459,18125,6666,153542,178333
17,0.001,4268900153875,4268900258791,4268900265000,6209,18875,6250,155916,181041
18,0.001,4268901620541,4268901717708,4268901724250,6542,17083,6209,161875,185167
19,0.001,4268903076208,4268903148458,4268903155083,6625,8459,3833,149375,161667
20,0.001,4268904519791,4268904624250,4268904630875,6625,18166,6459,156166,180791
21,0.001,4268905991541,4268906107000,4268906113250,6250,18166,7292,154708,180166
22,0.001,4268907458000,4268907570750,4268907577083,6333,33167,6500,162208,201875
23,0.001,4268908929291,4268908998125,4268909004625,6500,7250,2958,135583,145791
24,0.001,4268910393500,4268910481583,4268910488000,6417,19084,2875,155250,177209
25,0.001,4268911837291,4268911917916,4268911924291,6375,8166,2584,147083,157833
26,0.001,4268913279708,4268913385791,4268913392250,6459,28166,6334,160250,194750
27,0.001,4268914773583,4268914905333,4268914911875,6542,26083,9667,152208,187958
28,0.001,4268916251000,4268916347416,4268916353666,6250,17667,6333,152375,176375
29,0.001,4268917716333,4268917837000,4268917843291,6291,20458,7834,181416,209708
30,0.001,4268919190875,4268919256333,4268919262833,6500,7625,2459,137916,148000
31,0.001,4268920605416,4268920673208,4268920679875,6667,7375,2917,117500,127792
32,0.001,4268922019125,4268922114916,4268922121291,6375,17709,6333,148625,172667
33,0.001,4268923475416,4268923575041,4268923581583,6542,17292,6208,156500,180000
34,0.001,4268924939583,4268925037875,4268925044416,6541,17000,6000,164334,187334
35,0.001,4268926420833,4268926525291,4268926531666,6375,22292,8417,157333,188042
36,0.001,4268927882833,4268927972166,4268927979208,7042,7167,2792,195500,205459
37,0.001,4268929371708,4268929486666,4268929493333,6667,17667,6500,196833,221000
38,0.001,4268930881291,4268930995416,4268931002208,6792,18292,7583,203250,229125
39,0.001,4268932395458,4268932493208,4268932500083,6875,17375,6916,148292,172583
40,0.001,4268933851583,4268933962666,4268933969458,6792,17083,6292,196333,219708
41,0.001,4268935357750,4268935481625,4268935488291,6666,18167,7042,196083,221292
42,0.001,4268936866625,4268937004666,4268937011416,6750,17375,6167,195792,219334
43,0.001,4268938371125,4268938490000,4268938496875,6875,17541,7209,192291,217041
44,0.001,4268939872791,4268939988208,4268939995083,6875,16833,7042,210667,234542
45,0.001,4268941394625,4268941500125,4268941506916,6791,17375,7250,176500,201125
46,0.001,4268942894291,4268943029541,4268943036833,7292,22000,9417,201958,233375
47,0.001,4268944397083,4268944498833,4268944505625,6792,8334,2750,174708,185792
48,0.001,4268945875500,4268945985125,4268945992416,7291,18833,6792,181958,207583
49,0.001,4268947367375,4268947474083,4268947480750,6667,17167,6375,175708,199250
50,0.001,4268948858791,4268948968583,4268948975708,7125,17292,6541,175000,198833
51,0.001,4268950344875,4268950465375,4268950472666,7291,17166,6292,186875,210333
52,0.001,4268951825708,4268951928625,4268951935333,6708,9208,3625,175375,188208
53,0.001,4268953301708,4268953567291,4268953573750,6459,19625,7500,319375,346500
54,0.001,4268954932541,4268955031958,4268955038708,6750,17208,7209,176708,201125
55,0.001,4268956416750,4268956522125,4268956529000,6875,17250,6292,178500,202042
56,0.001,4268957901750,4268958002583,4268958009500,6917,17084,6791,176875,200750
57,0.001,4268959384333,4268959485958,4268959492833,6875,17041,6709,180416,204166
58,0.001,4268960856625,4268960938916,4268960945833,6917,8375,2959,156583,167917
59,0.001,4268962296958,4268962387000,4268962393916,6916,10083,3958,167375,181416
60,0.001,4268963760125,4268963866833,4268963873583,6750,14542,5375,178750,198667
61,0.001,4268965238458,4268965327833,4268965334708,6875,11250,3875,172708,187833
62,0.001,4268966716250,4268966838583,4268966845375,6792,18208,7125,199542,224875
63,0.001,4268968234666,4268968363583,4268968370708,7125,19500,8083,204167,231750
64,0.001,4268969757666,4268969862083,4268969868916,6833,21458,6583,171375,199416
65,0.001,4268971227666,4268971309625,4268971316083,6458,7791,3084,165000,175875
66,0.001,4268972690375,4268972789750,4268972796916,7166,18459,7416,170750,196625
67,0.001,4268974187666,4268974280208,4268974287333,7125,14250,3250,182583,200083
68,0.001,4268975670625,4268975773375,4268975780458,7083,17000,6625,173458,197083
69,0.001,4268977159333,4268977261041,4268977267958,6917,20166,6209,176000,202375
70,0.001,4268978629791,4268978717166,4268978723833,6667,7583,3500,170875,181958
71,0.001,4268980097375,4268980203750,4268980210583,6833,17625,7708,185625,210958
72,0.001,4268981590041,4268981698041,4268981704958,6917,17042,6416,191167,214625
73,0.001,4268983089041,4268983190083,4268983197000,6917,16833,6584,185208,208625
74,0.001,4268984581583,4268984684833,4268984691583,6750,17166,6459,184166,207791
75,0.001,4268986079791,4268986190000,4268986196958,6958,19792,6708,176125,202625
76,0.001,4268987552000,4268987639125,4268987646333,7208,8375,2792,179667,190834
77,0.001,4268989030416,4268989136833,4268989143375,6542,18458,6833,185875,211166
78,0.001,4268990531708,4268990636166,4268990643416,7250,17291,6459,180750,204500
79,0.001,4268992019750,4268992119666,4268992126333,6667,17125,6792,173125,197042
80,0.001,4268993499500,4268993603708,4268993610791,7083,17209,6416,188292,211917
81,0.001,4268994983791,4268995076291,4268995082708,6417,8291,3667,312958,324916
82,0.001,4268996582041,4268996668125,4268996675166,7041,10584,3541,179625,193750
83,0.001,4268998068083,4268998184416,4268998191125,6709,18833,6917,186291,212041
84,0.001,4268999564208,4268999671500,4268999678625,7125,18166,6375,183375,207916
85,0.001,4269001056750,4269001158083,4269001164708,6625,17583,7042,181500,206125
86,0.001,4269002551750,4269002650750,4269002657416,6666,21459,4291,179167,204917
87,0.001,4269004048291,4269004150041,4269004156750,6709,17000,7750,169417,194167
88,0.001,4269005525250,4269005627583,4269005634333,6750,17250,6542,178833,202625
89,0.001,4269007010583,4269007114458,4269007121458,7000,16875,7750,181208,205833
90,0.001,4269008497791,4269008598041,4269008604750,6709,17208,6750,174334,198292
91,0.001,4269009967041,4269010059375,4269010066375,7000,9333,3792,181083,194208
92,0.001,4269011445583,4269011552875,4269011559541,6666,17083,6958,180959,205000
93,0.001,4269012927083,4269013020333,4269013026625,6292,9458,3459,179083,192000
94,0.001,4269014392750,4269014486583,4269014493291,6708,10500,4333,170750,185583
95,0.001,4269015853291,4269015943708,4269015952375,8667,9666,4292,180875,194833
96,0.001,4269017345500,4269017452041,4269017459000,6959,16750,4208,188208,209166
97,0.001,4269018850750,4269018967083,4269018973625,6542,22708,5375,188875,216958
98,0.001,4269020353750,4269020459666,4269020466666,7000,17042,6917,187666,211625
99,0.001,4269021856666,4269021965833,4269021972500,6667,27625,4792,190167,222584
100,0.001,4269023375875,4269023479041,4269023485750,6709,17417,7375,184625,209417
101,0.001,4269024862750,4269024957625,4269024964541,6916,9875,3958,185292,199125
102,0.001,4269026336000,4269026429000,4269026435750,6750,9958,4042,171708,185708
103,0.001,4269027800666,4269027898833,4269027905666,6833,11709,4041,178709,194459
104,0.001,4269029269125,4269029361625,4269029368166,6541,11333,4208,172959,188500
105,0.001,4269030738083,4269030826458,4269030832791,6333,10334,4333,180417,195084
106,0.001,4269032228875,4269032339791,4269032347125,7334,22750,6416,188959,218125
107,0.001,4269033734875,4269033841958,4269033848916,6958,17750,7125,198250,223125
108,0.001,4269035246291,4269035353833,4269035360916,7083,17959,7541,201292,226792
109,0.001,4269036763625,4269036967666,4269036974166,6500,19167,7000,278958,305125
110,0.001,4269038342041,4269038430666,4269038437708,7042,9625,3666,190667,203958
111,0.001,4269039842791,4269039958000,4269039964708,6708,18833,6667,160833,186333
112,0.001,4269041307791,4269041397916,4269041404875,6959,10709,3666,179959,194334
113,0.001,4269042789208,4269042899666,4269042906500,6834,18083,6709,191041,215833
114,0.001,4269044307458,4269044405833,4269044412708,6875,13292,5083,187500,205875
115,0.001,4269045790625,4269045880958,4269045888041,7083,10583,3750,195417,209750
116,0.001,4269047288000,4269047392541,4269047399458,6917,17167,6292,195208,218667
117,0.001,4269048795125,4269048903541,4269048910625,7084,23583,4500,185084,213167
118,0.001,4269050294541,4269050402458,4269050409500,7042,17667,6666,185000,209333
119,0.001,4269051791666,4269051894958,4269051901875,6917,16750,4750,207208,228708
120,0.001,4269053306666,4269053411250,4269053418208,6958,17250,4292,342083,363625
121,0.001,4269054956458,4269055061875,4269055068666,6791,17375,6041,193334,216750
122,0.001,4269056458333,4269056566958,4269056574000,7042,16625,5041,185500,207166
123,0.001,4269057951916,4269058054625,4269058061625,7000,17291,4625,189959,211875
124,0.001,4269059450291,4269059553958,4269059560750,6792,16833,4917,192292,214042
125,0.001,4269060950750,4269061056375,4269061062958,6583,16709,4833,189958,211500
126,0.001,4269062448250,4269062547291,4269062554166,6875,17417,5917,184500,207834
127,0.001,4269063928833,4269064015916,4269064022916,7000,10417,4542,175166,190125
128,0.001,4269065395458,4269065487875,4269065494833,6958,11000,4083,186292,201375
129,0.001,4269066887083,4269066992708,4269066999666,6958,17625,5666,199334,222625
130,0.001,4269068400000,4269068524166,4269068531083,6917,16542,4292,213083,233917
131,0.001,4269069922500,4269070045500,4269070052333,6833,17375,4541,207542,229458
132,0.001,4269071446000,4269071544166,4269071550833,6667,14375,4459,182000,200834
133,0.001,4269072929375,4269072997916,4269073004041,6125,10167,3583,125875,139625
134,0.001,4269074344208,4269074422666,4269074435166,12500,10834,4458,164000,179292
135,0.001,4269075812500,4269075906000,4269075912875,6875,10625,4125,190375,205125
136,0.001,4269077324250,4269077426458,4269077433291,6833,15125,5459,188291,208875
137,0.001,4269078823833,4269078938666,4269078945375,6709,16958,4292,195958,217208
138,0.001,4269080330250,4269080428833,4269080435791,6958,16334,4250,185166,205750
139,0.001,4269081819375,4269081902083,4269081908958,6875,16375,6250,156167,178792
140,0.001,4269083288541,4269083391916,4269083398583,6667,18167,5083,194958,218208
141,0.001,4269084798875,4269084904583,4269084911333,6750,16542,6292,188875,211709
142,0.001,4269086300291,4269086407375,4269086414333,6958,17291,5459,196458,219208
143,0.001,4269087795416,4269087893791,4269087900666,6875,10250,3708,197958,211916
144,0.001,4269089299791,4269089402500,4269089409458,6958,17125,5375,190041,212541
145,0.001,4269090803666,4269090908541,4269090915458,6917,17458,5292,193875,216625
146,0.001,4269092313375,4269092433166,4269092439750,6584,17792,4875,204250,226917
147,0.001,4269093829166,4269093941500,4269093948333,6833,16542,6708,205500,228750
148,0.001,4269095348125,4269095457583,4269095464250,6667,17459,6333,195292,219084
149,0.001,4269096857833,4269096963000,4269096969666,6666,16625,5250,200291,222166
150,0.001,4269098379541,4269098487375,4269098494375,7000,18125,4417,189416,211958
151,0.001,4269099880625,4269099983000,4269099990125,7125,16750,4875,203917,225542
152,0.001,4269101395250,4269101505125,4269101512041,6916,17041,6750,200125,223916
153,0.001,4269102907833,4269103015958,4269103022958,7000,17084,6333,198167,221584
154,0.001,4269104408625,4269104505916,4269104512500,6584,11708,4167,196250,212125
155,0.001,4269105913166,4269106020875,4269106028000,7125,18292,5500,203166,226958
156,0.001,4269107432833,4269107539875,4269107546625,6750,16916,5042,198708,220666
157,0.001,4269108943250,4269109073208,4269109080000,6792,17834,5958,217542,241334
158,0.001,4269110471416,4269110596208,4269110602958,6750,17083,6250,209459,232792
159,0.001,4269111993291,4269112104125,4269112111250,7125,16500,5375,198750,220625
160,0.001,4269113502416,4269113604875,4269113611666,6791,17167,6458,189125,212750
161,0.001,4269114994916,4269115096125,4269115102416,6291,13042,4875,179125,197042
162,0.001,4269116484625,4269116597708,4269116605166,7458,19167,6208,209250,234625
163,0.001,4269118001750,4269118122666,4269118129666,7000,14458,5000,202333,221791
164,0.001,4269119504166,4269119613958,4269119620625,6667,14709,5333,194333,214375
165,0.001,4269120997125,4269121084958,4269121091375,6417,12166,4375,133000,149541
166,0.001,4269122433625,4269122526166,4269122533083,6917,15084,5708,213875,234667
167,0.001,4269123958458,4269124064791,4269124071666,6875,18458,5875,197084,221417
168,0.001,4269125479500,4269125589125,4269125595958,6833,15834,5500,212166,233500
169,0.001,4269127000833,4269127114333,4269127121041,6708,17041,6125,211792,234958
170,0.001,4269128523000,4269128625041,4269128631750,6709,12208,4250,183167,199625
171,0.001,4269130001000,4269130096125,4269130102916,6791,14041,4709,195250,214000
172,0.001,4269131502000,4269131604791,4269131611791,7000,17917,5250,196542,219709
173,0.001,4269133007458,4269133103583,4269133110583,7000,12375,5042,184958,202375
174,0.001,4269134487166,4269134596000,4269134603041,7041,12375,4667,210250,227292
175,0.001,4269135991541,4269136144333,4269136151291,6958,38917,7000,230583,276500
176,0.001,4269137558541,4269137675083,4269137682500,7417,17709,5708,207083,230500
177,0.001,4269139077000,4269139186041,4269139192666,6625,16959,6500,202250,225709
178,0.001,4269140591291,4269140704000,4269140710750,6750,15875,5875,202500,224250
179,0.001,4269142103666,4269142213291,4269142220166,6875,16833,5542,200041,222416
180,0.001,4269143613041,4269143727833,4269143734708,6875,25167,5625,204625,235417
181,0.001,4269145143291,4269145274958,4269145281625,6667,16291,5834,216708,238833
182,0.001,4269146667791,4269146775250,4269146782000,6750,17000,5583,191875,214458
183,0.001,4269148174583,4269148272125,4269148278833,6708,15625,6000,151375,173000
184,0.001,4269149633541,4269149739583,4269149746791,7208,17417,5875,196625,219917
185,0.001,4269151159333,4269151276500,4269151283291,6791,19541,8209,189083,216833
186,0.001,4269152667666,4269152777375,4269152784375,7000,17083,5834,187416,210333
187,0.001,4269154173916,4269154285375,4269154292333,6958,16625,6625,186750,210000
188,0.001,4269155671083,4269155785208,4269155791916,6708,15000,6250,201750,223000
189,0.001,4269157308750,4269157513583,4269157520041,6458,69542,18333,187125,275000
190,0.001,4269158992625,4269159136208,4269159143166,6958,41292,8666,186625,236583
191,0.001,4269160567916,4269160716666,4269160723666,7000,41041,11000,176042,228083
192,0.001,4269162098375,4269162227791,4269162234250,6459,28917,9166,164334,202417
193,0.001,4269163661208,4269163813500,4269163820125,6625,37375,12208,179375,228958
194,0.001,4269165245208,4269165389291,4269165396125,6834,42500,9958,166000,218458
195,0.001,4269166778583,4269166920833,4269166927541,6708,36000,10667,174375,221042
196,0.001,4269168314041,4269168440125,4269168446875,6750,28542,9417,164125,202084
197,0.001,4269169825375,4269169956833,4269169963500,6667,30708,9250,164708,204666
198,0.001,4269171382458,4269171609208,4269171615875,6667,52792,18083,241417,312292
199,0.001,4269173035333,4269173246291,4269173253041,6750,48041,22792,274417,345250
