sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
43,0.0,4268848602750,4268848670000,4268848676291,6291,6375,2625,129917,138917
44,0.0,4268848752291,4268848822875,4268848829375,6500,6292,2625,131291,140208
45,0.0,4268848900750,4268848968291,4268848974458,6167,6042,2250,129500,137792
46,0.0,4268849046875,4268849117875,4268849124125,6250,6000,2875,133084,141959
47,0.0,4268849196916,4268849481458,4268849496750,15292,6167,2125,367041,375333
48,0.0,4268849582083,4268849659250,4268849665750,6500,6167,2500,137042,145709
49,0.0,4268849735958,4268850034583,4268850042458,7875,6208,2167,378875,387250
50,0.0,4268850137000,4268850205875,4268850212416,6541,6292,2875,128291,137458
51,0.0,4268850282708,4268850583833,4268850592083,8250,9167,2417,375083,386667
52,0.0,4268850677458,4268850759083,4268850765708,6625,6000,2000,141291,149291
53,0.0,4268850835125,4268851146791,4268851154958,8167,6042,2250,392708,401000
54,0.0,4268851243916,4268851317791,4268851324333,6542,6042,2041,134709,142792
55,0.0,4268851399125,4268851696500,4268851704958,8458,6042,2583,375709,384334
56,0.0,4268851791416,4268851866958,4268851873416,6458,6041,2000,136542,144583
57,0.0,4268851944166,4268852243125,4268852251208,8083,6208,2417,377708,386333
58,0.0,4268852340333,4268852416208,4268852422666,6458,6041,2042,139125,147208
59,0.0,4268852495666,4268852797625,4268852806125,8500,6041,2084,379875,388000
60,0.0,4268852891708,4268852973208,4268852979666,6458,6125,2042,142083,150250
61,0.0,4268853055166,4268853348166,4268853356500,8334,6291,2709,370250,379250
62,0.0,4268853444958,4268853566000,4268853572500,6500,8541,2792,174417,185750
63,0.0,4268853638666,4268853710500,4268853717041,6541,6250,2250,132416,140916
64,0.0,4268853787541,4268853856875,4268853863291,6416,6042,2041,129834,137917
65,0.0,4268853934125,4268854005708,4268854011833,6125,6083,2834,134083,143000
66,0.0,4268854086833,4268854156208,4268854162583,6375,7417,2708,126292,136417
67,0.0,4268854235000,4268854306333,4268854312875,6542,7583,2959,131250,141792
68,0.0,4268854401125,4268854489541,4268854496000,6459,14083,5417,146625,166125
69,0.0,4268854576291,4268854651166,4268854657500,6334,6333,2250,141292,149875
70,0.0,4268854734208,4268854810791,4268854817208,6417,8375,2042,143625,154042
71,0.0,4268854897583,4268854972291,4268854978875,6584,6458,2125,140458,149041
72,0.0,4268855055250,4268855128750,4268855135291,6541,6000,2000,139459,147459
73,0.0,4268855213708,4268855290125,4268855296458,6333,7417,2458,134375,144250
74,0.0,4268855369125,4268855439958,4268855446666,6708,7958,2500,127709,138167
75,0.0,4268855518000,4268855598500,4268855605083,6583,7583,2542,137708,147833
76,0.0,4268855676916,4268855753833,4268855760083,6250,7458,2917,132958,143333
77,0.0,4268855832333,4268855906250,4268855912375,6125,7834,2583,131167,141584
78,0.0,4268855984208,4268856062250,4268856068791,6541,7917,2208,139834,149959
79,0.0,4268856146041,4268856221416,4268856228000,6584,7416,2500,135500,145416
80,0.0,4268856306041,4268856456000,4268856462458,6458,10208,2667,214208,227083
81,0.0,4268856541916,4268856609333,4268856615708,6375,6166,2584,133125,141875
82,0.0,4268856692500,4268856766375,4268856773125,6750,6000,2083,140667,148750
83,0.0,4268856850375,4268856924500,4268856930958,6458,6584,2083,143125,151792
84,0.0,4268857010958,4268857085500,4268857091875,6375,6166,2125,138125,146416
85,0.0,4268857166958,4268857242625,4268857248916,6291,6083,2542,143333,151958
86,0.0,4268857329791,4268857404166,4268857410666,6500,6416,2625,141292,150333
87,0.0,4268857488958,4268857560875,4268857567375,6500,6083,2167,136041,144291
88,0.0,4268857642875,4268857712958,4268857719250,6292,5917,2375,133791,142083
89,0.0,4268857796250,4268857871666,4268857878041,6375,6417,2542,145458,154417
90,0.0,4268857959875,4268858029166,4268858035625,6459,5959,2166,127625,135750
91,0.0,4268858105208,4268858171583,4268858178000,6417,5833,2667,130416,138916
92,0.0,4268858252833,4268858327958,4268858334333,6375,6334,2000,146208,154542
93,0.0,4268858417000,4268858488291,4268858494500,6209,6750,2584,132916,142250
94,0.0,4268858568875,4268858635708,4268858642291,6583,6167,2458,131958,140583
95,0.0,4268858719250,4268858795791,4268858802500,6709,8792,2375,147000,158167
96,0.0,4268858886500,4268858959208,4268858965458,6250,7084,1958,133375,142417
97,0.0,4268859039041,4268859104916,4268859111250,6334,6167,2416,126959,135542
98,0.0,4268859191375,4268859267500,4268859273750,6250,7000,2750,136334,146084
99,0.0,4268859347416,4268859424625,4268859431291,6666,6833,2042,144542,153417
100,0.0,4268859535291,4268859623875,4268859630125,6250,14083,4875,136833,155791
101,0.0,4268859706875,4268859782041,4268859788125,6084,7542,2666,124834,135042
102,0.0,4268859856375,4268859931791,4268859938208,6417,8125,2333,123750,134208
103,0.0,4268860004291,4268860076708,4268860083041,6333,9125,2416,117125,128666
104,0.0,4268860147250,4268860213625,4268860219958,6333,8500,3500,109125,121125
105,0.0,4268860278291,4268860353750,4268860359833,6083,7541,2875,125459,135875
106,0.0,4268860424166,4268860501666,4268860508125,6459,7583,2792,136458,146833
107,0.0,4268860582500,4268860651333,4268860657833,6500,7000,3250,130584,140834
108,0.0,4268860738666,4268860819916,4268860826333,6417,9292,3458,140417,153167
109,0.0,4268860903166,4268860977541,4268860983541,6000,6292,2250,132791,141333
110,0.0,4268861054875,4268861124000,4268861130250,6250,7334,3083,126292,136709
111,0.0,4268861205500,4268861283333,4268861289791,6458,7542,2916,138959,149417
112,0.0,4268861365083,4268861439041,4268861445458,6417,7917,2583,130375,140875
113,0.0,4268861521166,4268861582875,4268861589000,6125,9208,2875,129333,141416
114,0.0,4268861671833,4268861730916,4268861750416,19500,6916,2459,251666,261041
115,0.0,4268861950333,4268862037625,4268862044250,6625,10292,3833,131375,145500
116,0.0,4268862113791,4268862193083,4268862199708,6625,9041,3459,127000,139500
117,0.0,4268862263791,4268862336916,4268862343083,6167,6958,2792,118000,127750
118,0.0,4268862401250,4268862464500,4268862470958,6458,6667,2666,107042,116375
119,0.0,4268862528916,4268862600833,4268862607500,6667,7583,2500,119459,129542
120,0.0,4268862669041,4268862742875,4268862749458,6583,6916,2834,122541,132291
121,0.0,4268862810291,4268862879625,4268862885750,6125,6083,2500,117000,125583
122,0.0,4268862944041,4268863013583,4268863019958,6375,6042,2333,115375,123750
123,0.0,4268863076750,4268863140708,4268863147208,6500,6208,2625,116167,125000
124,0.0,4268863211750,4268863282916,4268863289125,6209,6083,2334,134875,143292
125,0.0,4268863362833,4268863435500,4268863441791,6291,5958,2375,136792,145125
126,0.0,4268863519041,4268863591125,4268863597500,6375,6000,2250,134708,142958
127,0.0,4268863669833,4268863744208,4268863750708,6500,5833,1958,136875,144666
128,0.0,4268863822583,4268863895125,4268863901291,6166,5916,2334,136208,144458
129,0.0,4268863978333,4268864050583,4268864056916,6333,5833,2292,134166,142291
130,0.0,4268864130583,4268864207875,4268864214291,6416,6375,2583,139458,148416
131,0.0,4268864287333,4268864356041,4268864519125,163084,5834,2500,313666,322000
132,0.0,4268864617541,4268864683291,4268864689666,6375,5833,2334,121625,129792
133,0.0,4268864755208,4268864827375,4268864833708,6333,5834,2375,133333,141542
134,0.0,4268864906666,4268864970833,4268864977541,6708,6083,2209,121916,130208
135,0.0,4268865044708,4268865118250,4268865124916,6666,5958,2208,136500,144666
136,0.0,4268865198916,4268865270916,4268865277375,6459,6041,2334,135333,143708
137,0.0,4268865350333,4268865422416,4268865428875,6459,6125,2208,133000,141333
138,0.0,4268865499375,4268865570750,4268865577166,6416,5750,2250,135292,143292
139,0.0,4268865650666,4268865722291,4268865728958,6667,6125,2583,134250,142958
140,0.0,4268865801291,4268865874958,4268865881375,6417,9375,2208,128542,140125
141,0.0,4268865949791,4268866020125,4268866026291,6166,5792,2375,132291,140458
142,0.0,4268866097916,4268866168916,4268866175333,6417,5666,2125,128375,136166
143,0.0,4268866242041,4268866313208,4268866319625,6417,6375,2250,126333,134958
144,0.0,4268866388291,4268866454958,4268866461625,6667,5875,2333,117417,125625
145,0.0,4268866522625,4268866585166,4268866591500,6334,5750,2250,112583,120583
146,0.0,4268866651208,4268866724333,4268866730833,6500,6250,2417,131292,139959
147,0.0,4268866799958,4268866870000,4268866876500,6500,5750,2125,127542,135417
148,0.0,4268866943791,4268867006208,4268867012583,6375,5708,2125,113125,120958
149,0.0,4268867074708,4268867143666,4268867149958,6292,6250,2250,125250,133750
150,0.0,4268867222333,4268867294166,4268867300708,6542,5917,2458,128459,136834
151,0.0,4268867368500,4268867438500,4268867445083,6583,5750,2334,128958,137042
152,0.0,4268867517625,4268867586333,4268867592666,6333,6417,2458,119000,127875
153,0.0,4268867654375,4268867717958,4268867724000,6042,5792,2250,114875,122917
154,0.0,4268867785833,4268867858875,4268867865416,6541,5792,2292,135541,143625
155,0.0,4268867938750,4268868010250,4268868016916,6666,6375,2292,128708,137375
156,0.0,4268868084500,4268868147916,4268868154291,6375,5875,2333,110625,118833
157,0.0,4268868213500,4268868289958,4268868296083,6125,7000,2500,134834,144334
158,0.0,4268868366583,4268868437041,4268868443416,6375,6125,2125,126584,134834
159,0.0,4268868509833,4268868583458,4268868589916,6458,5750,2167,131417,139334
160,0.0,4268868657250,4268868728333,4268868734708,6375,5709,2166,123584,131459
161,0.0,4268868799500,4268868863083,4268868869291,6208,6250,2167,114041,122458
162,0.0,4268868930291,4268869005666,4268869011875,6209,5750,2208,128750,136708
163,0.0,4268869076083,4268869148250,4268869154875,6625,5959,1958,127042,134959
164,0.0,4268869221875,4268869287875,4268869294083,6208,7417,2125,117333,126875
165,0.0,4268869356833,4268869429125,4268869435291,6166,5625,2209,133125,140959
166,0.0,4268869506791,4268869578541,4268869584916,6375,5875,2250,125458,133583
167,0.0,4268869649000,4268869721250,4268869727625,6375,6084,2291,140917,149292
168,0.0,4268869806625,4268869878708,4268869885041,6333,5792,2542,127541,135875
169,0.0,4268869950791,4268870015916,4268870022166,6250,5708,2084,112833,120625
170,0.0,4268870081708,4268870221791,4268870228166,6375,6000,2334,196666,205000
171,0.0,4268870294958,4268870369458,4268870375833,6375,5667,2125,134875,142667
172,0.0,4268870446125,4268870517291,4268870523666,6375,5917,2292,120791,129000
173,0.0,4268870584000,4268870650291,4268870656583,6292,5708,2334,115875,123917
174,0.0,4268870717958,4268870790208,4268870796625,6417,7125,2666,122417,132208
175,0.0,4268870860625,4268870934000,4268870940666,6666,7083,2542,122500,132125
176,0.0,4268871003083,4268871077833,4268871084125,6292,7083,2583,126000,135666
177,0.0,4268871148500,4268871221875,4268871228208,6333,7000,2875,122625,132500
178,0.0,4268871291500,4268871357958,4268871364333,6375,7042,2625,113083,122750
179,0.0,4268871424916,4268871498375,4268871505041,6666,7250,2667,131583,141500
180,0.0,4268871574791,4268871646291,4268871652625,6334,5750,2417,117041,125208
181,0.0,4268871710208,4268871776083,4268871782291,6208,7208,2417,110333,119958
182,0.0,4268871843458,4268871910541,4268871916958,6417,7541,2542,111333,121416
183,0.0,4268871974708,4268872039958,4268872046333,6375,6917,2375,113292,122584
184,0.0,4268872107333,4268872180458,4268872186833,6375,6834,2708,121458,131000
185,0.0,4268872248375,4268872321125,4268872385333,64208,7000,2834,201625,211459
186,0.0,4268872470541,4268872535333,4268872542083,6750,5708,2250,114375,122333
187,0.0,4268872603791,4268872677833,4268872684333,6500,5958,2750,132917,141625
188,0.0,4268872758000,4268872826833,4268872833416,6583,6583,2584,117458,126625
189,0.0,4268872897041,4268872963750,4268872970208,6458,6042,2708,114583,123333
190,0.0,4268873029625,4268873100833,4268873107416,6583,5917,2375,123625,131917
191,0.0,4268873172500,4268873245666,4268873252250,6584,7209,2583,121208,131000
192,0.0,4268873311750,4268873374750,4268873380916,6166,5792,2292,121416,129500
193,0.0,4268873455041,4268873535750,4268873541833,6083,8500,2792,138125,149417
194,0.0,4268873613083,4268873683458,4268873690000,6542,5875,2333,129000,137208
195,0.0,4268873759208,4268873829791,4268873836375,6584,5833,2250,128292,136375
196,0.0,4268873904083,4268873970416,4268873976875,6459,5625,2250,118500,126375
197,0.0,4268874038958,4268874104083,4268874110291,6208,7833,2125,113667,123625
198,0.0,4268874171000,4268874241125,4268874247666,6541,5667,2291,125417,133375
199,0.0,4268874312500,4268874383416,4268874389750,6334,6209,2166,123709,132084
