sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
0,0.001,130161556859333,130161556956750,130161557213625,256875,17500,4875,489083,511458
1,0.001,130161558690333,130161558799125,130161558808125,9000,23250,5958,172000,201208
2,0.001,130161560201708,130161560319916,130161560328166,8250,15625,4917,236000,256542
3,0.001,130161561744875,130161561857083,130161561865541,8458,16958,5125,189917,212000
4,0.001,130161563230458,130161563334666,130161563342833,8167,11416,3584,187875,202875
5,0.001,130161564710666,130161564812541,130161564820708,8167,9125,3458,195209,207792
6,0.001,130161566232625,130161566350458,130161566358500,8042,15792,5375,273792,294959
7,0.001,130161567814500,130161567915791,130161567924000,8209,10875,3916,210542,225333
8,0.001,130161569327166,130161569427916,130161569436000,8084,10542,3625,211416,225583
9,0.001,130161570841375,130161570976000,130161570984458,8458,18959,5833,234250,259042
10,0.001,130161572391791,130161572506416,130161572514583,8167,17000,5209,279041,301250
11,0.001,130161573982000,130161574089541,130161574097916,8375,13541,4750,267792,286083
12,0.001,130161575544416,130161575646208,130161575654541,8333,11209,3833,200667,215709
13,0.001,130161577043291,130161577163500,130161577172791,9291,13375,4917,205417,223709
14,0.001,130161578541541,130161578642500,130161578650791,8291,9833,3834,248791,262458
15,0.001,130161580064583,130161580170125,130161580178250,8125,10375,3958,196000,210333
16,0.001,130161581547000,130161581649833,130161581657958,8125,9458,3625,204833,217916
17,0.001,130161583043250,130161583155041,130161583163291,8250,13167,6625,197208,217000
18,0.001,130161584567625,130161584712125,130161584720625,8500,28083,8333,282917,319333
19,0.001,130161586191041,130161586310666,130161586319083,8417,17375,6167,193625,217167
20,0.001,130161587703250,130161587821625,130161587830125,8500,12208,4042,203958,220208
21,0.001,130161589208000,130161589317458,130161589325416,7958,13917,5458,199250,218625
22,0.001,130161590711208,130161590831416,130161590839583,8167,20625,5083,242667,268375
23,0.001,130161592265083,130161592378958,130161592387125,8167,14208,5209,265041,284458
24,0.001,130161593855541,130161593989208,130161593997541,8333,21000,7959,271083,300042
25,0.001,130161595444583,130161595555916,130161595564416,8500,13459,4458,198083,216000
26,0.001,130161596940000,130161597058041,130161597066333,8292,13750,5291,225250,244291
27,0.001,130161598465541,130161598577166,130161598585291,8125,13000,4709,238125,255834
28,0.001,130161600000333,130161600111125,130161600119333,8208,11291,7292,204917,223500
29,0.001,130161601513791,130161601658541,130161601667041,8500,21209,6833,263625,291667
30,0.001,130161603110666,130161603261000,130161603269625,8625,26541,7875,292917,327333
31,0.001,130161604740291,130161604863833,130161604872166,8333,12458,4709,230083,247250
32,0.001,130161606286833,130161606393750,130161606402166,8416,11291,4500,224750,240541
33,0.001,130161607810583,130161607935500,130161607944000,8500,14792,8000,213958,236750
34,0.001,130161609323000,130161609430125,130161609438500,8375,10667,4041,244917,259625
35,0.001,130161610853916,130161610960833,130161610969250,8417,9541,3584,195416,208541
36,0.001,130161612332875,130161612448500,130161612457750,9250,9292,3708,207583,220583
37,0.001,130161613823583,130161613978125,130161614157458,179333,8875,3500,424792,437167
38,0.001,130161615538625,130161615662333,130161615670708,8375,16125,5083,242792,264000
39,0.001,130161617081041,130161617188083,130161617196416,8333,10459,4250,185083,199792
40,0.001,130161618558583,130161618664958,130161618673166,8208,13167,5000,189291,207458
41,0.001,130161620041791,130161620158958,130161620167166,8208,12291,4375,221542,238208
42,0.001,130161621567041,130161621691375,130161621699708,8333,17208,6000,210250,233458
43,0.001,130161623097958,130161623224625,130161623887833,663208,18708,6167,913291,938166
44,0.001,130161625315250,130161625428958,130161625437125,8167,11708,4583,205167,221458
45,0.001,130161626815833,130161627042458,130161627141958,99500,12417,4708,442959,460084
46,0.001,130161628547541,130161628656000,130161628665083,9083,9458,3875,202833,216166
47,0.001,130161630036666,130161630141708,130161630149958,8250,10084,4000,214458,228542
48,0.001,130161631537750,130161631638750,130161631647000,8250,10166,4084,201958,216208
49,0.001,130161633039541,130161633168541,130161633176791,8250,17167,5375,224666,247208
50,0.001,130161634576125,130161634691291,130161634699708,8417,12375,4958,206667,224000
51,0.001,130161636073375,130161636176750,130161636184708,7958,10375,4083,231334,245792
52,0.001,130161637595250,130161637715916,130161637724083,8167,13542,4875,220083,238500
53,0.001,130161639130583,130161639278583,130161639287125,8542,25625,10958,225625,262208
54,0.001,130161640682791,130161640799083,130161640807333,8250,15417,5958,234292,255667
55,0.001,130161642219250,130161642325583,130161642333750,8167,13500,5333,196625,215458
56,0.001,130161643713208,130161643827041,130161643836083,9042,12209,5541,207875,225625
57,0.001,130161645220791,130161645334250,130161645342625,8375,15334,5791,187834,208959
58,0.001,130161646721625,130161646837458,130161646845666,8208,15667,6750,197958,220375
59,0.001,130161648222416,130161648336875,130161648345125,8250,13292,5292,206541,225125
60,0.001,130161649732291,130161649838125,130161649846250,8125,11875,4584,208375,224834
61,0.001,130161651251083,130161651360375,130161651368500,8125,13334,5000,187916,206250
62,0.001,130161652741333,130161652850208,130161652858458,8250,15750,6042,199166,220958
63,0.001,130161654254916,130161654387666,130161654396125,8459,17375,6125,214042,237542
64,0.001,130161655793541,130161655935416,130161655943750,8334,24667,8083,282958,315708
65,0.001,130161657456583,130161657607916,130161657616458,8542,28875,9917,225708,264500
66,0.001,130161659039625,130161659157625,130161659165708,8083,15417,5833,256792,278042
67,0.001,130161660600208,130161660714291,130161660722541,8250,14250,5708,195833,215791
68,0.001,130161662114375,130161662231791,130161662240041,8250,15334,5500,195791,216625
69,0.001,130161663630958,130161663744666,130161663752958,8292,14958,5500,204792,225250
70,0.001,130161665149458,130161665272083,130161665280416,8333,16917,6625,219458,243000
71,0.001,130161666686041,130161666774000,130161666814250,40250,18166,8667,243000,269833
72,0.001,130161668240000,130161668357291,130161668365625,8334,16167,5750,220000,241917
73,0.001,130161669783875,130161669907708,130161669916083,8375,16583,7458,268334,292375
74,0.001,130161671392625,130161671572458,130161671581166,8708,32209,11958,295917,340084
75,0.001,130161673049166,130161673195750,130161673204125,8375,24083,8875,270125,303083
76,0.001,130161674669916,130161674801375,130161674809791,8416,19875,6458,236333,262666
77,0.001,130161676241958,130161676416916,130161676425416,8500,31167,10042,264875,306084
78,0.001,130161677846250,130161677980041,130161677989166,9125,21000,5834,201875,228709
79,0.001,130161679378458,130161679500375,130161679511666,11291,15250,5416,230209,250875
80,0.001,130161680920833,130161681045833,130161681054375,8542,18708,7917,209750,236375
81,0.001,130161682437458,130161682547625,130161682555875,8250,12250,4666,183375,200291
82,0.001,130161683923000,130161684050333,130161684058916,8583,16833,8000,229042,253875
83,0.001,130161685508583,130161685663750,130161685672583,8833,25708,11250,284334,321292
84,0.001,130161687135958,130161687283416,130161687291875,8459,21667,7666,221000,250333
85,0.001,130161688693875,130161688840958,130161688849333,8375,25084,9458,214542,249084
86,0.001,130161690251041,130161690386791,130161690395291,8500,24125,8167,205583,237875
87,0.001,130161691795458,130161691925500,130161691933958,8458,21375,9333,205167,235875
88,0.001,130161693337291,130161693454625,130161693462875,8250,24334,7458,206500,238292
89,0.001,130161694880416,130161695040375,130161695049458,9083,28667,8833,242042,279542
90,0.001,130161696453083,130161696560541,130161696568708,8167,11291,5584,196000,212875
91,0.001,130161697952416,130161698066375,130161698074583,8208,15417,5875,184416,205708
92,0.001,130161699442708,130161699554125,130161699562291,8166,12333,4584,197500,214417
93,0.001,130161700936875,130161701041333,130161701049500,8167,12667,4291,182042,199000
94,0.001,130161702425666,130161702545083,130161702553500,8417,17209,8208,193167,218584
95,0.001,130161703952000,130161704103291,130161704111875,8584,20958,10292,236208,267458
96,0.001,130161705510833,130161705619000,130161705627000,8000,13166,4875,186250,204291
97,0.001,130161707003958,130161707118375,130161707126791,8416,15041,5042,184042,204125
98,0.001,130161708483333,130161708593250,130161708601541,8291,9417,3625,254833,267875
99,0.001,130161710028958,130161710149458,130161710157708,8250,19042,5250,259375,283667
100,0.001,130161711608708,130161711721833,130161711730166,8333,15708,6208,201417,223333
101,0.001,130161713119166,130161713228958,130161713237083,8125,12708,4500,195667,212875
102,0.001,130161714616041,130161714724375,130161714732500,8125,14459,5291,237542,257292
103,0.001,130161716157333,130161716265125,130161716273250,8125,12208,4834,246833,263875
104,0.001,130161717697041,130161717805375,130161717813458,8083,11834,4250,193916,210000
105,0.001,130161719190875,130161719299250,130161719307333,8083,13666,5375,240459,259500
106,0.001,130161720735500,130161720851541,130161720859750,8209,13291,5000,202334,220625
107,0.001,130161722201291,130161722317708,130161722326083,8375,14917,5583,193667,214167
108,0.001,130161723693166,130161723812250,130161723820833,8583,14000,5542,215166,234708
