sample_idx,sleep_s,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
0,0.01,130161864975833,130161865362416,130161865374083,11667,28500,17625,496041,542166
1,0.01,130161878103000,130161878506291,130161878517333,11042,40292,9291,487209,536792
2,0.01,130161891228041,130161891669333,130161891680458,11125,35166,10834,519166,565166
3,0.01,130161904386791,130161904853500,130161904864583,11083,44000,12584,544958,601542
4,0.01,130161917592208,130161918044875,130161918056291,11416,40750,13084,551625,605459
5,0.01,130161930810041,130161931251833,130161931263375,11542,42458,10542,545333,598333
6,0.01,130161943993916,130161944172291,130161944183791,11500,38917,9792,363375,412084
7,0.01,130161956281958,130161956772708,130161956784291,11583,43666,17000,625042,685708
8,0.01,130161969604333,130161969938500,130161969949666,11166,51791,16459,555000,623250
9,0.01,130161982633958,130161982821166,130161982832375,11209,43750,11500,320833,376083
10,0.01,130161995635875,130161995820541,130161995831666,11125,44958,11208,263875,320041
11,0.01,130162008549583,130162009017166,130162009028291,11125,42042,12500,548125,602667
12,0.01,130162021752375,130162022214708,130162022226291,11583,41917,13000,555792,610709
13,0.01,130162034975958,130162035400458,130162035411583,11125,38541,11209,528708,578458
14,0.01,130162048150208,130162048577875,130162048588958,11083,38709,9958,579750,628417
15,0.01,130162061365375,130162061536750,130162061547833,11083,36500,10291,247459,294250
16,0.01,130162073371500,130162073834666,130162073845750,11084,37666,13500,550584,601750
17,0.01,130162086571625,130162087055083,130162087066166,11083,37375,10375,589875,637625
18,0.01,130162099807083,130162100235291,130162100246333,11042,38333,11333,529375,579041
19,0.01,130162112867875,130162113128000,130162113139208,11208,59083,17417,362000,438500
20,0.01,130162125923750,130162126392166,130162126403166,11000,38375,11375,634250,684000
21,0.01,130162138279500,130162138831791,130162138842916,11125,84959,23291,595667,703917
22,0.01,130162150683583,130162151127000,130162151137208,10208,47834,13416,3159917,3221167
23,0.01,130162167449375,130162168181041,130162168192041,11000,82542,52000,768416,902958
24,0.01,130162181164291,130162181703666,130162181714666,11000,83625,30959,581375,695959
25,0.01,130162195318666,130162195877541,130162195888500,10959,81250,21166,628625,731041
26,0.01,130162208900458,130162209452375,130162209463375,11000,75125,23250,637750,736125
27,0.01,130162221235083,130162221782708,130162221793666,10958,82708,22417,580708,685833
28,0.01,130162233252583,130162233793208,130162233804333,11125,82583,30250,643708,756541
29,0.01,130162246655708,130162247056666,130162247067875,11209,37250,12375,502208,551833
30,0.01,130162259794916,130162259971125,130162259981333,10208,37292,12750,312333,362375
31,0.01,130162272804208,130162273423083,130162273433958,10875,82459,33416,672750,788625
32,0.01,130162286437208,130162287007416,130162287018416,11000,81959,20250,1161333,1263542
33,0.01,130162300385250,130162300933791,130162300944833,11042,83458,33000,637542,754000
