# IOReport telemetry  interval=250ms  csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959.csv  states_csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959-states.csv
# Ctrl-C to stop
# time        gpu mW    cpu mW    ane mW   dram mW   amcc mW    dcs mW    afr mW   disp mW    isp mW    ave mW  gpu_sram mW
  21:43:47  27362 mW   1497 mW      0 mW    770 mW   1410 mW   1722 mW    725 mW    234 mW      7 mW      7 mW      0 mW
  21:43:48  39392 mW   1714 mW      0 mW    884 mW   1545 mW   1993 mW   1045 mW    342 mW      7 mW      7 mW      0 mW
  21:43:48  33656 mW   1639 mW      0 mW    777 mW   1465 mW   1858 mW   1002 mW    277 mW      7 mW      7 mW      0 mW
  21:43:48  22147 mW   1512 mW      0 mW    694 mW   1450 mW   1453 mW    781 mW    319 mW      7 mW      7 mW      0 mW
  21:43:49  26715 mW   1784 mW      0 mW    761 mW   1528 mW   1591 mW    839 mW    341 mW      7 mW      7 mW      0 mW
  21:43:49  23785 mW   1556 mW      0 mW    665 mW   1423 mW   1446 mW    779 mW    224 mW      7 mW      7 mW      0 mW
  21:43:50  23461 mW   3407 mW      0 mW   1074 mW   1701 mW   1922 mW    837 mW    363 mW      7 mW      7 mW      0 mW
  21:43:50   3155 mW   1810 mW      0 mW    456 mW    837 mW    850 mW    181 mW    211 mW      6 mW      6 mW      0 mW
  21:43:51    415 mW   1160 mW      0 mW    464 mW    810 mW    717 mW     38 mW    363 mW      8 mW      8 mW      0 mW
  21:43:51  16374 mW   1298 mW      0 mW    648 mW   1261 mW   1350 mW    438 mW    259 mW      7 mW      7 mW      0 mW
  21:43:51  29034 mW   2100 mW      0 mW   1004 mW   1686 mW   1901 mW    851 mW    380 mW      7 mW      7 mW      0 mW
  21:43:52  28392 mW   1328 mW      0 mW    735 mW   1472 mW   1674 mW    821 mW    307 mW      7 mW      7 mW      0 mW
  21:43:52  44105 mW   1497 mW      0 mW    865 mW   1510 mW   1979 mW    913 mW    285 mW      7 mW      7 mW      0 mW
  21:43:53  44447 mW   1522 mW      0 mW    869 mW   1533 mW   1980 mW    935 mW    359 mW      7 mW      7 mW      0 mW
  21:43:53  45278 mW   1444 mW      0 mW    796 mW   1488 mW   2005 mW    955 mW    245 mW      7 mW      7 mW      0 mW
  21:43:54  45848 mW   1412 mW      0 mW    873 mW   1549 mW   2009 mW    966 mW    369 mW      7 mW      7 mW      0 mW
  21:43:54  44511 mW   1450 mW      0 mW    768 mW   1462 mW   1976 mW    945 mW    237 mW      7 mW      7 mW      0 mW
  21:43:55  43850 mW   1468 mW      0 mW    833 mW   1480 mW   1930 mW    938 mW    334 mW      7 mW      7 mW      0 mW
  21:43:55  45820 mW   1466 mW      0 mW    820 mW   1512 mW   1983 mW    970 mW    284 mW      7 mW      7 mW      0 mW
  21:43:55  45099 mW   1409 mW      0 mW    851 mW   1611 mW   2078 mW    978 mW    314 mW      7 mW      9 mW      0 mW
  21:43:56  14522 mW   1406 mW      0 mW    550 mW   1046 mW   1181 mW    440 mW    308 mW      6 mW      6 mW      0 mW
  21:43:56    362 mW   1037 mW      0 mW    361 mW    759 mW    622 mW     28 mW    255 mW      8 mW      8 mW      0 mW
  21:43:57  19429 mW   1716 mW      0 mW    688 mW   1229 mW   1317 mW    312 mW    378 mW      7 mW      7 mW      0 mW
  21:43:57  51582 mW   1333 mW      0 mW    765 mW   1484 mW   2027 mW    884 mW    234 mW      7 mW      7 mW      0 mW
  21:43:58  44623 mW   1587 mW      0 mW    922 mW   1613 mW   2018 mW    889 mW    353 mW      7 mW      7 mW      0 mW
  21:43:58  43764 mW   1362 mW      0 mW    786 mW   1577 mW   2082 mW    870 mW    239 mW      7 mW      9 mW      0 mW
  21:43:58  42109 mW   1422 mW      0 mW    862 mW   1620 mW   2032 mW    894 mW    359 mW      7 mW      9 mW      0 mW
  21:43:59  41734 mW   1193 mW      0 mW    815 mW   1623 mW   2116 mW    900 mW    298 mW      9 mW      7 mW      0 mW
  21:43:59  39019 mW   1263 mW      0 mW    796 mW   1543 mW   1988 mW    848 mW    271 mW      9 mW      9 mW      0 mW
  21:44:00  40106 mW   1916 mW      0 mW    967 mW   1746 mW   2111 mW    904 mW    365 mW     11 mW     11 mW      0 mW
  21:44:00  38693 mW   2415 mW      0 mW    922 mW   1759 mW   2089 mW    860 mW    234 mW      9 mW      9 mW      0 mW
  21:44:01  40429 mW   2509 mW      0 mW   1046 mW   1909 mW   2220 mW    958 mW    394 mW      9 mW      9 mW      0 mW
  21:44:01  35430 mW   2293 mW      0 mW    857 mW   1630 mW   1948 mW    805 mW    219 mW      9 mW      9 mW      0 mW
  21:44:02  39447 mW   2332 mW      0 mW   1021 mW   1847 mW   2184 mW    959 mW    397 mW     12 mW     12 mW      0 mW
  21:44:02   3811 mW   1961 mW      0 mW    539 mW   1085 mW   1012 mW    222 mW    284 mW      9 mW      9 mW      0 mW
  21:44:02    536 mW   2007 mW      0 mW    550 mW    905 mW    793 mW     41 mW    314 mW      9 mW      7 mW      0 mW
  21:44:03  29846 mW   3058 mW      0 mW   1000 mW   1568 mW   1959 mW    561 mW    354 mW     11 mW      9 mW      0 mW
  21:44:03  43051 mW   2049 mW      0 mW    893 mW   1589 mW   2045 mW   1006 mW    272 mW      9 mW      9 mW      0 mW
  21:44:04  42842 mW   1957 mW      0 mW   1015 mW   1829 mW   2172 mW   1198 mW    384 mW      9 mW     11 mW      0 mW
  21:44:04  39049 mW   1840 mW      0 mW    907 mW   1729 mW   2053 mW    958 mW    255 mW      9 mW      9 mW      0 mW
  21:44:05  37865 mW   1224 mW      0 mW    828 mW   1575 mW   1921 mW   1153 mW    364 mW     11 mW      9 mW      0 mW
  21:44:05  37377 mW   1334 mW      0 mW    780 mW   1634 mW   1910 mW    993 mW    258 mW      9 mW     11 mW      0 mW
  21:44:05  35769 mW   1398 mW      0 mW    870 mW   1683 mW   1867 mW   1199 mW    366 mW      9 mW      9 mW      0 mW
  21:44:06  35043 mW   1186 mW      0 mW    742 mW   1569 mW   1755 mW   1016 mW    314 mW     12 mW      9 mW      0 mW
  21:44:06  34861 mW   1175 mW      0 mW    784 mW   1607 mW   1780 mW   1026 mW    313 mW      9 mW      9 mW      0 mW
  21:44:07  34999 mW   1174 mW      0 mW    798 mW   1613 mW   1768 mW   1144 mW    355 mW      9 mW     11 mW      0 mW
  21:44:07  35917 mW   1178 mW      0 mW    743 mW   1578 mW   1797 mW    937 mW    271 mW     12 mW      9 mW      0 mW
  21:44:08  29431 mW   1302 mW      0 mW    810 mW   1574 mW   1741 mW   1091 mW    373 mW      9 mW      9 mW      0 mW
  21:44:08    381 mW   1115 mW      0 mW    429 mW    855 mW    881 mW     49 mW    226 mW      8 mW      8 mW      0 mW
  21:44:09    467 mW   1313 mW      0 mW    511 mW    850 mW    712 mW     42 mW    337 mW     10 mW      8 mW      0 mW
  21:44:09  10728 mW   1403 mW      0 mW    644 mW   1376 mW   1381 mW    613 mW    269 mW      9 mW      9 mW      0 mW
  21:44:09  16710 mW   2256 mW      0 mW    874 mW   1722 mW   1689 mW   1185 mW    390 mW      9 mW      9 mW      0 mW
  21:44:10  15634 mW   1890 mW      0 mW    694 mW   1509 mW   1530 mW   1085 mW    288 mW      9 mW      7 mW      0 mW
  21:44:10  12561 mW   1607 mW      0 mW    672 mW   1433 mW   1406 mW    918 mW    280 mW      7 mW      9 mW      0 mW
  21:44:11   7373 mW   2748 mW      0 mW    662 mW   1170 mW   1207 mW    636 mW    341 mW     11 mW      6 mW      0 mW
  21:44:11    389 mW   1583 mW      0 mW    417 mW    706 mW    679 mW     30 mW    251 mW      6 mW      9 mW      0 mW
  21:44:12   5876 mW   1965 mW      0 mW    631 mW   1075 mW    951 mW    311 mW    398 mW      7 mW      7 mW      0 mW
  21:44:12  18672 mW   2014 mW      0 mW    705 mW   1457 mW   1491 mW   1270 mW    233 mW      7 mW      7 mW      0 mW
  21:44:13  18288 mW   2247 mW      0 mW    845 mW   1591 mW   1595 mW   1209 mW    380 mW      7 mW      7 mW      0 mW
  21:44:13  18950 mW   2144 mW      0 mW    723 mW   1429 mW   1442 mW   1229 mW    224 mW      7 mW      7 mW      0 mW
  21:44:13  22660 mW   2349 mW      0 mW    873 mW   1644 mW   1702 mW   1494 mW    399 mW      9 mW      7 mW      0 mW
  21:44:14  21038 mW   2392 mW      0 mW    744 mW   1469 mW   1486 mW   1340 mW    294 mW      5 mW      7 mW      0 mW
  21:44:14   6974 mW   2036 mW      0 mW    627 mW   1188 mW   1116 mW    667 mW    286 mW      9 mW      7 mW      0 mW
  21:44:15    335 mW   1770 mW      0 mW    569 mW    844 mW    836 mW     33 mW    337 mW      6 mW      6 mW      0 mW
  21:44:15   3679 mW   1877 mW      0 mW    557 mW   1000 mW    836 mW    164 mW    260 mW      7 mW      9 mW      0 mW
  21:44:16  26143 mW   1367 mW      0 mW    797 mW   1525 mW   1616 mW   2005 mW    351 mW      7 mW      7 mW      0 mW
  21:44:16  28167 mW   2595 mW      0 mW    939 mW   1663 mW   1876 mW   2120 mW    238 mW      7 mW      7 mW      0 mW
  21:44:17  30089 mW   2294 mW      0 mW   1191 mW   2062 mW   2177 mW   2241 mW    388 mW      9 mW      7 mW      0 mW
  21:44:17  29200 mW   2069 mW      0 mW   1036 mW   1929 mW   1991 mW   2194 mW    237 mW      9 mW      7 mW      0 mW
  21:44:17  29082 mW   2128 mW      0 mW   1150 mW   2015 mW   2105 mW   2176 mW    371 mW      9 mW      7 mW      0 mW
  21:44:18  28269 mW   2050 mW      0 mW   1049 mW   1908 mW   1978 mW   2124 mW    305 mW     11 mW      7 mW      0 mW
  21:44:18  29875 mW   2137 mW      0 mW   1102 mW   2009 mW   2108 mW   2236 mW    306 mW      9 mW      7 mW      0 mW
  21:44:19  29431 mW   2194 mW      0 mW   1133 mW   2091 mW   2166 mW   2224 mW    381 mW      9 mW      9 mW      0 mW
  21:44:19   1511 mW   1884 mW      0 mW    581 mW   1106 mW    858 mW    278 mW    206 mW      8 mW      6 mW      0 mW
  21:44:20    668 mW   1780 mW      0 mW    648 mW   1172 mW    792 mW     48 mW    347 mW      9 mW      7 mW      0 mW
  21:44:20  33665 mW   1792 mW      0 mW    888 mW   1717 mW   1758 mW   1429 mW    258 mW      7 mW      7 mW      0 mW
  21:44:21  51516 mW   2149 mW      0 mW   1170 mW   2102 mW   2226 mW   2467 mW    390 mW      9 mW      9 mW      0 mW
  21:44:21  43898 mW   1974 mW      0 mW    993 mW   1923 mW   2062 mW   2253 mW    267 mW     11 mW      7 mW      0 mW
  21:44:21  44226 mW   2021 mW      0 mW   1123 mW   2082 mW   2184 mW   2312 mW    368 mW      9 mW      9 mW      0 mW
  21:44:22  42928 mW   2025 mW      0 mW   1101 mW   2084 mW   2213 mW   2391 mW    349 mW      9 mW      9 mW      0 mW
  21:44:22  41844 mW   1937 mW      0 mW   1089 mW   2057 mW   2181 mW   2330 mW    303 mW     11 mW     11 mW      0 mW
  21:44:23  39737 mW   1987 mW      0 mW   1119 mW   2053 mW   2159 mW   2275 mW    367 mW      9 mW      9 mW      0 mW
  21:44:23  39996 mW   1981 mW      0 mW   1057 mW   2063 mW   2189 mW   2354 mW    241 mW      9 mW      9 mW      0 mW
  21:44:24  39653 mW   2043 mW      0 mW   1152 mW   2150 mW   2238 mW   2349 mW    386 mW      9 mW      9 mW      0 mW
  21:44:24  35895 mW   1891 mW      0 mW    972 mW   1900 mW   2032 mW   2173 mW    241 mW     11 mW     11 mW      0 mW
  21:44:25  39130 mW   2092 mW      0 mW   1190 mW   2197 mW   2305 mW   2356 mW    424 mW      9 mW      9 mW      0 mW
  21:44:25  25025 mW   1935 mW      0 mW    963 mW   1815 mW   1855 mW   1709 mW    299 mW      9 mW      9 mW      0 mW
  21:44:25    503 mW   1611 mW      0 mW    634 mW   1185 mW    855 mW     40 mW    281 mW     11 mW      9 mW      0 mW
  21:44:26   1693 mW   1687 mW      0 mW    623 mW   1238 mW    846 mW     31 mW    341 mW      9 mW      9 mW      0 mW
  21:44:26  46787 mW   1796 mW      0 mW   1061 mW   2044 mW   2083 mW   2147 mW    292 mW     11 mW      9 mW      0 mW
  21:44:27  39873 mW   1865 mW      0 mW   1111 mW   2024 mW   2145 mW   2112 mW    390 mW      9 mW     11 mW      0 mW
  21:44:27  37949 mW   1871 mW      0 mW   1035 mW   1994 mW   2126 mW   2128 mW    269 mW      9 mW      9 mW      0 mW
  21:44:28  38296 mW   1991 mW      0 mW   1140 mW   2102 mW   2225 mW   2129 mW    409 mW     11 mW      9 mW      0 mW
  21:44:28  34975 mW   1773 mW      0 mW   1023 mW   1921 mW   2061 mW   2021 mW    271 mW      9 mW     11 mW      0 mW
  21:44:29  35052 mW   1878 mW      0 mW   1131 mW   2069 mW   2191 mW   2033 mW    407 mW      9 mW      9 mW      0 mW
  21:44:29  34569 mW   1891 mW      0 mW   1015 mW   1960 mW   2048 mW   2021 mW    293 mW     11 mW      9 mW      0 mW
  21:44:29  35344 mW   1835 mW      0 mW   1124 mW   2063 mW   2179 mW   2027 mW    368 mW      9 mW     11 mW      0 mW
  21:44:30  34991 mW   1851 mW      0 mW   1087 mW   2046 mW   2146 mW   2075 mW    353 mW     11 mW      9 mW      0 mW
  21:44:30  35816 mW   1876 mW      0 mW   1108 mW   2073 mW   2202 mW   2087 mW    329 mW      9 mW     11 mW      0 mW
  21:44:31  34944 mW   2008 mW      0 mW   1140 mW   2079 mW   2170 mW   2045 mW    405 mW      9 mW      9 mW      0 mW
  21:44:31   5062 mW   1603 mW      0 mW    576 mW   1201 mW    936 mW    461 mW    204 mW     11 mW      8 mW      0 mW
  21:44:32    433 mW   1733 mW      0 mW    663 mW   1269 mW    840 mW     39 mW    374 mW      9 mW     11 mW      0 mW
  21:44:32  30593 mW   1710 mW      0 mW    868 mW   1747 mW   1740 mW   1161 mW    254 mW     12 mW      9 mW      0 mW
  21:44:33  40261 mW   1860 mW      0 mW   1161 mW   2110 mW   2250 mW   2161 mW    416 mW      9 mW      9 mW      0 mW
  21:44:33  36512 mW   1861 mW      0 mW   1035 mW   1983 mW   2060 mW   1973 mW    272 mW      9 mW      9 mW      0 mW
  21:44:33  34752 mW   1811 mW      0 mW   1072 mW   1958 mW   2062 mW   1906 mW    361 mW      9 mW      9 mW      0 mW
  21:44:34  36371 mW   1696 mW      0 mW   1043 mW   1958 mW   2054 mW   2011 mW    348 mW     11 mW     11 mW      0 mW
  21:44:34  36589 mW   1744 mW      0 mW   1101 mW   2022 mW   2115 mW   2020 mW    324 mW      9 mW      9 mW      0 mW
  21:44:35  36731 mW   1915 mW      0 mW   1145 mW   2074 mW   2147 mW   2074 mW    414 mW     11 mW     11 mW      0 mW
  21:44:35  35164 mW   1764 mW      0 mW   1038 mW   1951 mW   2032 mW   1992 mW    264 mW      9 mW      9 mW      0 mW
  21:44:36  34765 mW   1958 mW      0 mW   1127 mW   1975 mW   2046 mW   1981 mW    396 mW      9 mW      9 mW      0 mW
  21:44:36  34571 mW   1740 mW      0 mW   1028 mW   1874 mW   1947 mW   1954 mW    256 mW      9 mW      9 mW      0 mW
  21:44:37  35010 mW   1756 mW      0 mW   1120 mW   1966 mW   2035 mW   2003 mW    402 mW     11 mW     11 mW      0 mW
  21:44:37  24355 mW   1708 mW      0 mW    900 mW   1643 mW   1608 mW   1576 mW    300 mW      9 mW      9 mW      0 mW
  21:44:37    466 mW   1609 mW      0 mW    623 mW   1223 mW    801 mW     42 mW    316 mW     11 mW     11 mW      0 mW
  21:44:38   2338 mW   1608 mW      0 mW    633 mW   1178 mW    845 mW     32 mW    320 mW      9 mW      9 mW      0 mW
  21:44:38  45150 mW   1722 mW      0 mW   1135 mW   2019 mW   2143 mW   2373 mW    339 mW      9 mW      9 mW      0 mW
  21:44:39  40115 mW   2329 mW      0 mW   1179 mW   2083 mW   2217 mW   2440 mW    408 mW     11 mW      9 mW      0 mW
  21:44:39  37525 mW   1842 mW      0 mW   1090 mW   1997 mW   2126 mW   2281 mW    261 mW      9 mW     12 mW      0 mW
  21:44:40  35764 mW   1829 mW      0 mW   1084 mW   1899 mW   2021 mW   2294 mW    388 mW      9 mW      9 mW      0 mW
  21:44:40  35732 mW   1802 mW      0 mW   1020 mW   1838 mW   1959 mW   2237 mW    251 mW     11 mW      9 mW      0 mW
  21:44:41  36212 mW   1888 mW      0 mW   1132 mW   1908 mW   2058 mW   2334 mW    399 mW      9 mW     11 mW      0 mW
  21:44:41  35926 mW   1853 mW      0 mW   1062 mW   1846 mW   1992 mW   2260 mW    294 mW      9 mW      9 mW      0 mW
  21:44:41  35815 mW   1792 mW      0 mW   1112 mW   1864 mW   2005 mW   2385 mW    376 mW     11 mW      9 mW      0 mW
  21:44:42  35084 mW   1774 mW      0 mW   1058 mW   1804 mW   1948 mW   2322 mW    360 mW      9 mW     11 mW      0 mW
  21:44:42  35970 mW   1802 mW      0 mW   1078 mW   1823 mW   1986 mW   2269 mW    301 mW      9 mW      9 mW      0 mW
  21:44:43  36148 mW   1887 mW      0 mW   1133 mW   1864 mW   2022 mW   2440 mW    411 mW     12 mW      9 mW      0 mW
  21:44:43  10538 mW   1559 mW      0 mW    572 mW   1131 mW    912 mW    789 mW    215 mW      8 mW      8 mW      0 mW
  21:44:44    481 mW   1682 mW      0 mW    676 mW   1270 mW    875 mW     44 mW    358 mW      9 mW     11 mW      0 mW
  21:44:44   7503 mW   1710 mW      0 mW    697 mW   1579 mW   1015 mW    596 mW    250 mW     11 mW      9 mW      0 mW
  21:44:45  24362 mW   1971 mW      0 mW   1092 mW   2064 mW   1897 mW   2365 mW    401 mW      9 mW      9 mW      0 mW
  21:44:45  29955 mW   2126 mW      0 mW   1027 mW   2096 mW   1917 mW   2851 mW    293 mW     12 mW      9 mW      0 mW
  21:44:45  26768 mW   2045 mW      0 mW   1028 mW   1980 mW   1782 mW   2427 mW    356 mW      9 mW      9 mW      0 mW
  21:44:46  26575 mW   2257 mW      0 mW   1102 mW   2097 mW   1969 mW   2663 mW    369 mW      9 mW     11 mW      0 mW
  21:44:46  30067 mW   2076 mW      0 mW   1066 mW   2054 mW   1932 mW   2851 mW    298 mW     11 mW      9 mW      0 mW
  21:44:47  28412 mW   2237 mW      0 mW   1094 mW   2113 mW   1897 mW   2651 mW    407 mW      9 mW     11 mW      0 mW
  21:44:47  17867 mW   1999 mW      0 mW    886 mW   1822 mW   1626 mW   2005 mW    254 mW      9 mW      9 mW      0 mW
  21:44:48    454 mW   1694 mW      0 mW    712 mW   1327 mW   1000 mW     46 mW    358 mW     11 mW      9 mW      0 mW
  21:44:48    353 mW   1552 mW      0 mW    517 mW   1001 mW    766 mW     19 mW    208 mW      8 mW      8 mW      0 mW
  21:44:49  48303 mW   2029 mW      0 mW   1213 mW   2228 mW   2219 mW   3911 mW    425 mW     12 mW      9 mW      0 mW
  21:44:49  39736 mW   2083 mW      0 mW   1085 mW   2045 mW   2176 mW   3875 mW    284 mW      9 mW      9 mW      0 mW
  21:44:49  36643 mW   2035 mW      0 mW   1163 mW   2065 mW   2165 mW   3699 mW    385 mW      9 mW     11 mW      0 mW
  21:44:50  36083 mW   1974 mW      0 mW   1084 mW   1999 mW   2122 mW   3669 mW    340 mW     11 mW      9 mW      0 mW
  21:44:50  37491 mW   1980 mW      0 mW   1172 mW   2174 mW   2284 mW   3893 mW    322 mW      9 mW      9 mW      0 mW
  21:44:51  31446 mW   2086 mW      0 mW   1118 mW   2022 mW   2106 mW   3477 mW    389 mW      9 mW      9 mW      0 mW
  21:44:51  32771 mW   1910 mW      0 mW   1087 mW   2059 mW   2148 mW   3641 mW    267 mW     11 mW     11 mW      0 mW
  21:44:52  32736 mW   2036 mW      0 mW   1180 mW   2098 mW   2192 mW   3592 mW    399 mW      9 mW      9 mW      0 mW
  21:44:52  32108 mW   1970 mW      0 mW   1062 mW   2021 mW   2103 mW   3626 mW    251 mW      9 mW      9 mW      0 mW
  21:44:53  34254 mW   2336 mW      0 mW   1246 mW   2197 mW   2292 mW   3740 mW    421 mW     12 mW     12 mW      0 mW
  21:44:53  31533 mW   3843 mW      0 mW   1347 mW   2169 mW   2184 mW   3505 mW    283 mW      9 mW      9 mW      0 mW
  21:44:53  11270 mW   1896 mW      0 mW    877 mW   1572 mW   1406 mW   1561 mW    355 mW      9 mW      9 mW      0 mW
  21:44:54    304 mW   1595 mW      0 mW    614 mW   1190 mW    802 mW     31 mW    316 mW     11 mW     11 mW      0 mW
  21:44:54  19369 mW   1756 mW      0 mW    854 mW   1478 mW   1393 mW   1441 mW    319 mW      9 mW      7 mW      0 mW
  21:44:55  40970 mW   2766 mW      0 mW   1380 mW   2246 mW   2330 mW   4418 mW    410 mW      9 mW     12 mW      0 mW
  21:44:55  34268 mW   1854 mW      0 mW   1032 mW   1907 mW   2029 mW   4054 mW    243 mW     11 mW      9 mW      0 mW
  21:44:56  36682 mW   2181 mW      0 mW   1254 mW   2197 mW   2319 mW   4364 mW    424 mW      9 mW      9 mW      0 mW
  21:44:56  34894 mW   2089 mW      0 mW   1062 mW   2003 mW   2042 mW   4184 mW    252 mW      9 mW      9 mW      0 mW
  21:44:57  34027 mW   1956 mW      0 mW   1182 mW   2069 mW   2132 mW   4134 mW    401 mW      9 mW     12 mW      0 mW
  21:44:57  31325 mW   1894 mW      0 mW   1064 mW   1968 mW   1851 mW   4048 mW    346 mW     11 mW      9 mW      0 mW
  21:44:57  31344 mW   1800 mW      0 mW   1107 mW   2035 mW   1862 mW   4079 mW    374 mW      9 mW      9 mW      0 mW
  21:44:58  34365 mW   1928 mW      0 mW   1171 mW   2105 mW   2144 mW   4225 mW    405 mW      9 mW     12 mW      0 mW
  21:44:58  30322 mW   1857 mW      0 mW   1020 mW   1913 mW   1775 mW   3948 mW    305 mW      9 mW      9 mW      0 mW
  21:44:59  32454 mW   2085 mW      0 mW   1171 mW   2133 mW   1930 mW   4195 mW    421 mW     12 mW      9 mW      0 mW
  21:44:59  29832 mW   1800 mW      0 mW    988 mW   1880 mW   1731 mW   3926 mW    273 mW      9 mW      9 mW      0 mW
  21:45:00   3175 mW   1783 mW      0 mW    890 mW   1539 mW   1422 mW    654 mW    380 mW     10 mW     10 mW      0 mW
  21:45:00   1027 mW   1933 mW      0 mW    639 mW   1239 mW    902 mW     77 mW    280 mW      9 mW      9 mW      0 mW
  21:45:01  35481 mW   1801 mW      0 mW   1084 mW   1891 mW   1894 mW   2998 mW    398 mW     11 mW      9 mW      0 mW
  21:45:01  37092 mW   2387 mW      0 mW   1132 mW   2030 mW   2153 mW   4361 mW    323 mW      9 mW     11 mW      0 mW
  21:45:01  36564 mW   1783 mW      0 mW   1151 mW   2027 mW   2139 mW   4134 mW    349 mW      9 mW      9 mW      0 mW
  21:45:02  35011 mW   1908 mW      0 mW   1153 mW   2053 mW   2092 mW   4092 mW    389 mW      9 mW      9 mW      0 mW
  21:45:02  31859 mW   1734 mW      0 mW   1037 mW   1951 mW   1808 mW   3994 mW    269 mW     11 mW      9 mW      0 mW
  21:45:03  34906 mW   2322 mW      0 mW   1242 mW   2155 mW   2120 mW   4138 mW    414 mW      9 mW     11 mW      0 mW
  21:45:03  32285 mW   2232 mW      0 mW   1053 mW   1951 mW   1860 mW   3994 mW    254 mW      9 mW      9 mW      0 mW
  21:45:04  35111 mW   1986 mW      0 mW   1173 mW   2072 mW   2060 mW   4076 mW    404 mW     11 mW      9 mW      0 mW
  21:45:04  32919 mW   1870 mW      0 mW   1030 mW   1971 mW   1814 mW   4110 mW    274 mW      9 mW     11 mW      0 mW
  21:45:05  34014 mW   1952 mW      0 mW   1175 mW   2055 mW   2055 mW   4025 mW    397 mW     11 mW      9 mW      0 mW
  21:45:05  31669 mW   1900 mW      0 mW   1050 mW   1980 mW   1796 mW   4014 mW    322 mW      9 mW      9 mW      0 mW
  21:45:05  17253 mW   1686 mW      0 mW    931 mW   1706 mW   1504 mW   2402 mW    320 mW      9 mW     11 mW      0 mW
  21:45:06    463 mW   1687 mW      0 mW    666 mW   1237 mW    898 mW     66 mW    337 mW     11 mW      9 mW      0 mW
  21:45:06  11964 mW   1676 mW      0 mW    712 mW   1240 mW   1119 mW    659 mW    247 mW      9 mW      9 mW      0 mW
  21:45:07  43283 mW   1822 mW      0 mW   1265 mW   2165 mW   2318 mW   4135 mW    422 mW     12 mW      9 mW      0 mW
  21:45:07  35991 mW   1703 mW      0 mW   1081 mW   1933 mW   2076 mW   3854 mW    255 mW      9 mW     11 mW      0 mW
  21:45:08  37469 mW   1911 mW      0 mW   1222 mW   2120 mW   2212 mW   3916 mW    419 mW      9 mW      9 mW      0 mW
  21:45:08  34227 mW   1830 mW      0 mW   1039 mW   1872 mW   1923 mW   3760 mW    247 mW     11 mW      9 mW      0 mW
  21:45:09  35379 mW   1987 mW      0 mW   1202 mW   2007 mW   2100 mW   3690 mW    401 mW      9 mW     11 mW      0 mW
  21:45:09  34335 mW   1893 mW      0 mW   1080 mW   1899 mW   1942 mW   3848 mW    317 mW      9 mW      9 mW      0 mW
  21:45:09  33661 mW   1889 mW      0 mW   1150 mW   1926 mW   1889 mW   3749 mW    358 mW     11 mW      9 mW      0 mW
  21:45:10  33133 mW   1803 mW      0 mW   1112 mW   1885 mW   1910 mW   3679 mW    371 mW      9 mW     11 mW      0 mW
  21:45:10  33710 mW   1680 mW      0 mW   1083 mW   1901 mW   1980 mW   3737 mW    315 mW      9 mW      9 mW      0 mW
  21:45:11  34136 mW   1951 mW      0 mW   1176 mW   1985 mW   1967 mW   3801 mW    423 mW     11 mW     11 mW      0 mW
  21:45:11  31308 mW   1688 mW      0 mW    988 mW   1708 mW   1718 mW   3614 mW    301 mW      9 mW      9 mW      0 mW
  21:45:12    882 mW   1696 mW      0 mW    776 mW   1416 mW   1191 mW    334 mW    383 mW     11 mW      8 mW      0 mW
  21:45:12    285 mW   1546 mW      0 mW    588 mW   1158 mW    826 mW     29 mW    296 mW      8 mW      8 mW      0 mW
  21:45:13  41881 mW   1781 mW      0 mW   1085 mW   1943 mW   1925 mW   3409 mW    401 mW     11 mW     11 mW      0 mW
  21:45:13  38118 mW   1777 mW      0 mW   1047 mW   1948 mW   2046 mW   3781 mW    262 mW      9 mW      9 mW      0 mW
  21:45:13  39445 mW   1938 mW      0 mW   1211 mW   2137 mW   2260 mW   4115 mW    408 mW     12 mW      9 mW      0 mW
  21:45:14  35397 mW   1862 mW      0 mW   1061 mW   1856 mW   1976 mW   3767 mW    332 mW      9 mW     11 mW      0 mW
  21:45:14  37640 mW   1826 mW      0 mW   1148 mW   1961 mW   2107 mW   3969 mW    351 mW      9 mW      9 mW      0 mW
  21:45:15  36573 mW   1864 mW      0 mW   1132 mW   1889 mW   2029 mW   3978 mW    400 mW     11 mW      9 mW      0 mW
  21:45:15  34708 mW   1795 mW      0 mW   1045 mW   1671 mW   1839 mW   3820 mW    269 mW      9 mW     11 mW      0 mW
  21:45:16  37124 mW   1895 mW      0 mW   1141 mW   1922 mW   2058 mW   3997 mW    403 mW      9 mW      9 mW      0 mW
  21:45:16  34083 mW   1996 mW      0 mW   1044 mW   1772 mW   1921 mW   3629 mW    262 mW     11 mW      9 mW      0 mW
  21:45:17  36228 mW   1928 mW      0 mW   1183 mW   1908 mW   2046 mW   4133 mW    416 mW      9 mW     12 mW      0 mW
  21:45:17  34350 mW   1740 mW      0 mW   1024 mW   1677 mW   1834 mW   3705 mW    287 mW      9 mW      9 mW      0 mW
  21:45:17  14295 mW   1657 mW      0 mW    871 mW   1448 mW   1359 mW   1975 mW    357 mW     11 mW      9 mW      0 mW
  21:45:18    534 mW   1666 mW      0 mW    694 mW   1301 mW    979 mW     67 mW    345 mW      9 mW      9 mW      0 mW
