condition,sweep_idx,trial_idx_within_combo,wall_clock_ns,ref_t_start_raw,ref_t_end_raw,ref_delta_raw,trial_t_start_raw,trial_t_end_raw,trial_delta_raw,gap_ns,ratio,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
T1_paired,0,27,6196555462791,6196555539625,6196555606625,67000,6196555607416,6196555644250,36834,791,0.5497611940298508,15666,3125,218042,236833
T1_paired,0,28,6196555916791,6196556010041,6196556076875,66834,6196556077875,6196556115208,37333,1000,0.5585929317413293,16500,3125,267959,287584
T1_paired,0,29,6196556398875,6196556479166,6196556546000,66834,6196556546791,6196556583208,36417,791,0.5448873327946854,17250,3000,220667,240917
T1_paired,0,30,6196556821750,6196556898458,6196556965541,67083,6196556966333,6196557005375,39042,792,0.5819954384866509,15667,2833,225625,244125
T1_paired,0,31,6196557246958,6196557325708,6196557392958,67250,6196557393875,6196557432333,38458,917,0.5718661710037175,15584,2958,250958,269500
T1_paired,0,32,6196557732125,6196557810916,6196557877583,66667,6196557878375,6196557915250,36875,792,0.553122234388828,17042,2958,227333,247333
T1_paired,0,33,6196558185125,6196558261041,6196558327750,66709,6196558328541,6196558365291,36750,791,0.5509001783867244,16000,2875,221042,239917
T1_paired,0,34,6196558607583,6196558685291,6196558752166,66875,6196558753166,6196558790083,36917,1000,0.5520299065420561,15709,3041,256667,275417
T1_paired,0,35,6196559090583,6196559167833,6196559234833,67000,6196559235625,6196559272416,36791,792,0.5491194029850747,15458,3042,223833,242333
T1_paired,0,36,6196559516041,6196559597666,6196559664791,67125,6196559665791,6196559703291,37500,1000,0.5586592178770949,15500,3083,262250,280833
T1_paired,0,37,6196560002250,6196560079041,6196560145958,66917,6196560146791,6196560185500,38709,833,0.5784628719159556,15458,2834,224708,243000
T1_paired,0,38,6196560427333,6196560504250,6196560571333,67083,6196560572333,6196560609291,36958,1000,0.5509294456121521,15500,2917,252208,270625
T1_paired,0,39,6196560915083,6196560994916,6196561061750,66834,6196561062583,6196561100500,37917,833,0.567330999192028,18584,3083,220583,242250
T1_paired,0,40,6196561339916,6196561416416,6196561483125,66709,6196561484166,6196561521666,37500,1041,0.562143039170127,15750,2958,256125,274833
T1_paired,0,41,6196561822500,6196561899166,6196561966000,66834,6196561966791,6196562003083,36292,791,0.5430170272615734,15625,2875,223417,241917
T1_paired,0,42,6196562247083,6196562325125,6196562392458,67333,6196562393458,6196562433000,39542,1000,0.5872603329719454,15167,2792,268375,286334
T1_paired,0,43,6196562738125,6196562814000,6196562881041,67041,6196562881750,6196562918500,36750,709,0.5481720141406006,15500,2833,217959,236292
T1_paired,0,44,6196563158083,6196563235916,6196563302958,67042,6196563303958,6196563341416,37458,1000,0.5587243817308553,15209,2791,252542,270542
T1_paired,0,45,6196563632666,6196563709041,6196563775750,66709,6196563776541,6196563813166,36625,791,0.5490263682561574,15708,2833,223834,242375
T1_paired,0,46,6196564058208,6196564133500,6196564200625,67125,6196564201625,6196564239000,37375,1000,0.5567970204841713,15416,2834,252750,271000
T1_paired,0,47,6196564543875,6196564619916,6196564686875,66959,6196564687708,6196564724458,36750,833,0.5488433220328858,15833,3042,223125,242000
T1_paired,0,48,6196564966500,6196565042500,6196565109166,66666,6196565110166,6196565149625,39459,1000,0.5918909189091891,15208,2959,257458,275625
T1_paired,0,49,6196565455125,6196565531166,6196565597833,66667,6196565598666,6196565636500,37834,833,0.5675071624641876,15333,2917,224750,243000
T1_paired,0,50,6196565887291,6196565962750,6196566029708,66958,6196566030708,6196566068000,37292,1000,0.556946145344843,15333,2875,262792,281000
T1_paired,0,51,6196566476083,6196566552875,6196566619875,67000,6196566620666,6196566661250,40584,791,0.6057313432835821,15459,3291,222959,241709
T1_paired,0,52,6196566910750,6196567019541,6196567086416,66875,6196567087166,6196567124000,36834,750,0.550788785046729,16042,3041,266417,285500
T1_paired,0,53,6196567409000,6196567519166,6196567586291,67125,6196567587291,6196567624125,36834,1000,0.5487374301675978,15625,3375,290875,309875
T1_paired,0,54,6196567976458,6196568085750,6196568153041,67291,6196568153875,6196568190625,36750,834,0.5461354415895142,15500,2959,258125,276584
T1_paired,0,55,6196568437833,6196568514666,6196568581625,66959,6196568582416,6196568619125,36709,791,0.5482310070341553,15625,3042,222792,241459
T1_paired,0,56,6196568860625,6196568936333,6196569003000,66667,6196569003750,6196569040375,36625,750,0.5493722531387343,15292,2791,226459,244542
T1_paired,0,57,6196569300250,6196569376083,6196569442916,66833,6196569443916,6196569482083,38167,1000,0.5710801550132419,15833,2917,264333,283083
T1_paired,0,58,6196569794875,6196569873250,6196569940250,67000,6196569941041,6196569977791,36750,791,0.5485074626865671,15500,3000,224292,242792
T1_paired,0,59,6196570224875,6196570305666,6196570373000,67334,6196570374041,6196570410875,36834,1041,0.547034187780319,15167,3041,257125,275333
T1_paired,0,60,6196570704458,6196570780791,6196570847583,66792,6196570848375,6196570885166,36791,792,0.550829440651575,15125,3042,220167,238334
T1_paired,0,61,6196571127416,6196571202625,6196571269541,66916,6196571270541,6196571307375,36834,1000,0.550451312092773,15333,2750,255958,274041
T1_paired,0,62,6196571612291,6196571688666,6196571755791,67125,6196571756625,6196571793208,36583,834,0.5449981378026071,15333,2708,221375,239416
T1_paired,0,63,6196572045875,6196572112875,6196572211833,98958,6196572212500,6196572258458,45958,667,0.4644192485701005,15542,2875,254000,272417
T1_paired,0,64,6196572490041,6196572575541,6196572642583,67042,6196572643291,6196572684083,40792,708,0.6084544017183259,15333,3000,278958,297291
T1_paired,0,65,6196572989750,6196573066291,6196573133125,66834,6196573133916,6196573171625,37709,791,0.5642188107849299,15292,3041,224667,243000
T1_paired,0,66,6196573428666,6196573503583,6196573570666,67083,6196573571500,6196573608541,37041,834,0.552166718840839,14958,2750,222167,239875
T1_paired,0,67,6196573850708,6196573926791,6196573993791,67000,6196573994791,6196574031625,36834,1000,0.5497611940298508,15125,2792,246625,264542
T1_paired,0,68,6196574334041,6196574409625,6196574476333,66708,6196574477125,6196574514041,36916,792,0.5533968939257661,15375,3125,223458,241958
T1_paired,0,69,6196574885083,6196574995291,6196575062375,67084,6196575063291,6196575101500,38209,916,0.5695694949615407,15875,3500,268417,287792
T1_paired,0,70,6196575388458,6196575498208,6196575565750,67542,6196575566750,6196575609291,42541,1000,0.629845133398478,15334,3250,289083,307667
T1_paired,0,71,6196575906541,6196575984875,6196576052208,67333,6196576053208,6196576090083,36875,1000,0.5476512259961683,15166,2875,253042,271083
T1_paired,0,72,6196576396458,6196576471625,6196576538291,66666,6196576539083,6196576576125,37042,792,0.5556355563555636,15250,2792,219250,237292
T1_paired,0,73,6196576820625,6196576903291,6196576970500,67209,6196576971500,6196577008375,36875,1000,0.5486616375783006,17792,2833,253375,274000
T1_paired,0,74,6196577302833,6196577379125,6196577446041,66916,6196577446833,6196577486125,39292,792,0.5871839320939686,14959,2916,223042,240917
T1_paired,0,75,6196577740083,6196577815791,6196577882666,66875,6196577883458,6196577921583,38125,792,0.5700934579439252,15000,2959,225416,243375
T1_paired,0,76,6196578165416,6196578240000,6196578306833,66833,6196578307833,6196578345000,37167,1000,0.5561174868702587,15125,2875,255333,273333
T1_paired,0,77,6196578661458,6196578737500,6196578804166,66666,6196578805000,6196578841291,36291,834,0.544370443704437,14917,2833,220834,238584
T1_paired,0,78,6196579087166,6196579164916,6196579231791,66875,6196579232583,6196579269875,37292,792,0.5576373831775701,15041,2917,257083,275041
T1_paired,0,79,6196579568333,6196579644791,6196579711666,66875,6196579712500,6196579749291,36791,834,0.5501457943925233,15291,3084,223500,241875
T1_paired,0,80,6196579995083,6196580071083,6196580137916,66833,6196580138958,6196580176125,37167,1042,0.5561174868702587,15500,2917,260542,278959
T1_paired,0,81,6196580477041,6196580552083,6196580618750,66667,6196580619583,6196580656083,36500,833,0.5474972625136875,15083,2625,221292,239000
T1_paired,0,82,6196580899791,6196580976875,6196581043833,66958,6196581044583,6196581081916,37333,750,0.557558469488336,15000,2875,254583,272458
T1_paired,0,83,6196581385000,6196581460666,6196581527500,66834,6196581528333,6196581566458,38125,833,0.5704431875991262,15125,2792,220208,238125
T1_paired,0,84,6196581802833,6196581879625,6196581946166,66541,6196581947166,6196581984333,37167,1000,0.5585578816068288,15417,2958,251959,270334
T1_paired,0,85,6196582283916,6196582370541,6196582437583,67042,6196582438625,6196582475416,36791,1042,0.5487753945288029,14916,2959,263500,281375
T1_paired,0,86,6196582763500,6196582839958,6196582907000,67042,6196582907958,6196582947166,39208,958,0.5848274216163002,15292,2791,348334,366417
T1_paired,0,87,6196583334541,6196583443916,6196583511208,67292,6196583512208,6196583551750,39542,1000,0.587618141829638,15500,2916,291834,310250
T1_paired,0,88,6196583890875,6196584000541,6196584067583,67042,6196584068625,6196584105666,37041,1042,0.5525044002267235,15458,3125,285042,303625
T1_paired,0,89,6196584400041,6196584475708,6196584542500,66792,6196584543333,6196584581208,37875,833,0.5670589292130794,15333,2917,226875,245125
T1_paired,0,90,6196584826208,6196584902208,6196584969291,67083,6196584970125,6196585006916,36791,834,0.5484399922484087,14917,2708,222917,240542
T1_paired,0,91,6196585254666,6196585330791,6196585397666,66875,6196585398500,6196585436458,37958,834,0.567596261682243,15333,2917,223291,241541
T1_paired,0,92,6196585686375,6196585761416,6196585827958,66542,6196585829000,6196585866458,37458,1042,0.5629226653842686,14958,2667,254375,272000
T1_paired,0,93,6196586166083,6196586241791,6196586308666,66875,6196586309500,6196586349208,39708,834,0.5937644859813084,15000,2875,226417,244292
T1_paired,0,94,6196586591875,6196586667791,6196586734750,66959,6196586735708,6196586772583,36875,958,0.5507101360534058,15000,2875,264167,282042
T1_paired,0,95,6196587083541,6196587161500,6196587228458,66958,6196587229125,6196587265875,36750,667,0.5488515188625706,16166,2875,223917,242958
T1_paired,0,96,6196587511458,6196587587750,6196587654583,66833,6196587655625,6196587695666,40041,1042,0.5991201951131926,15459,2708,268375,286542
T1_paired,0,97,6196588003916,6196588080125,6196588146958,66833,6196588147833,6196588185666,37833,875,0.5660826238534855,15833,2833,225125,243791
T1_paired,0,98,6196588435125,6196588510958,6196588578083,67125,6196588578916,6196588615541,36625,833,0.5456238361266295,15417,2791,226209,244417
T1_paired,0,99,6196588867958,6196588948791,6196589016125,67334,6196589017166,6196589054208,37042,1041,0.5501232661062762,15208,2792,260417,278417
T1_paired,0,100,6196589357791,6196589434250,6196589500958,66708,6196589501791,6196589542375,40584,833,0.6083828026623493,15041,2709,225333,243083
T1_paired,0,101,6196589779416,6196589856958,6196589924041,67083,6196589925083,6196589961916,36833,1042,0.549066082315937,15500,2958,251292,269750
T1_paired,0,102,6196590258208,6196590334541,6196590401458,66917,6196590402291,6196590439000,36709,833,0.5485751004976314,15000,2917,221417,239334
T1_paired,0,103,6196590683958,6196590758958,6196590825916,66958,6196590826958,6196590865375,38417,1042,0.5737477224528809,15208,2708,255459,273375
T1_paired,0,104,6196591174916,6196591250500,6196591317291,66791,6196591318125,6196591354916,36791,834,0.5508376877124164,15125,2791,275500,293416
T1_paired,0,105,6196591662583,6196591738958,6196591805750,66792,6196591806583,6196591844458,37875,833,0.5670589292130794,15542,2917,221458,239917
T1_paired,0,106,6196592089791,6196592166208,6196592233250,67042,6196592234000,6196592270625,36625,750,0.5462993347453835,15291,2834,223833,241958
T1_paired,0,107,6196592518250,6196592608208,6196592675333,67125,6196592676083,6196592713083,37000,750,0.5512104283054003,18292,2958,263333,284583
T1_paired,0,108,6196593001125,6196593078333,6196593144958,66625,6196593145833,6196593182833,37000,875,0.5553470919324578,15875,2792,220625,239292
T1_paired,0,109,6196593427875,6196593514375,6196593581625,67250,6196593582666,6196593620833,38167,1041,0.5675390334572491,15667,2791,263167,281625
T1_paired,0,110,6196593913458,6196593989333,6196594056416,67083,6196594057250,6196594097958,40708,834,0.6068303444986062,15459,2791,226750,245000
T1_paired,0,111,6196594340916,6196594428625,6196594496000,67375,6196594497000,6196594534250,37250,1000,0.5528756957328386,15500,2666,266459,284625
T1_paired,0,112,6196594829125,6196594905250,6196594971916,66666,6196594972791,6196595009416,36625,875,0.549380493804938,15917,2750,219250,237917
T1_paired,0,113,6196595257083,6196595349916,6196595417000,67084,6196595418041,6196595456166,38125,1041,0.5683173334923379,15292,2792,271375,289459
T1_paired,0,114,6196595747625,6196595823958,6196595890958,67000,6196595891791,6196595928375,36584,833,0.5460298507462686,15334,3000,225666,244000
T1_paired,0,115,6196596173416,6196596247041,6196596314083,67042,6196596314916,6196596351625,36709,833,0.5475522806598848,14083,2709,215833,232625
T1_paired,0,116,6196596585916,6196596659375,6196596725916,66541,6196596726958,6196596766500,39542,1042,0.5942501615545303,14250,2708,244667,261625
T1_paired,0,117,6196597078000,6196597177541,6196597244791,67250,6196597245833,6196597282708,36875,1042,0.5483271375464684,14208,3125,277125,294458
T1_paired,0,118,6196597573625,6196597644458,6196597711583,67125,6196597712416,6196597749000,36584,833,0.5450130353817505,14125,2709,223916,240750
T1_paired,0,119,6196597995333,6196598069291,6196598136166,66875,6196598136916,6196598173708,36792,750,0.5501607476635514,13709,2541,216667,232917
T1_paired,0,120,6196598405791,6196598479791,6196598546416,66625,6196598547166,6196598584291,37125,750,0.5572232645403377,14333,2458,248792,265583
T1_paired,0,121,6196598910125,6196599013333,6196599080041,66708,6196599080875,6196599117291,36416,834,0.5459015410445524,14292,2958,248625,265875
T1_paired,0,122,6196599352291,6196599426041,6196599493375,67334,6196599494416,6196599531416,37000,1041,0.5494995099058425,14125,2625,246166,262916
T1_paired,0,123,6196599884541,6196599956708,6196600023875,67167,6196600024708,6196600061750,37042,833,0.5514910595977192,14041,2625,216334,233000
T1_paired,0,124,6196600301041,6196600374625,6196600441291,66666,6196600441958,6196600478583,36625,667,0.549380493804938,14625,2708,214917,232250
T1_paired,0,125,6196600710583,6196600785500,6196600852541,67041,6196600853583,6196600890291,36708,1042,0.5475455318387256,13792,2791,244917,261500
T1_paired,0,126,6196601181166,6196601255083,6196601321916,66833,6196601322750,6196601359416,36666,834,0.548621190130624,14291,2625,216209,233125
T1_paired,0,127,6196601591208,6196601664625,6196601731708,67083,6196601732750,6196601773000,40250,1042,0.600002981381274,13875,2834,243541,260250
T1_paired,0,128,6196602090916,6196602192208,6196602259166,66958,6196602260208,6196602297458,37250,1042,0.5563188864661429,14583,2958,276750,294291
T1_paired,0,129,6196602587750,6196602660041,6196602726750,66709,6196602727666,6196602764125,36459,916,0.5465379484027643,14083,2584,213875,230542
T1_paired,0,130,6196602996916,6196603070041,6196603137041,67000,6196603137875,6196603174500,36625,834,0.5466417910447762,14166,2625,215334,232125
T1_paired,0,131,6196603415083,6196603488166,6196603555041,66875,6196603556083,6196603594500,38417,1042,0.5744598130841122,13834,2500,259041,275375
T1_paired,0,132,6196603936208,6196604038541,6196604105083,66542,6196604105916,6196604145083,39167,833,0.5886056926452466,14542,2750,250625,267917
T1_paired,0,133,6196604383541,6196604456375,6196604523083,66708,6196604523833,6196604562041,38208,750,0.5727648857708221,13833,2583,222959,239375
T1_paired,0,134,6196604803208,6196604876666,6196604943625,66959,6196604944375,6196604981500,37125,750,0.5544437640944458,14000,2459,245916,262375
T1_paired,0,135,6196605274750,6196605346750,6196605413625,66875,6196605414458,6196605451125,36667,833,0.5482915887850467,14042,2541,221167,237750
T1_paired,0,136,6196605690208,6196605765291,6196605831958,66667,6196605832916,6196605870416,37500,958,0.5624971875140624,14209,2541,251042,267792
T1_paired,0,137,6196606166333,6196606238250,6196606305208,66958,6196606305958,6196606342750,36792,750,0.5494787777412706,13916,2625,236625,253166
T1_paired,0,138,6196606643791,6196606720125,6196606787208,67083,6196606788083,6196606824875,36792,875,0.5484548991547784,17166,2834,215750,235750
T1_paired,0,139,6196607060333,6196607133333,6196607200208,66875,6196607201250,6196607239666,38416,1042,0.5744448598130841,14167,2417,257916,274500
T1_paired,0,140,6196607547250,6196607630208,6196607697291,67083,6196607698333,6196607735541,37208,1042,0.5546561722045824,14208,2625,256834,273667
T1_paired,0,141,6196608128500,6196608206583,6196608273458,66875,6196608274291,6196608310708,36417,833,0.5445532710280374,16708,2792,221958,241458
T1_paired,0,142,6196608565833,6196608674000,6196608741500,67500,6196608742541,6196608779291,36750,1041,0.5444444444444444,14292,2750,267208,284250
T1_paired,0,143,6196609062083,6196609170583,6196609237916,67333,6196609238958,6196609277375,38417,1042,0.5705523294669775,14334,2791,284167,301292
T1_paired,0,144,6196609607000,6196609717083,6196609784250,67167,6196609785083,6196609822000,36917,833,0.5496300266499918,14167,2875,256875,273917
T1_paired,0,145,6196610062250,6196610137166,6196610203875,66709,6196610204708,6196610241166,36458,833,0.5465229579217197,13959,2541,219542,236042
T1_paired,0,146,6196610482916,6196610558333,6196610625333,67000,6196610626375,6196610663666,37291,1042,0.5565820895522388,13875,2541,256542,272958
T1_paired,0,147,6196610966791,6196611039875,6196611106750,66875,6196611107583,6196611144541,36958,833,0.5526429906542056,13916,2584,217750,234250
T1_paired,0,148,6196611379208,6196611453666,6196611520500,66834,6196611521458,6196611560083,38625,958,0.5779244097315738,14167,2625,251083,267875
T1_paired,0,149,6196611891166,6196611988000,6196612054708,66708,6196612055375,6196612092875,37500,667,0.5621514660910235,14083,3042,243958,261083
T1_paired,0,150,6196612330666,6196612403708,6196612470708,67000,6196612471541,6196612508333,36792,833,0.549134328358209,14000,2667,226333,243000
T1_paired,0,151,6196612753791,6196612827875,6196612894958,67083,6196612895958,6196612934375,38417,1000,0.5726786220055752,13958,2500,249584,266042
T1_paired,0,152,6196613231666,6196613314291,6196613381416,67125,6196613382458,6196613419500,37042,1042,0.5518361266294227,13833,2583,265167,281583
T1_paired,0,153,6196613707250,6196613779666,6196613846250,66584,6196613847083,6196613883416,36333,833,0.5456716328247027,14042,2625,217791,234458
T1_paired,0,154,6196614125666,6196614202500,6196614269333,66833,6196614270083,6196614306875,36792,750,0.55050648631664,15583,2708,243334,261625
T1_paired,0,155,6196614597666,6196614674125,6196614741083,66958,6196614741916,6196614778666,36750,833,0.5488515188625706,15333,2458,216375,234166
T1_paired,0,156,6196615014250,6196615092625,6196615159291,66666,6196615160333,6196615197583,37250,1042,0.5587555875558755,15250,2666,250042,267958
T1_paired,0,157,6196615537250,6196615633583,6196615700291,66708,6196615701125,6196615737708,36583,834,0.5484049889068777,14375,3417,242041,259833
T1_paired,0,158,6196615982416,6196616055708,6196616122750,67042,6196616123625,6196616160250,36625,875,0.5462993347453835,14083,2833,216000,232916
T1_paired,0,159,6196616523791,6196616599166,6196616666041,66875,6196616666875,6196616703583,36708,834,0.5489046728971962,14375,2875,223291,240541
T1_paired,0,160,6196616944500,6196617019041,6196617085875,66834,6196617086708,6196617123458,36750,833,0.5498698267348954,14083,2500,221750,238333
T1_paired,0,161,6196617368791,6196617444916,6196617511583,66667,6196617512416,6196617548958,36542,833,0.5481272593637032,15250,2916,220750,238916
T1_paired,0,162,6196617790833,6196617866958,6196617934000,67042,6196617934750,6196617971291,36541,750,0.5450463888308821,14167,2708,227417,244292
T1_paired,0,163,6196618217333,6196618290250,6196618357125,66875,6196618357875,6196618394791,36916,750,0.552014953271028,14042,2792,250541,267375
T1_paired,0,164,6196618696583,6196618770666,6196618837333,66667,6196618838208,6196618877041,38833,875,0.5824920875395623,14250,2500,221834,238584
T1_paired,0,165,6196619117041,6196619190958,6196619257583,66625,6196619258625,6196619297666,39041,1042,0.5859812382739212,13958,2583,253292,269833
T1_paired,0,166,6196619598583,6196619676958,6196619744250,67292,6196619745625,6196619782791,37166,1375,0.552309338405754,13792,2500,256583,272875
T1_paired,0,167,6196620075791,6196620149875,6196620216833,66958,6196620217500,6196620254166,36666,667,0.5475970011051704,14625,2750,217250,234625
T1_paired,0,168,6196620489291,6196620563791,6196620630416,66625,6196620631750,6196620671833,40083,1334,0.6016210131332083,14416,2542,253750,270708
T1_paired,0,169,6196620973750,6196621047666,6196621114583,66917,6196621115416,6196621153875,38459,833,0.574726900488665,13792,2833,222917,239542
T1_paired,0,170,6196621391333,6196621464708,6196621531750,67042,6196621532791,6196621571166,38375,1041,0.5724023746308284,13625,2584,255750,271959
T1_paired,0,171,6196621906750,6196622013958,6196622080916,66958,6196622081791,6196622118750,36959,875,0.5519728785208639,15417,2916,249125,267458
T1_paired,0,172,6196622355541,6196622429250,6196622495791,66541,6196622496666,6196622533541,36875,875,0.5541696097143115,14208,2500,220250,236958
T1_paired,0,173,6196622773875,6196622848458,6196622915333,66875,6196622916333,6196622954541,38208,1000,0.5713345794392524,14750,2500,259542,276792
T1_paired,0,174,6196623261958,6196623336666,6196623403541,66875,6196623404375,6196623443708,39333,834,0.5881570093457944,14084,2625,224083,240792
T1_paired,0,175,6196623692333,6196623769625,6196623836875,67250,6196623837916,6196623876333,38417,1041,0.5712565055762082,16959,2666,254750,274375
T1_paired,0,176,6196624173375,6196624248541,6196624315291,66750,6196624316291,6196624355458,39167,1000,0.5867715355805243,14834,2666,222292,239792
T1_paired,0,177,6196624601083,6196624803833,6196624870958,67125,6196624872333,6196624909458,37125,1375,0.553072625698324,13792,2500,353750,370042
T1_paired,0,178,6196625174541,6196625249375,6196625316333,66958,6196625317416,6196625354500,37084,1083,0.5538397204217569,14458,2584,247791,264833
T1_paired,0,179,6196625643875,6196625717583,6196625784958,67375,6196625786000,6196625822833,36833,1042,0.5466864564007421,14083,2709,257333,274125
T1_paired,0,180,6196626112250,6196626197625,6196626264666,67041,6196626265708,6196626302958,37250,1042,0.5556301367819693,14750,2667,267208,284625
T1_paired,0,181,6196626583958,6196626675625,6196626742666,67041,6196626744041,6196626782166,38125,1375,0.5686818514043644,14209,2583,271917,288709
T1_paired,0,182,6196627116875,6196627225083,6196627292333,67250,6196627293375,6196627333041,39666,1042,0.5898289962825278,15292,3042,291083,309417
T1_paired,0,183,6196627633458,6196627706833,6196627773791,66958,6196627774625,6196627812750,38125,834,0.5693867797723946,14375,2542,224583,241500
T1_paired,0,184,6196628059291,6196628134666,6196628201500,66834,6196628202333,6196628238916,36583,833,0.547371098542658,15083,2500,221959,239542
T1_paired,0,185,6196628482166,6196628558916,6196628625583,66667,6196628626416,6196628662875,36459,833,0.546882265588672,14625,2791,219917,237333
T1_paired,0,186,6196628906958,6196628981083,6196629048083,67000,6196629049125,6196629086416,37291,1042,0.5565820895522388,14875,2625,255667,273167
T1_paired,0,187,6196629396875,6196629473458,6196629540458,67000,6196629541625,6196629578666,37041,1167,0.5528507462686567,14208,2792,226208,243208
T1_paired,0,188,6196629820000,6196629895083,6196629961666,66583,6196629962625,6196629999833,37208,959,0.5588213207575508,14292,2541,254834,271667
T1_paired,0,189,6196630297791,6196630372625,6196630439708,67083,6196630441041,6196630477916,36875,1333,0.5496921723834652,14208,2542,250625,267375
T1_paired,0,190,6196630774458,6196630849541,6196630916625,67084,6196630917458,6196630954083,36625,833,0.5459573072565739,15500,2583,215292,233375
T1_paired,0,191,6196631183375,6196631260416,6196631327375,66959,6196631328416,6196631365625,37209,1041,0.5556982631162353,15417,2625,250125,268167
T1_paired,0,192,6196631662333,6196631748916,6196631816083,67167,6196631817166,6196631854291,37125,1083,0.5527267854750101,15416,2709,263875,282000
T1_paired,0,193,6196632136041,6196632210458,6196632277250,66792,6196632278000,6196632315000,37000,750,0.5539585579111271,15083,2542,218250,235875
T1_paired,0,194,6196632553416,6196632627500,6196632694500,67000,6196632695541,6196632732791,37250,1041,0.5559701492537313,15208,2500,253875,271583
T1_paired,0,195,6196633138583,6196633213583,6196633280458,66875,6196633281291,6196633319416,38125,833,0.5700934579439252,14250,2667,224208,241125
T1_paired,0,196,6196633558958,6196633633458,6196633700000,66542,6196633701000,6196633737625,36625,1000,0.5504042559586426,14917,2542,219458,236917
T1_paired,0,197,6196633984208,6196634059041,6196634125833,66792,6196634126708,6196634163125,36417,875,0.5452299676607977,14459,2666,220834,237959
