condition,sweep_idx,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
ref_alone,0,0,6192276543708,6192276735958,6192276803166,67208,59500,14750,292917,367167
ref_alone,0,1,6192277397375,6192277526166,6192277593791,67625,21833,6625,271750,300208
ref_alone,0,2,6192277996583,6192278093333,6192278160250,66917,24375,8584,229333,262292
ref_alone,0,3,6192278570791,6192278671875,6192278739208,67333,13459,5166,216875,235500
ref_alone,0,4,6192279085000,6192279180000,6192279247000,67000,17083,6208,201542,224833
ref_alone,0,5,6192279562166,6192279645416,6192279712541,67125,11917,4667,202458,219042
ref_alone,0,6,6192280041291,6192280155750,6192280222875,67125,11500,4584,264708,280792
ref_alone,0,7,6192280626625,6192280734083,6192280801333,67250,13000,4583,217917,235500
ref_alone,0,8,6192281102875,6192281182166,6192281248833,66667,11084,4208,194167,209459
ref_alone,0,9,6192281600083,6192281678708,6192281745791,67083,11291,3875,191125,206291
ref_alone,0,10,6192282048833,6192282126458,6192282193125,66667,10833,3917,191167,205917
ref_alone,0,11,6192282499791,6192282579208,6192282646250,67042,11750,3916,197334,213000
ref_alone,0,12,6192282950625,6192283150125,6192283217416,67291,11208,3875,353333,368416
ref_alone,0,13,6192283623333,6192283713041,6192283780250,67209,11667,4125,200375,216167
ref_alone,0,14,6192284098166,6192284176875,6192284243541,66666,14333,3750,206042,224125
ref_alone,0,15,6192284642458,6192284774791,6192284842375,67584,17000,7417,270958,295375
ref_alone,0,16,6192285187666,6192285264500,6192285331208,66708,11667,4250,192791,208708
ref_alone,0,17,6192285623333,6192285733708,6192285800625,66917,10834,4250,235458,250542
ref_alone,0,18,6192286144250,6192286241416,6192286308250,66834,12709,4916,211917,229542
ref_alone,0,19,6192286606750,6192286685375,6192286752583,67208,11333,3833,196667,211833
ref_alone,0,20,6192287057416,6192287135541,6192287202208,66667,10791,3834,189583,204208
ref_alone,0,21,6192287492791,6192287570666,6192287637666,67000,11000,3584,193000,207584
ref_alone,0,22,6192287939833,6192288017375,6192288084291,66916,10833,3709,191166,205708
ref_alone,0,23,6192288373125,6192288451125,6192288518291,67166,11083,3667,195125,209875
ref_alone,0,24,6192288817541,6192288896208,6192288963000,66792,11417,3750,200208,215375
ref_alone,0,25,6192289264958,6192289342000,6192289409166,67166,10917,3583,192542,207042
ref_alone,0,26,6192289707250,6192289785583,6192289852375,66792,11083,3750,195375,210208
ref_alone,0,27,6192290142500,6192290217125,6192290284333,67208,10916,3084,192875,206875
ref_alone,0,28,6192290610500,6192290719458,6192290786916,67458,9917,3416,254292,267625
ref_alone,0,29,6192291127708,6192291202708,6192291269958,67250,10125,3333,190417,203875
ref_alone,0,30,6192291629208,6192291703208,6192291770083,66875,9708,3084,191083,203875
ref_alone,0,31,6192292060083,6192292139583,6192292206750,67167,10541,3167,195500,209208
ref_alone,0,32,6192292501166,6192292575708,6192292642500,66792,10458,3083,188625,202166
ref_alone,0,33,6192292932416,6192293006833,6192293073916,67083,10750,3125,193875,207750
ref_alone,0,34,6192293372958,6192293451000,6192293517833,66833,12459,3291,191125,206875
ref_alone,0,35,6192293799375,6192293875541,6192293942541,67000,10083,3167,193833,207083
ref_alone,0,36,6192294227375,6192294307125,6192294374250,67125,10292,3250,237333,250875
ref_alone,0,37,6192294767583,6192294866416,6192294933583,67167,10542,3625,226166,240333
ref_alone,0,38,6192295235041,6192295309708,6192295376458,66750,9834,3166,186792,199792
ref_alone,0,39,6192295658291,6192295733333,6192295800541,67208,9917,3167,186208,199292
ref_alone,0,40,6192296079041,6192296154166,6192296220916,66750,10084,3083,193000,206167
ref_alone,0,41,6192296508458,6192296583041,6192296650208,67167,10250,3250,188083,201583
ref_alone,0,42,6192296969125,6192297077875,6192297145291,67416,10000,3541,262459,276000
ref_alone,0,43,6192297486750,6192297560833,6192297627916,67083,10041,3250,190459,203750
ref_alone,0,44,6192297913375,6192297987958,6192298054833,66875,9958,3292,187958,201208
ref_alone,0,45,6192298337041,6192298411041,6192298478208,67167,9875,3292,188042,201209
ref_alone,0,46,6192298793375,6192298902416,6192298969458,67042,10167,3583,256333,270083
ref_alone,0,47,6192299310000,6192299389166,6192299456416,67250,10792,3125,191291,205208
ref_alone,0,48,6192299854166,6192299928500,6192299995291,66791,10000,3334,226666,240000
ref_alone,0,49,6192300387166,6192300495250,6192300562833,67583,10167,3667,257125,270959
ref_alone,0,50,6192300911125,6192300986416,6192301053166,66750,10208,3000,189542,202750
ref_alone,0,51,6192301334458,6192301407000,6192301474125,67125,9917,3166,187959,201042
ref_alone,0,52,6192301753541,6192301826791,6192301893541,66750,9791,3000,188917,201708
ref_alone,0,53,6192302229208,6192302336500,6192302403583,67083,10125,3250,224083,237458
