condition,sweep_idx,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
ref_alone,0,120,141343244325583,141343244434458,141343244540166,105708,24250,9083,296375,329708
ref_alone,0,121,141343245121791,141343245318541,141343245424291,105750,22958,8542,374625,406125
ref_alone,0,122,141343246054541,141343246205833,141343246311583,105750,31375,10917,330125,372417
ref_alone,0,123,141343246882625,141343247273583,141343247379416,105833,211875,10459,394291,616625
ref_alone,0,124,141343247915250,141343248043458,141343248149125,105667,27792,10583,298459,336834
ref_alone,0,125,141343248682958,141343248817750,141343248923416,105666,28917,10541,311542,351000
ref_alone,0,126,141343249428250,141343249565416,141343249671166,105750,27125,10000,320083,357208
ref_alone,0,127,141343250171916,141343250333208,141343250438916,105708,28125,10125,331791,370041
ref_alone,0,128,141343250976791,141343251104625,141343251210625,106000,24625,10000,306166,340791
ref_alone,0,129,141343251699333,141343251830375,141343251936416,106041,23750,8916,315959,348625
ref_alone,0,130,141343252430875,141343252566500,141343252672333,105833,23750,9041,315917,348708
ref_alone,0,131,141343253160000,141343253280875,141343253386750,105875,21750,8333,297584,327667
ref_alone,0,132,141343253868708,141343253987000,141343254092916,105916,21750,8125,295250,325125
ref_alone,0,133,141343254703666,141343254845333,141343254951208,105875,25750,9875,322083,357708
ref_alone,0,134,141343255442291,141343255576083,141343255681791,105708,22041,9250,1123167,1154458
ref_alone,0,135,141343257146291,141343257280083,141343257386125,106042,23792,9625,322666,356083
ref_alone,0,136,141343257879833,141343258018791,141343258124625,105834,28083,10875,320917,359875
ref_alone,0,137,141343258620791,141343258759166,141343258864833,105667,43750,8833,304292,356875
ref_alone,0,138,141343259378625,141343259491625,141343259597375,105750,22208,9209,289541,320958
ref_alone,0,139,141343260074500,141343260195625,141343260305666,110041,23875,9000,310000,342875
ref_alone,0,140,141343260782291,141343260911041,141343261017083,106042,21750,8541,323125,353416
ref_alone,0,141,141343261507375,141343261634916,141343261740916,106000,22042,8250,318042,348334
ref_alone,0,142,141343262275000,141343262392458,141343262498208,105750,23084,8125,346500,377709
ref_alone,0,143,141343263174791,141343263312458,141343263418291,105833,24084,9083,314958,348125
ref_alone,0,144,141343263912708,141343264030791,141343264136500,105709,24209,9458,297000,330667
ref_alone,0,145,141343264778916,141343264902791,141343265008458,105667,25583,12417,294542,332542
ref_alone,0,146,141343266364000,141343266560458,141343266666291,105833,36375,16459,367916,420750
ref_alone,0,147,141343267209791,141343267344916,141343267450625,105709,25833,8709,324166,358708
ref_alone,0,148,141343267970500,141343268096833,141343268202833,106000,23833,8250,296542,328625
ref_alone,0,149,141343268711916,141343268836166,141343268946000,109834,30625,8208,304500,343333
ref_alone,0,150,141343269429125,141343269554500,141343269660500,106000,21375,8917,311583,341875
ref_alone,0,151,141343270136416,141343270260625,141343270366708,106083,21958,8417,316792,347167
ref_alone,0,152,141343270858000,141343270997500,141343271103750,106250,21209,8416,323417,353042
ref_alone,0,153,141343271600208,141343271745125,141343271850875,105750,51083,9500,307417,368000
ref_alone,0,154,141343272484333,141343272614625,141343272720666,106041,23375,11459,304583,339417
ref_alone,0,155,141343273214000,141343273328416,141343273438791,110375,21709,8333,293500,323542
ref_alone,0,156,141343273929125,141343274043666,141343274153333,109667,21500,8667,297708,327875
ref_alone,0,157,141343274644833,141343274773666,141343274879750,106084,22209,8833,312292,343334
ref_alone,0,158,141343275358375,141343275487500,141343275593708,106208,21334,9000,317625,347959
ref_alone,0,159,141343276075375,141343276293208,141343276399250,106042,22334,8750,430250,461334
ref_alone,0,160,141343277081583,141343277258125,141343277363958,105833,47958,17584,350083,415625
ref_alone,0,161,141343278009916,141343278208500,141343278314541,106041,45417,23792,382416,451625
ref_alone,0,162,141343279003541,141343279190625,141343279296500,105875,45833,17542,963917,1027292
ref_alone,0,163,141343280558208,141343280690208,141343280795916,105708,28958,10334,305916,345208
ref_alone,0,164,141343281289500,141343281425666,141343281531458,105792,26417,9583,682167,718167
ref_alone,0,165,141343282641916,141343282785250,141343282891208,105958,29958,10667,323458,364083
ref_alone,0,166,141343283392250,141343283519541,141343283625541,106000,24458,9084,297541,331083
ref_alone,0,167,141343284100833,141343284225833,141343284331791,105958,23000,8542,285250,316792
ref_alone,0,168,141343284826208,141343284942750,141343285052625,109875,22792,8458,292125,323375
ref_alone,0,169,141343285553458,141343285668625,141343285778583,109958,22500,8333,295167,326000
ref_alone,0,170,141343286252250,141343286377416,141343286483416,106000,21875,8292,306166,336333
ref_alone,0,171,141343286955000,141343287085583,141343287191625,106042,23292,8375,318542,350209
ref_alone,0,172,141343287681500,141343287823958,141343287930166,106208,22292,8375,1239958,1270625
ref_alone,0,173,141343289539416,141343289675791,141343289781708,105917,27666,8875,307417,343958
ref_alone,0,174,141343290334458,141343290450291,141343290559791,109500,23125,8334,292958,324417
ref_alone,0,175,141343291047166,141343291177791,141343291283833,106042,22167,8166,320000,350333
ref_alone,0,176,141343291763916,141343291890791,141343291996625,105834,22250,8208,349083,379541
ref_alone,0,177,141343292681000,141343292876875,141343292982916,106041,49875,17500,373375,440750
ref_alone,0,178,141343293631166,141343293811666,141343293917666,106000,45000,17166,364792,426958
ref_alone,0,179,141343294589916,141343294769583,141343294875375,105792,45084,17875,360791,423750
ref_alone,0,180,141343295667666,141343297447666,141343297553291,105625,50208,18084,1969916,2038208
ref_alone,0,181,141343300280083,141343300412791,141343300518750,105959,32458,9458,296667,338583
ref_alone,0,182,141343301045416,141343301172125,141343301278166,106041,23792,8625,308458,340875
ref_alone,0,183,141343301828000,141343301994166,141343302100208,106042,24833,9709,333541,368083
ref_alone,0,184,141343302612541,141343302728708,141343302839000,110292,23208,8584,304125,335917
ref_alone,0,185,141343303324041,141343303451916,141343303557916,106000,22625,8208,316709,347542
ref_alone,0,186,141343304166541,141343304361208,141343304467250,106042,50208,18125,373167,441500
ref_alone,0,187,141343305475625,141343305613625,141343305719833,106208,28458,9584,302791,340833
ref_alone,0,188,141343306215750,141343306332208,141343306438250,106042,21625,8417,293375,323417
ref_alone,0,189,141343306940291,141343307057583,141343307163583,106000,22291,8125,304375,334791
ref_alone,0,190,141343307643083,141343307758333,141343307864250,105917,21750,9292,338958,370000
ref_alone,0,191,141343308548291,141343308743541,141343308849541,106000,46542,17166,381500,445208
ref_alone,0,192,141343309501833,141343309685916,141343309795875,109959,46833,17083,371042,434958
ref_alone,0,193,141343310470083,141343310651166,141343310757208,106042,45792,17000,354625,417417
ref_alone,0,194,141343311387166,141343311560083,141343311666000,105917,45083,17125,345792,408000
ref_alone,0,195,141343312359083,141343312700375,141343312806333,105958,47208,23875,481000,552083
ref_alone,0,196,141343313315833,141343313441375,141343313547250,105875,25500,9125,364667,399292
ref_alone,0,197,141343314138541,141343314270791,141343314376666,105875,26791,9584,309083,345458
ref_alone,0,198,141343314909791,141343315038250,141343315144125,105875,26833,9792,307375,344000
ref_alone,0,199,141343315672583,141343315813041,141343315919000,105959,24583,9292,395916,429791
ref_alone,0,200,141343316630208,141343316785458,141343316891583,106125,44959,9166,315500,369625
ref_alone,0,201,141343317411875,141343317532041,141343317638000,105959,23667,8708,298833,331208
ref_alone,0,202,141343318136625,141343318273000,141343318379166,106166,22750,8750,328500,360000
ref_alone,0,203,141343318879291,141343319010291,141343319116375,106084,22708,8708,314709,346125
ref_alone,0,204,141343319605583,141343319734958,141343319841041,106083,22334,8375,311083,341792
ref_alone,0,205,141343320353208,141343320478625,141343320584708,106083,22000,8375,315208,345583
ref_alone,0,206,141343321077416,141343321234125,141343321340125,106000,48333,9250,767625,825208
ref_alone,0,207,141343322520875,141343322679833,141343322786291,106458,28583,9958,339542,378083
ref_alone,0,208,141343323313333,141343323443708,141343323549875,106167,24541,8792,318375,351708
ref_alone,0,209,141343324051333,141343324188916,141343324295416,106500,22875,8584,332125,363584
ref_alone,0,210,141343324815541,141343324947916,141343325053958,106042,22750,8791,314334,345875
ref_alone,0,211,141343325567166,141343325699333,141343325805458,106125,22542,8583,313958,345083
ref_alone,0,212,141343326298833,141343326428000,141343326534208,106208,22125,8125,316917,347167
ref_alone,0,213,141343327027541,141343327147583,141343327253541,105958,21916,8209,346250,376375
ref_alone,0,214,141343327983791,141343328170000,141343328276500,106500,45417,17083,370709,433209
ref_alone,0,215,141343329034958,141343329371750,141343329477708,105958,54291,23209,493750,571250
ref_alone,0,216,141343329994833,141343330128583,141343330234625,106042,24042,8625,1201291,1233958
ref_alone,0,217,141343331713708,141343331853708,141343331959750,106042,29292,10583,555708,595583
ref_alone,0,218,141343332741458,141343332880291,141343332986333,106042,26750,9959,326791,363500
ref_alone,0,219,141343333590333,141343333741125,141343333847583,106458,38959,9541,329000,377500
ref_alone,0,220,141343334397333,141343334529041,141343334635416,106375,23709,8666,313667,346042
ref_alone,0,221,141343335143416,141343335270125,141343335376333,106208,22667,8333,315292,346292
ref_alone,0,222,141343335860625,141343335991250,141343336097416,106166,23417,8583,320542,352542
ref_alone,0,223,141343336599500,141343336733916,141343336844333,110417,21875,8417,332667,362959
ref_alone,0,224,141343337331083,141343337462458,141343337568666,106208,22459,8208,380292,410959
ref_alone,0,225,141343338156625,141343338285333,141343338391333,106000,21625,9042,313458,344125
ref_alone,0,226,141343338886458,141343339562500,141343339668916,106416,511041,14417,373542,899000
ref_alone,0,227,141343340216291,141343340355291,141343340461291,106000,29292,8541,323792,361625
ref_alone,0,228,141343340958041,141343341090250,141343341196583,106333,22291,8625,325375,356291
ref_alone,0,229,141343341811416,141343341949458,141343342059875,110417,23292,8667,332666,364625
ref_alone,0,230,141343342702541,141343342826541,141343342932416,105875,24833,9375,348000,382208
ref_alone,0,231,141343343636125,141343343824708,141343343931125,106417,44917,17083,377500,439500
ref_alone,0,232,141343344602375,141343344796583,141343344902833,106250,44541,17000,379834,441375
ref_alone,0,233,141343345644875,141343345846125,141343345952083,105958,45875,17583,1188958,1252416
ref_alone,0,234,141343347413708,141343347548750,141343347654708,105958,29875,11125,1026083,1067083
ref_alone,0,235,141343349067291,141343349256958,141343349362916,105958,35000,12166,368500,415666
ref_alone,0,236,141343349907375,141343350038458,141343350144875,106417,24292,8958,319000,352250
ref_alone,0,237,141343350627791,141343350749333,141343350855250,105917,23083,8833,299709,331625
ref_alone,0,238,141343351366875,141343351503583,141343351614000,110417,23625,8959,333208,365792
ref_alone,0,239,141343352120708,141343352253666,141343352360000,106334,22583,8500,315458,346541
ref_alone,0,240,141343352849916,141343352978625,141343353084833,106208,22750,8416,367459,398625
ref_alone,0,241,141343353637541,141343353770875,141343353876916,106041,23375,8708,327708,359791
ref_alone,0,242,141343354397708,141343354524041,141343354629958,105917,24750,9125,431542,465417
ref_alone,0,243,141343355622041,141343355752958,141343355862125,109167,29916,10542,314250,354708
ref_alone,0,244,141343356371833,141343356498916,141343356605083,106167,22958,8417,317791,349166
ref_alone,0,245,141343357110833,141343357241833,141343357348208,106375,22458,8417,316916,347791
ref_alone,0,246,141343357844333,141343357975375,141343358081791,106416,22125,8292,317208,347625
ref_alone,0,247,141343358626166,141343358760000,141343358866500,106500,22958,8625,323792,355375
ref_alone,0,248,141343359368375,141343359516625,141343359623083,106458,22500,8333,335375,366208
ref_alone,0,249,141343360129541,141343360258458,141343360364791,106333,22208,8333,313334,343875
ref_alone,0,250,141343360872583,141343360987750,141343361093666,105916,21792,8542,302333,332667
ref_alone,0,251,141343361589666,141343361728083,141343361834291,106208,30541,8334,346916,385791
ref_alone,0,252,141343362373708,141343362491625,141343362597500,105875,22583,8333,487584,518500
ref_alone,0,253,141343363464625,141343363610375,141343363716333,105958,27375,10000,331834,369209
ref_alone,0,254,141343364228916,141343364354500,141343364460458,105958,24291,9334,351375,385000
ref_alone,0,255,141343365055041,141343365195500,141343365301500,106000,25041,9959,327916,362916
ref_alone,0,256,141343365836500,141343365971458,141343366077375,105917,27667,9875,538792,576334
ref_alone,0,257,141343366837791,141343366976000,141343367082208,106208,24083,8833,330042,362958
ref_alone,0,258,141343367597833,141343367732125,141343367838333,106208,23375,8834,316666,348875
ref_alone,0,259,141343368349833,141343368479041,141343368585416,106375,21625,8209,319625,349459
ref_alone,0,260,141343369102041,141343369234666,141343369340833,106167,22041,8292,330333,360666
ref_alone,0,261,141343369851500,141343369975583,141343370081541,105958,21625,8375,307625,337625
ref_alone,0,262,141343370585416,141343370723625,141343370833250,109625,27042,10000,324917,361959
ref_alone,0,263,141343371492333,141343371662916,141343371768916,106000,48250,11833,331750,391833
ref_alone,0,264,141343372401208,141343372535125,141343372641500,106375,25292,8458,317292,351042
ref_alone,0,265,141343373186291,141343373318791,141343373425166,106375,23042,8458,326333,357833
ref_alone,0,266,141343373927500,141343374074500,141343374180958,106458,22458,8792,325333,356583
ref_alone,0,267,141343374695375,141343374828666,141343374935000,106334,27750,10000,310583,348333
ref_alone,0,268,141343375478791,141343375635125,141343375741625,106500,26709,10375,351000,388084
ref_alone,0,269,141343376284416,141343376424750,141343376531250,106500,26709,10458,327417,364584
ref_alone,0,270,141343377233583,141343377385666,141343377492000,106334,29750,11292,338875,379917
ref_alone,0,271,141343378141541,141343378366333,141343378473541,107208,48041,22125,725625,795791
ref_alone,0,272,141343385709750,141343386022500,141343386129416,106916,126375,21750,411709,559834
ref_alone,0,273,141343386747208,141343386886833,141343386993208,106375,30458,9959,315333,355750
ref_alone,0,274,141343387572583,141343387733916,141343387841416,107500,24291,8875,366250,399416
ref_alone,0,275,141343388685166,141343388909000,141343389015916,106916,32666,34917,395833,463416
ref_alone,0,276,141343389626250,141343389790916,141343389898291,107375,23792,9583,374167,407542
ref_alone,0,277,141343390508458,141343390702083,141343390809166,107083,28292,11291,394542,434125
ref_alone,0,278,141343391428958,141343391593750,141343391701125,107375,26709,9708,380750,417167
ref_alone,0,279,141343392352833,141343392518583,141343392625583,107000,26792,10167,424916,461875
ref_alone,0,280,141343393690458,141343393918250,141343394025333,107083,67959,13333,382667,463959
ref_alone,0,281,141343394665000,141343394930916,141343395038083,107167,107833,16625,387667,512125
ref_alone,0,282,141343395678750,141343395819791,141343395926125,106334,35875,14042,332167,382084
ref_alone,0,283,141343396479791,141343396655041,141343396762208,107167,27417,11542,367791,406750
ref_alone,0,284,141343399588916,141343400487666,141343400599916,112250,355166,31375,803417,1189958
ref_alone,0,285,141343402132041,141343402356791,141343402462791,106000,52208,14375,390417,457000
ref_alone,0,286,141343403058000,141343403236958,141343403342958,106000,49792,11375,1352416,1413583
ref_alone,0,287,141343405069250,141343405220333,141343405326333,106000,31167,12875,1834250,1878292
ref_alone,0,288,141343410670166,141343410873916,141343410979875,105959,57958,12500,343667,414125
ref_alone,0,289,141343411494666,141343411649416,141343411755375,105959,27542,10000,326291,363833
ref_alone,0,290,141343412300541,141343412431708,141343412537583,105875,23708,10542,447250,481500
ref_alone,0,291,141343414160416,141343414299291,141343415028250,728959,32292,10833,4881000,4924125
ref_alone,0,292,141343419922708,141343420103666,141343420209625,105959,34833,11792,347666,394291
ref_alone,0,293,141343420759750,141343421056333,141343421532083,475750,28625,11041,1024834,1064500
ref_alone,0,294,141343422362666,141343422506958,141343422612333,105375,35500,10708,322042,368250
ref_alone,0,295,141343423107458,141343423226791,141343423332333,105542,13541,4667,324792,343000
ref_alone,0,296,141343423806916,141343423919625,141343424025708,106083,11250,4209,322000,337459
ref_alone,0,297,141343424502583,141343424616125,141343424722125,106000,11083,6667,318583,336333
ref_alone,0,298,141343425209291,141343425324416,141343425430541,106125,12625,7250,316708,336583
ref_alone,0,299,141343425902333,141343426011708,141343426117833,106125,10625,3875,317542,332042
T1_alone,0,0,141345435286666,141345435664458,141345435723041,58583,89250,19583,470292,579125
T1_alone,0,1,141345436393875,141345436576125,141345436634666,58541,24792,10417,346750,381959
T1_alone,0,2,141345437203375,141345437382208,141345437441250,59042,37500,9750,314167,361417
T1_alone,0,3,141345438065250,141345438308041,141345438366541,58500,23333,9959,412625,445917
T1_alone,0,4,141345438966500,141345439345916,141345439404833,58917,27375,9750,553166,590291
T1_alone,0,5,141345439980250,141345440136041,141345440193958,57917,24584,8375,299833,332792
T1_alone,0,6,141345440798500,141345441043916,141345441102791,58875,37208,13792,398000,449000
T1_alone,0,7,141345445020083,141345446511958,141345446574916,62958,129125,35750,1533333,1698208
T1_alone,0,8,141345447235375,141345447377708,141345447435291,57583,26958,9375,278542,314875
T1_alone,0,9,141345447937000,141345448074208,141345448131708,57500,24375,8875,270542,303792
T1_alone,0,10,141345448653416,141345448890250,141345448948500,58250,24083,16667,405750,446500
T1_alone,0,11,141345449474666,141345449665666,141345449724458,58792,23500,8291,354917,386708
T1_alone,0,12,141345450265166,141345450398708,141345450456708,58000,24250,8625,303542,336417
T1_alone,0,13,141345450963125,141345451097666,141345451155916,58250,22167,8208,312333,342708
T1_alone,0,14,141345451650791,141345451786500,141345451844791,58291,22666,9792,310167,342625
T1_alone,0,15,141345452353875,141345452512916,141345452574041,61125,34417,13292,327083,374792
T1_alone,0,16,141345453181750,141345453337416,141345453395166,57750,34834,13541,301792,350167
T1_alone,0,17,141345454019208,141345454223916,141345454282208,58292,34541,13875,378709,427125
T1_alone,0,18,141345454951375,141345455152416,141345455211041,58625,36250,13334,359125,408709
T1_alone,0,19,141345455885166,141345456097500,141345456155791,58291,37458,15667,409167,462292
