# IOReport telemetry  interval=250ms  csv=/Users/vanreece/dev/metal_ml_lab/experiments/013-pwrctrl-recipe-sweep/raw/20260428T222216.csv  states_csv=/Users/vanreece/dev/metal_ml_lab/experiments/013-pwrctrl-recipe-sweep/raw/20260428T222216-states.csv
# Ctrl-C to stop
# time        gpu mW    cpu mW    ane mW   dram mW   amcc mW    dcs mW    afr mW   disp mW    isp mW    ave mW  gpu_sram mW
  22:23:43    828 mW   1859 mW      0 mW    605 mW   1066 mW   1245 mW     47 mW    325 mW      2 mW      2 mW      0 mW
  22:23:43   2220 mW   1762 mW      0 mW    721 mW   1331 mW   1834 mW    151 mW    333 mW      2 mW      2 mW      0 mW
  22:23:44   2206 mW   1918 mW      0 mW    680 mW   1286 mW   1801 mW    154 mW    326 mW      2 mW      2 mW      0 mW
  22:23:44   2254 mW   1839 mW      0 mW    680 mW   1292 mW   1806 mW    154 mW    327 mW      2 mW      0 mW      0 mW
  22:23:45   2251 mW   1879 mW      0 mW    702 mW   1311 mW   1826 mW    158 mW    331 mW      2 mW      2 mW      0 mW
  22:23:45   2291 mW   1732 mW      0 mW    686 mW   1288 mW   1800 mW    157 mW    327 mW      0 mW      2 mW      0 mW
  22:23:45   2197 mW   1853 mW      0 mW    701 mW   1297 mW   1815 mW    154 mW    328 mW      2 mW      2 mW      0 mW
  22:23:46   2226 mW   1956 mW      0 mW    700 mW   1306 mW   1816 mW    157 mW    330 mW      2 mW      2 mW      0 mW
  22:23:46   2277 mW   1703 mW      0 mW    681 mW   1283 mW   1790 mW    155 mW    324 mW      2 mW      2 mW      0 mW
  22:23:47   2242 mW   1844 mW      0 mW    693 mW   1307 mW   1832 mW    157 mW    332 mW      2 mW      2 mW      0 mW
  22:23:47   2209 mW   1723 mW      0 mW    685 mW   1247 mW   1732 mW    150 mW    313 mW      2 mW      0 mW      0 mW
  22:23:48   2342 mW   1795 mW      0 mW    731 mW   1353 mW   1887 mW    164 mW    341 mW      2 mW      2 mW      0 mW
  22:23:48   2297 mW   1861 mW      0 mW    685 mW   1315 mW   1830 mW    155 mW    332 mW      0 mW      2 mW      0 mW
  22:23:48   2194 mW   1849 mW      0 mW    694 mW   1300 mW   1815 mW    155 mW    331 mW      2 mW      2 mW      0 mW
  22:23:49   2281 mW   2016 mW      0 mW    721 mW   1327 mW   1821 mW    158 mW    325 mW      2 mW      2 mW      0 mW
  22:23:49   2192 mW   1946 mW      0 mW    709 mW   1308 mW   1796 mW    155 mW    326 mW      2 mW      2 mW      0 mW
  22:23:50   2172 mW   1833 mW      0 mW    657 mW   1238 mW   1737 mW    148 mW    315 mW      2 mW      0 mW      0 mW
  22:23:50   2380 mW   1858 mW      0 mW    702 mW   1345 mW   1893 mW    164 mW    344 mW      2 mW      2 mW      0 mW
  22:23:51   2326 mW   2372 mW      0 mW    752 mW   1336 mW   1840 mW    158 mW    329 mW      0 mW      2 mW      0 mW
  22:23:51   2108 mW   1862 mW      0 mW    673 mW   1253 mW   1745 mW    149 mW    316 mW      2 mW      2 mW      0 mW
  22:23:51   2374 mW   1916 mW      0 mW    708 mW   1336 mW   1880 mW    162 mW    342 mW      2 mW      2 mW      0 mW
  22:23:52   2301 mW   2017 mW      0 mW    701 mW   1310 mW   1818 mW    156 mW    327 mW      2 mW      2 mW      0 mW
  22:23:52   2268 mW   1832 mW      0 mW    704 mW   1302 mW   1812 mW    156 mW    330 mW      2 mW      2 mW      0 mW
  22:23:53   2294 mW   1964 mW      0 mW    729 mW   1335 mW   1821 mW    157 mW    325 mW      2 mW      0 mW      0 mW
  22:23:53   2015 mW   1688 mW      0 mW    653 mW   1244 mW   1735 mW    150 mW    316 mW      2 mW      2 mW      0 mW
  22:23:53    812 mW   1742 mW      0 mW    567 mW   1259 mW   1214 mW     97 mW    341 mW      0 mW      2 mW      0 mW
  22:23:54    685 mW   1644 mW      0 mW    512 mW   1214 mW   1052 mW     68 mW    325 mW      2 mW      2 mW      0 mW
  22:23:54    702 mW   1683 mW      0 mW    467 mW   1190 mW    878 mW     75 mW    329 mW      2 mW      2 mW      0 mW
  22:23:55    654 mW   2144 mW      0 mW    568 mW   1274 mW   1016 mW     61 mW    328 mW      2 mW      2 mW      0 mW
  22:23:55    756 mW   1821 mW      0 mW    531 mW   1271 mW   1018 mW     80 mW    331 mW      2 mW      2 mW      0 mW
  22:23:56    685 mW   1883 mW      0 mW    562 mW   1263 mW   1051 mW     70 mW    324 mW      2 mW      0 mW      0 mW
  22:23:56    705 mW   1821 mW      0 mW    533 mW   1260 mW    954 mW     69 mW    329 mW      2 mW      2 mW      0 mW
  22:23:56    676 mW   1857 mW      0 mW    527 mW   1234 mW    963 mW     69 mW    330 mW      0 mW      2 mW      0 mW
  22:23:57    743 mW   1869 mW      0 mW    546 mW   1236 mW   1112 mW     81 mW    327 mW      2 mW      2 mW      0 mW
  22:23:57    700 mW   1845 mW      0 mW    520 mW   1255 mW    859 mW     70 mW    325 mW      2 mW      2 mW      0 mW
  22:23:58    671 mW   1827 mW      0 mW    490 mW   1199 mW    893 mW     64 mW    332 mW      2 mW      2 mW      0 mW
  22:23:58    516 mW   1808 mW      0 mW    508 mW   1114 mW    868 mW     45 mW    322 mW      2 mW      0 mW      0 mW
  22:23:59    532 mW   1890 mW      0 mW    562 mW   1142 mW   1008 mW     45 mW    331 mW      2 mW      2 mW      0 mW
  22:23:59    543 mW   2019 mW      0 mW    592 mW   1165 mW    982 mW     47 mW    324 mW      0 mW      2 mW      0 mW
  22:23:59    447 mW   1691 mW      0 mW    504 mW   1141 mW    819 mW     35 mW    322 mW      2 mW      2 mW      0 mW
  22:24:00    468 mW   1828 mW      0 mW    537 mW   1136 mW    973 mW     35 mW    328 mW      2 mW      2 mW      0 mW
  22:24:00    565 mW   1639 mW      0 mW    483 mW   1092 mW    894 mW     47 mW    335 mW      2 mW      2 mW      0 mW
  22:24:01    443 mW   1709 mW      0 mW    496 mW   1138 mW    885 mW     35 mW    326 mW      2 mW      2 mW      0 mW
  22:24:01    445 mW   1634 mW      0 mW    489 mW   1117 mW    910 mW     33 mW    329 mW      2 mW      0 mW      0 mW
  22:24:02    465 mW   1872 mW      0 mW    514 mW   1115 mW    970 mW     36 mW    331 mW      2 mW      2 mW      0 mW
  22:24:02    460 mW   1694 mW      0 mW    457 mW   1084 mW    894 mW     35 mW    326 mW      0 mW      2 mW      0 mW
  22:24:02    452 mW   1862 mW      0 mW    539 mW   1199 mW    993 mW     33 mW    328 mW      2 mW      2 mW      0 mW
  22:24:03    443 mW   1922 mW      0 mW    516 mW   1061 mW    939 mW     35 mW    329 mW      2 mW      2 mW      0 mW
  22:24:03    137 mW   1594 mW      0 mW    455 mW    652 mW    940 mW     12 mW    325 mW      2 mW      2 mW      0 mW
  22:24:04    131 mW   1697 mW      0 mW    444 mW    701 mW    862 mW      9 mW    319 mW      2 mW      2 mW      0 mW
  22:24:04    144 mW   1444 mW      0 mW    407 mW    721 mW    823 mW     11 mW    332 mW      2 mW      0 mW      0 mW
  22:24:05    130 mW   1566 mW      0 mW    449 mW    758 mW    907 mW     12 mW    334 mW      2 mW      2 mW      0 mW
  22:24:05    131 mW   1482 mW      0 mW    419 mW    726 mW    863 mW      9 mW    323 mW      2 mW      2 mW      0 mW
  22:24:05    135 mW   1492 mW      0 mW    402 mW    713 mW    800 mW      9 mW    346 mW      0 mW      2 mW      0 mW
  22:24:06    113 mW   1868 mW      0 mW    475 mW    794 mW    916 mW     11 mW    312 mW      2 mW      2 mW      0 mW
  22:24:06    152 mW   1593 mW      0 mW    441 mW    759 mW    894 mW      9 mW    339 mW      2 mW      2 mW      0 mW
  22:24:07    125 mW   1687 mW      0 mW    457 mW    753 mW    883 mW     11 mW    318 mW      2 mW      2 mW      0 mW
  22:24:07    141 mW   1707 mW      0 mW    471 mW    714 mW    859 mW     11 mW    339 mW      2 mW      2 mW      0 mW
  22:24:08    124 mW   1840 mW      0 mW    505 mW    809 mW    908 mW      9 mW    334 mW      2 mW      2 mW      0 mW
