iso_ts,monotonic_ns,device_util_pct,renderer_util_pct,tiler_util_pct,in_use_system_memory_bytes,recovery_count,ioreg_subprocess_ms
2026-04-28T14:16:48.199109,13486246863041,0,0,0,1655603200,0,22.35
2026-04-28T14:16:48.295530,13486343537541,0,0,0,1655193600,0,22.102
2026-04-28T14:16:48.400194,13486446871291,0,0,0,1655193600,0,23.418
2026-04-28T14:16:48.497700,13486546184958,0,0,0,1655193600,0,21.626
2026-04-28T14:16:48.591766,13486644591125,0,0,0,1425637376,0,17.287
2026-04-28T14:16:48.696888,13486746857750,0,0,0,1425637376,0,20.139
2026-04-28T14:16:48.797985,13486846551083,0,0,0,1425637376,0,21.542
2026-04-28T14:16:48.900534,13486946881416,0,0,0,1425637376,0,23.754
2026-04-28T14:16:48.998996,13487046816833,0,0,0,1425637376,0,22.278
2026-04-28T14:16:49.095805,13487144673166,0,0,0,1443119104,0,21.228
2026-04-28T14:16:49.197477,13487246095583,0,0,0,1443119104,0,21.485
2026-04-28T14:16:49.296073,13487343922375,0,0,0,1443184640,0,22.259
2026-04-28T14:16:49.400215,13487446874333,0,0,0,1443184640,0,23.439
2026-04-28T14:16:49.497344,13487544793625,0,0,0,1469579264,0,22.657
2026-04-28T14:16:49.595204,13487646880375,0,0,0,1469579264,0,18.434
2026-04-28T14:16:49.698606,13487746870708,0,0,0,1469579264,0,21.837
2026-04-28T14:16:49.798127,13487846863875,0,0,0,1469579264,0,21.358
2026-04-28T14:16:49.897859,13487946876416,0,0,0,1469579264,0,21.089
2026-04-28T14:16:49.994361,13488046621500,0,0,0,1469825024,0,17.846
2026-04-28T14:16:50.095822,13488146862000,0,0,0,1452343296,0,19.045
2026-04-28T14:16:50.199047,13488246881916,0,0,0,1452343296,0,22.267
2026-04-28T14:16:50.300168,13488346868291,0,0,0,1452343296,0,23.393
2026-04-28T14:16:50.395872,13488442910083,0,0,0,1452343296,0,23.066
2026-04-28T14:16:50.496843,13488546877875,0,0,0,1452343296,0,20.071
2026-04-28T14:16:50.598146,13488646597541,0,0,0,1425948672,0,21.657
2026-04-28T14:16:50.695427,13488743004625,0,0,0,1425948672,0,22.526
2026-04-28T14:16:50.799275,13488846875833,0,0,0,1425948672,0,22.483
2026-04-28T14:16:50.899826,13488946867666,0,0,0,1425948672,0,23.049
2026-04-28T14:16:50.994229,13489043036791,0,0,0,1426145280,0,21.292
2026-04-28T14:16:51.096459,13489143844833,0,0,0,1425948672,0,22.713
2026-04-28T14:16:51.194657,13489243148458,0,0,0,1425948672,0,21.614
2026-04-28T14:16:51.293437,13489343154791,0,0,0,1425817600,0,20.388
2026-04-28T14:16:51.397576,13489446857000,0,0,0,1425817600,0,20.819
2026-04-28T14:16:51.494501,13489546860916,0,0,0,1425817600,0,17.745
2026-04-28T14:16:51.598242,13489646297958,0,0,0,1425817600,0,22.037
2026-04-28T14:16:51.697518,13489746864541,0,0,0,1425817600,0,20.756
2026-04-28T14:16:51.799250,13489846878666,0,0,0,1425817600,0,22.475
2026-04-28T14:16:51.896352,13489945014666,0,0,0,1426014208,0,21.439
2026-04-28T14:16:51.995176,13490043897541,0,0,0,1426014208,0,21.379
2026-04-28T14:16:52.095996,13490146471541,0,0,0,1425817600,0,19.631
2026-04-28T14:16:52.194586,13490243626750,0,0,0,1425817600,0,21.061
2026-04-28T14:16:52.296109,13490343785166,0,0,0,1426210816,0,22.418
2026-04-28T14:16:52.398897,13490446879250,0,0,0,1426210816,0,22.119
2026-04-28T14:16:52.499179,13490546873166,0,0,0,1655767040,0,22.397
2026-04-28T14:16:52.594107,13490642603916,0,0,0,1655767040,0,21.605
2026-04-28T14:16:52.700296,13490746873625,0,0,0,1655767040,0,23.522
2026-04-28T14:16:52.799426,13490846868875,0,0,0,1655767040,0,22.613
2026-04-28T14:16:52.893424,13490942357250,0,0,0,1655963648,0,21.161
2026-04-28T14:16:52.995954,13491044428083,0,0,0,1679900672,0,21.612
2026-04-28T14:16:53.098188,13491146865375,0,0,0,1679704064,0,21.419
2026-04-28T14:16:53.198137,13491245963583,0,0,0,1696940032,0,22.269
2026-04-28T14:16:53.293763,13491342399416,0,0,0,1696415744,0,21.459
2026-04-28T14:16:53.391569,13491443750125,0,0,0,1696415744,0,17.913
2026-04-28T14:16:53.497511,13491546874166,0,0,0,1696415744,0,20.734
2026-04-28T14:16:53.599561,13491646869916,0,0,0,1466859520,0,22.777
2026-04-28T14:16:53.698366,13491746875083,0,0,0,1466859520,0,21.579
2026-04-28T14:16:53.797728,13491846868291,0,0,0,1466859520,0,20.957
2026-04-28T14:16:53.896470,13491944647625,0,0,0,1467056128,0,21.913
2026-04-28T14:16:53.998701,13492046863416,0,0,0,1467056128,0,21.935
