attempt_idx,phase,idx_within_phase,attempt_pid,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
3,measured,5,28264,26412805687791,26412805766666,26412805773666,7000,8416,2584,146916,157916
3,measured,6,28264,26412810248666,26412810314875,26412810321375,6500,9375,2375,116166,127916
3,measured,7,28264,26412814613458,26412814702333,26412814708958,6625,8917,3125,143125,155167
3,measured,8,28264,26412819105000,26412819174500,26412819181041,6541,6792,2333,125750,134875
3,measured,9,28264,26412823734416,26412823811000,26412823817708,6708,6625,2041,158959,167625
3,measured,10,28264,26412828178208,26412828253708,26412828261041,7333,6709,2250,143875,152834
3,measured,11,28264,26412832732458,26412832798708,26412832805125,6417,8083,2708,110292,121083
3,measured,12,28264,26412837032583,26412837105125,26412837111583,6458,7000,2375,127208,136583
3,measured,13,28264,26412841774458,26412841840333,26412841846666,6333,7084,2541,116375,126000
3,measured,14,28264,26412845801333,26412845866916,26412845873333,6417,7584,2416,112584,122584
