axis,complexity_level,sweep_idx,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
write_tid_threadcount,384,0,147,5602507300000,5602507350208,5602507356708,6500,6583,2042,91542,100167
write_tid_threadcount,384,0,148,5602507520875,5602507576000,5602507582541,6541,6500,2042,99458,108000
write_tid_threadcount,384,0,149,5602507749208,5602507805083,5602507811625,6542,6375,2167,100000,108542
write_tid_threadcount,384,0,150,5602507980333,5602508036041,5602508042416,6375,6541,2042,100125,108708
write_tid_threadcount,384,0,151,5602508216041,5602508277500,5602508284000,6500,8167,2625,106458,117250
write_tid_threadcount,384,0,152,5602508464791,5602508521125,5602508527583,6458,6625,2625,99875,109125
write_tid_threadcount,384,0,153,5602508723750,5602508777291,5602508783666,6375,7250,2375,96708,106333
write_tid_threadcount,384,0,154,5602508947833,5602508999291,5602509005750,6459,7000,2041,94625,103666
write_tid_threadcount,384,0,155,5602509175250,5602509225958,5602509232541,6583,6542,1958,94875,103375
write_tid_threadcount,384,0,156,5602509395000,5602509446833,5602509453333,6500,7208,2125,94375,103708
write_tid_threadcount,384,0,157,5602509616250,5602509667541,5602509674041,6500,7125,2084,94000,103209
write_tid_threadcount,384,0,158,5602509836125,5602509888375,5602509894791,6416,7083,2417,94167,103667
write_tid_threadcount,384,0,159,5602510057875,5602510108958,5602510115375,6417,6792,2083,93459,102334
write_tid_threadcount,384,0,160,5602510279166,5602510330041,5602510336541,6500,6791,2209,95083,104083
write_tid_threadcount,384,0,161,5602510506958,5602510558500,5602510565041,6541,6834,2041,95167,104042
write_tid_threadcount,384,0,162,5602510733833,5602510785000,5602510791500,6500,7166,1959,94083,103208
write_tid_threadcount,384,0,163,5602510966833,5602511018625,5602511025000,6375,7416,2292,93792,103500
write_tid_threadcount,384,0,164,5602511188625,5602511241458,5602511247833,6375,8500,2084,94208,104792
write_tid_threadcount,384,0,165,5602511408500,5602511460125,5602511466583,6458,5958,1917,94792,102667
write_tid_threadcount,384,0,166,5602511626000,5602511677250,5602511683791,6541,5875,2042,94750,102667
write_tid_threadcount,384,0,167,5602511855958,5602511913166,5602511919625,6459,7167,2208,108792,118167
write_tid_threadcount,384,0,168,5602512106208,5602512163250,5602512169875,6625,7416,2292,109750,119458
write_tid_threadcount,384,0,169,5602512353833,5602512405291,5602512411791,6500,7167,2250,92750,102167
write_tid_threadcount,384,0,170,5602512568166,5602512712750,5602512719125,6375,6125,2250,185333,193708
write_tid_threadcount,384,0,171,5602512885541,5602512943250,5602512949833,6583,7375,2542,108208,118125
write_tid_threadcount,384,0,172,5602513141541,5602513193208,5602513199583,6375,7291,1959,92541,101791
write_tid_threadcount,384,0,173,5602513367541,5602513420375,5602513426875,6500,7291,2292,94375,103958
write_tid_threadcount,384,0,174,5602513595125,5602513647083,5602513653625,6542,7292,2500,92750,102542
write_tid_threadcount,384,0,175,5602513821791,5602513876375,5602513882791,6416,7500,2666,96375,106541
write_tid_threadcount,384,0,176,5602514053083,5602514105833,5602514112250,6417,7209,2416,93250,102875
write_tid_threadcount,384,0,177,5602514281916,5602514334333,5602514340791,6458,7416,2334,94041,103791
write_tid_threadcount,384,0,178,5602514509500,5602514562208,5602514568541,6333,7375,2250,92917,102542
write_tid_threadcount,384,0,179,5602514725416,5602514863958,5602514870416,6458,6708,3250,177417,187375
write_tid_threadcount,384,0,180,5602515036708,5602515091333,5602515097875,6542,6417,2333,97125,105875
write_tid_threadcount,384,0,181,5602515258833,5602515313416,5602515319750,6334,6500,1959,97916,106375
write_tid_threadcount,384,0,182,5602515484291,5602515541833,5602515548166,6333,7459,2416,97417,107292
write_tid_threadcount,384,0,183,5602515708416,5602515764333,5602515770666,6333,6375,2042,98708,107125
write_tid_threadcount,384,0,184,5602515934208,5602515988000,5602515994500,6500,6459,2125,97166,105750
write_tid_threadcount,384,0,185,5602516153541,5602516206416,5602516212875,6459,6125,1958,96875,104958
write_tid_threadcount,384,0,186,5602516414000,5602516455041,5602516533958,78917,6709,2125,163416,172250
write_tid_threadcount,384,0,187,5602516731250,5602516773583,5602516790416,16833,6125,1959,103625,111709
write_tid_threadcount,384,0,188,5602516972458,5602517024541,5602517030958,6417,6208,2167,95375,103750
write_tid_threadcount,384,0,189,5602517196833,5602517254583,5602517261000,6417,7542,2500,99917,109959
write_tid_threadcount,384,0,190,5602517430458,5602517485833,5602517492166,6333,5958,2000,103125,111083
write_tid_threadcount,384,0,191,5602517667791,5602517723875,5602517730375,6500,7083,1958,102500,111541
write_tid_threadcount,384,0,192,5602517902541,5602517951875,5602517958375,6500,7083,1958,91542,100583
write_tid_threadcount,384,0,193,5602518120458,5602518171291,5602518177750,6459,7042,2042,90083,99167
write_tid_threadcount,384,0,194,5602518332791,5602518388875,5602518395375,6500,7166,1875,102084,111125
write_tid_threadcount,384,0,195,5602518570083,5602518626791,5602518633416,6625,7000,2167,104167,113334
write_tid_threadcount,384,0,196,5602518815416,5602518864875,5602518871250,6375,6500,1875,91791,100166
write_tid_threadcount,384,0,197,5602519029458,5602519080083,5602519086416,6333,7125,1917,91083,100125
write_tid_threadcount,384,0,198,5602519242291,5602519298458,5602519305083,6625,7333,2000,106542,115875
write_tid_threadcount,384,0,199,5602519488208,5602519543916,5602519550500,6584,7084,1958,111000,120042
write_tid_threadcount,384,0,200,5602519740583,5602519791791,5602519798291,6500,7250,1916,100292,109458
write_tid_threadcount,384,0,201,5602519966333,5602520018500,5602520025000,6500,7042,1833,95209,104084
write_tid_threadcount,384,0,202,5602520184791,5602520241250,5602520247625,6375,7125,1958,99417,108500
write_tid_threadcount,384,0,203,5602520409708,5602520461708,5602520468250,6542,7083,2125,95167,104375
write_tid_threadcount,384,0,204,5602520632333,5602520682666,5602520689041,6375,6750,2209,100500,109459
write_tid_threadcount,384,0,205,5602520859541,5602521053625,5602521060208,6583,6583,2083,245042,253708
write_tid_threadcount,384,0,206,5602521238416,5602521294875,5602521301416,6541,7083,2000,104417,113500
write_tid_threadcount,384,0,207,5602521458500,5602521512208,5602521518666,6458,7625,2209,96916,106750
write_tid_threadcount,384,0,208,5602521682083,5602521732875,5602521739291,6416,7042,1917,94916,103875
write_tid_threadcount,384,0,209,5602521895500,5602521946583,5602521952958,6375,6792,1875,94125,102792
write_tid_threadcount,384,0,210,5602522114541,5602522165333,5602522171875,6542,6750,1958,94458,103166
write_tid_threadcount,384,0,211,5602522330916,5602522382083,5602522388583,6500,6916,1792,96167,104875
write_tid_threadcount,384,0,212,5602522550000,5602522599625,5602522606166,6541,6875,1833,95000,103708
write_tid_threadcount,384,0,213,5602522781291,5602522837666,5602522844208,6542,6458,2042,108916,117416
write_tid_threadcount,384,0,214,5602523022875,5602523080458,5602523086958,6500,7000,2167,109875,119042
write_tid_threadcount,384,0,215,5602523255791,5602523309375,5602523315750,6375,9250,1791,94792,105833
write_tid_threadcount,384,0,216,5602523476791,5602523527083,5602523533416,6333,6958,1792,94625,103375
write_tid_threadcount,384,0,217,5602523839291,5602523905041,5602524134208,229167,6458,2917,330625,340000
write_tid_threadcount,384,0,218,5602524301833,5602524341916,5602524348458,6542,6792,1792,94541,103125
write_tid_threadcount,384,0,219,5602524520375,5602524571708,5602524578250,6542,7083,2292,93917,103292
write_tid_threadcount,384,0,220,5602524736625,5602524787666,5602524794208,6542,7083,1958,92959,102000
write_tid_threadcount,384,0,221,5602524952875,5602525003750,5602525010291,6541,7083,2334,92000,101417
write_tid_threadcount,384,0,222,5602525170125,5602525221833,5602525228208,6375,6833,1959,93500,102292
write_tid_threadcount,384,0,223,5602525390291,5602525446375,5602525452750,6375,7167,2166,100959,110292
write_tid_threadcount,384,0,224,5602525624041,5602525679500,5602525686083,6583,7125,1917,102375,111417
write_tid_threadcount,384,0,225,5602525861083,5602525917375,5602525923958,6583,6750,1875,104375,113000
write_tid_threadcount,384,0,226,5602526093708,5602526144750,5602526151250,6500,7125,2291,87167,96583
write_tid_threadcount,384,0,227,5602526296875,5602526346958,5602526353250,6292,5917,1917,93708,101542
write_tid_threadcount,384,0,228,5602526511958,5602526568625,5602526575208,6583,7084,2666,102459,112209
write_tid_threadcount,384,0,229,5602526751875,5602526807541,5602526813916,6375,7125,1917,100750,109792
write_tid_threadcount,384,0,230,5602526985791,5602527040666,5602527047291,6625,6666,1792,105958,114416
write_tid_threadcount,384,0,231,5602527232250,5602527287291,5602527293875,6584,6792,1791,107792,116375
write_tid_threadcount,384,0,232,5602527473666,5602527524166,5602527530666,6500,7166,1792,93750,102708
write_tid_threadcount,384,0,233,5602527690000,5602527740416,5602527746916,6500,7042,1791,92667,101500
write_tid_threadcount,384,0,234,5602527903833,5602527954083,5602527960625,6542,7000,1875,93750,102625
write_tid_threadcount,384,0,235,5602528126208,5602528181750,5602528188333,6583,6917,1917,106000,114834
write_tid_threadcount,384,0,236,5602528364333,5602528419833,5602528426250,6417,6792,1917,106000,114709
write_tid_threadcount,384,0,237,5602528602041,5602528651916,5602528658375,6459,6791,1792,92000,100583
write_tid_threadcount,384,0,238,5602528814083,5602528864416,5602528870833,6417,6792,1792,91916,100500
write_tid_threadcount,384,0,239,5602529032833,5602529088875,5602529095458,6583,6792,1833,107167,115792
write_tid_threadcount,384,0,240,5602529409875,5602529464875,5602529471333,6458,6667,1750,104541,112958
write_tid_threadcount,384,0,241,5602529634416,5602529684625,5602529691083,6458,6875,1875,91208,99958
write_tid_threadcount,384,0,242,5602529846583,5602529895541,5602529902083,6542,6834,1833,90042,98709
write_tid_threadcount,384,0,243,5602530058708,5602530108416,5602530114833,6417,6875,1792,92292,100959
write_tid_threadcount,384,0,244,5602530287458,5602530343125,5602530349791,6666,6834,1916,107167,115917
write_tid_threadcount,384,0,245,5602530529750,5602530584916,5602530591500,6584,6917,1791,100542,109250
write_tid_threadcount,384,0,246,5602530750583,5602530800500,5602530806875,6375,6916,1834,90083,98833
write_tid_threadcount,384,0,247,5602530966875,5602531016833,5602531023208,6375,6875,1875,91042,99792
write_tid_threadcount,384,0,248,5602531192333,5602531248083,5602531254583,6500,6959,2125,107125,116209
write_tid_threadcount,384,0,249,5602531431708,5602531486750,5602531493208,6458,6834,1750,103333,111917
write_tid_threadcount,384,0,250,5602531669458,5602531723958,5602531730583,6625,7000,1875,104625,113500
write_tid_threadcount,384,0,251,5602531899708,5602531950083,5602531956500,6417,6709,1833,92458,101000
write_tid_threadcount,384,0,252,5602532115250,5602532164125,5602532170583,6458,5542,2125,92500,100167
write_tid_threadcount,384,0,253,5602532324875,5602532374625,5602532381125,6500,6792,1792,91500,100084
write_tid_threadcount,384,0,254,5602532550125,5602532604833,5602532611416,6583,6875,1834,105416,114125
write_tid_threadcount,384,0,255,5602532792791,5602532847625,5602532854125,6500,6541,1792,105875,114208
write_tid_threadcount,384,0,256,5602533031916,5602533086250,5602533092833,6583,7041,1792,104792,113625
write_tid_threadcount,384,0,257,5602533256750,5602533305875,5602533312333,6458,6917,1875,90500,99292
write_tid_threadcount,384,0,258,5602533467833,5602533516875,5602533523208,6333,6792,1750,90583,99125
write_tid_threadcount,384,0,259,5602533693250,5602533751166,5602533757625,6459,9750,1875,106167,117792
write_tid_threadcount,384,0,260,5602533937791,5602533992666,5602533999208,6542,6833,1875,105542,114250
write_tid_threadcount,384,0,261,5602534163291,5602534213458,5602534219875,6417,6792,1875,90875,99542
write_tid_threadcount,384,0,262,5602534373166,5602534422791,5602534429208,6417,6667,1833,91250,99750
write_tid_threadcount,384,0,263,5602534597541,5602534654916,5602534661500,6584,6916,2375,107542,116833
write_tid_threadcount,384,0,264,5602534836791,5602534891750,5602534898291,6541,5500,1750,106875,114125
write_tid_threadcount,384,0,265,5602535077625,5602535132375,5602535138875,6500,5584,1750,105958,113292
write_tid_threadcount,384,0,266,5602535299500,5602535350375,5602535356875,6500,7292,1750,91125,100167
write_tid_threadcount,384,0,267,5602535518958,5602535568166,5602535574666,6500,5583,1750,91375,98708
write_tid_threadcount,384,0,268,5602535746416,5602535800958,5602535807500,6542,5542,1750,106458,113750
write_tid_threadcount,384,0,269,5602535984083,5602536038583,5602536045208,6625,5500,1750,106500,113750
write_tid_threadcount,384,0,270,5602536206791,5602536256125,5602536262625,6500,5500,1750,92500,99750
write_tid_threadcount,384,0,271,5602536429458,5602536484333,5602536490875,6542,5625,1791,106750,114166
write_tid_threadcount,384,0,272,5602536668875,5602536723416,5602536729875,6459,5542,1708,107209,114459
write_tid_threadcount,384,0,273,5602536894291,5602536943916,5602536950250,6334,5541,1750,91542,98833
write_tid_threadcount,384,0,274,5602537101666,5602537150166,5602537156708,6542,5458,1708,90792,97958
write_tid_threadcount,384,0,275,5602537319250,5602537374166,5602537380791,6625,5584,1791,107542,114917
write_tid_threadcount,384,0,276,5602537560666,5602537714041,5602537720375,6334,7041,2500,201792,211333
write_tid_threadcount,384,0,277,5602537902166,5602537957750,5602537964208,6458,5833,1834,108666,116333
write_tid_threadcount,384,0,278,5602538140125,5602538194541,5602538200958,6417,5584,1708,105792,113084
write_tid_threadcount,384,0,279,5602538375875,5602538425333,5602538431791,6458,5583,1709,93208,100500
write_tid_threadcount,384,0,280,5602538590833,5602538645666,5602538652125,6459,5625,1958,107417,115000
write_tid_threadcount,384,0,281,5602538825875,5602538880083,5602538886458,6375,5417,1792,101333,108542
write_tid_threadcount,384,0,282,5602539054541,5602539104125,5602539110625,6500,5708,1833,91084,98625
write_tid_threadcount,384,0,283,5602539260583,5602539315041,5602539321541,6500,5375,1791,101209,108375
write_tid_threadcount,384,0,284,5602539487083,5602539541750,5602539548166,6416,5333,1958,102167,109458
write_tid_threadcount,384,0,285,5602539717166,5602539772041,5602539778625,6584,5375,1666,103834,110875
write_tid_threadcount,384,0,286,5602539946833,5602540001541,5602540008083,6542,5458,1708,104875,112041
write_tid_threadcount,384,0,287,5602540178375,5602540233083,5602540239625,6542,5459,2041,101125,108625
write_tid_threadcount,384,0,288,5602540406958,5602540461500,5602540468083,6583,5292,2042,102250,109584
write_tid_threadcount,384,0,289,5602540634750,5602540689625,5602540696208,6583,5375,1709,107083,114167
write_tid_threadcount,384,0,290,5602540867250,5602540921666,5602540928083,6417,5375,1792,103292,110459
write_tid_threadcount,384,0,291,5602541100041,5602541154333,5602541160833,6500,5542,1750,104125,111417
write_tid_threadcount,384,0,292,5602541335916,5602541390375,5602541396750,6375,6666,1750,104084,112500
write_tid_threadcount,384,0,293,5602541572541,5602541621041,5602541627500,6459,6583,1708,88417,96708
write_tid_threadcount,384,0,294,5602541778750,5602541826541,5602541833000,6459,6250,1792,88708,96750
write_tid_threadcount,384,0,295,5602541986875,5602542041166,5602542047750,6584,6584,2041,104125,112750
write_tid_threadcount,384,0,296,5602542223166,5602542277375,5602542284000,6625,6458,1792,103167,111417
write_tid_threadcount,384,0,297,5602542458500,5602542512708,5602542519291,6583,6417,1750,103458,111625
write_tid_threadcount,384,0,298,5602542693583,5602542747375,5602542753833,6458,6667,1750,104000,112417
write_tid_threadcount,384,0,299,5602542929166,5602542978625,5602542985041,6416,6542,1708,90750,99000
write_tid_threadcount,512,0,0,5604561205625,5604561289125,5604561295583,6458,11875,4375,155417,171667
write_tid_threadcount,512,0,1,5604561610625,5604561725625,5604561732458,6833,11959,4083,197042,213084
write_tid_threadcount,512,0,2,5604562068583,5604562187666,5604562194666,7000,13375,4708,191750,209833
write_tid_threadcount,512,0,3,5604562505583,5604562762666,5604562769500,6834,11583,4084,342541,358208
write_tid_threadcount,512,0,4,5604563080708,5604563156750,5604563163041,6291,11250,3709,116666,131625
write_tid_threadcount,512,0,5,5604563375541,5604563487125,5604563493833,6708,10708,3875,236750,251333
write_tid_threadcount,512,0,6,5604563790208,5604563875125,5604563881500,6375,18000,3875,119833,141708
write_tid_threadcount,512,0,7,5604564127125,5604564237916,5604564244708,6792,11167,4166,180167,195500
write_tid_threadcount,512,0,8,5604564581500,5604564694125,5604564701125,7000,11625,3875,181417,196917
write_tid_threadcount,512,0,9,5604564992458,5604565102041,5604565108916,6875,10667,3833,184375,198875
write_tid_threadcount,512,0,10,5604565452875,5604565573583,5604565580125,6542,15959,5583,181625,203167
write_tid_threadcount,512,0,11,5604565878875,5604565985166,5604565991708,6542,10667,3750,158125,172542
write_tid_threadcount,512,0,12,5604566285791,5604566360958,5604566430083,69125,15584,3541,189834,208959
write_tid_threadcount,512,0,13,5604566645125,5604566718666,5604566725125,6459,9542,3125,122958,135625
write_tid_threadcount,512,0,14,5604566958375,5604567050250,5604567056791,6541,12750,4166,136167,153083
write_tid_threadcount,512,0,15,5604567271541,5604567356458,5604567363000,6542,10417,3458,138125,152000
write_tid_threadcount,512,0,16,5604567599666,5604567675708,5604567682333,6625,9917,3250,136250,149417
write_tid_threadcount,512,0,17,5604567936375,5604568021041,5604568027666,6625,10083,3208,145375,158666
write_tid_threadcount,512,0,18,5604568260833,5604568338791,5604568345333,6542,10250,3292,131833,145375
write_tid_threadcount,512,0,19,5604568586541,5604568666000,5604568672458,6458,10416,3250,130584,144250
write_tid_threadcount,512,0,20,5604568901500,5604568985500,5604568992000,6500,10292,3166,144500,157958
write_tid_threadcount,512,0,21,5604569235125,5604569319125,5604569325750,6625,10041,3125,132834,146000
write_tid_threadcount,512,0,22,5604569542250,5604569626041,5604569632625,6584,9917,3166,142209,155292
write_tid_threadcount,512,0,23,5604569856500,5604569934625,5604569941166,6541,10833,3250,126959,141042
write_tid_threadcount,512,0,24,5604570173291,5604570249875,5604570256375,6500,10125,3000,125375,138500
write_tid_threadcount,512,0,25,5604570477416,5604570559875,5604570566541,6666,9209,3208,145875,158292
write_tid_threadcount,512,0,26,5604570817166,5604571035333,5604571041875,6542,10875,3583,272083,286541
write_tid_threadcount,512,0,27,5604571257416,5604571336875,5604571343416,6541,9792,3167,142916,155875
write_tid_threadcount,512,0,28,5604571580958,5604571663916,5604571670333,6417,10208,3167,135333,148708
write_tid_threadcount,512,0,29,5604571887625,5604571964208,5604571970666,6458,10000,3000,125541,138541
write_tid_threadcount,512,0,30,5604572194125,5604572275666,5604572281958,6292,8875,2958,130167,142000
write_tid_threadcount,512,0,31,5604572501708,5604572585458,5604572591833,6375,9917,3417,136458,149792
write_tid_threadcount,512,0,32,5604572828125,5604572890833,5604572900291,9458,10208,3292,122000,135500
write_tid_threadcount,512,0,33,5604573327625,5604573401375,5604573418500,17125,12125,4042,135125,151292
write_tid_threadcount,512,0,34,5604573649000,5604573725041,5604573731625,6584,9708,3208,122625,135541
write_tid_threadcount,512,0,35,5604573947416,5604574024583,5604574031083,6500,9917,3208,133042,146167
write_tid_threadcount,512,0,36,5604574279166,5604574358875,5604574365291,6416,10042,3500,129916,143458
write_tid_threadcount,512,0,37,5604574590208,5604574672791,5604574679333,6542,10208,3125,146625,159958
write_tid_threadcount,512,0,38,5604574927166,5604575005750,5604575012083,6333,9959,2958,130625,143542
write_tid_threadcount,512,0,39,5604575224250,5604575307416,5604575314041,6625,10208,3042,138708,151958
write_tid_threadcount,512,0,40,5604575543500,5604575619583,5604575626083,6500,10083,3084,129833,143000
write_tid_threadcount,512,0,41,5604575853000,5604575932250,5604575938750,6500,9833,3000,127625,140458
write_tid_threadcount,512,0,42,5604576153583,5604576237708,5604576244208,6500,10375,3084,144958,158417
write_tid_threadcount,512,0,43,5604576473208,5604576550625,5604576557125,6500,9583,3167,137875,150625
write_tid_threadcount,512,0,44,5604576798166,5604576880833,5604576887416,6583,9959,2958,142500,155417
write_tid_threadcount,512,0,45,5604577122708,5604577198333,5604577204750,6417,9833,3042,123833,136708
write_tid_threadcount,512,0,46,5604577435208,5604577516166,5604577522583,6417,10333,3167,126250,139750
write_tid_threadcount,512,0,47,5604577725583,5604577807291,5604577813916,6625,9875,3208,141042,154125
write_tid_threadcount,512,0,48,5604578035750,5604578104208,5604578110708,6500,7958,2667,117000,127625
write_tid_threadcount,512,0,49,5604578326583,5604578403541,5604578410125,6584,8209,2708,131333,142250
write_tid_threadcount,512,0,50,5604578618166,5604578695500,5604578702125,6625,7916,2750,141250,151916
write_tid_threadcount,512,0,51,5604578931541,5604579001958,5604579008458,6500,8625,2958,121125,132708
write_tid_threadcount,512,0,52,5604579222791,5604579401375,5604579407833,6458,8041,3125,250542,261708
write_tid_threadcount,512,0,53,5604579628291,5604579698250,5604579704708,6458,8250,2916,120084,131250
write_tid_threadcount,512,0,54,5604579920791,5604579997375,5604580003833,6458,8625,2875,127042,138542
write_tid_threadcount,512,0,55,5604580210833,5604580288458,5604580295041,6583,8084,2875,136541,147500
write_tid_threadcount,512,0,56,5604580517041,5604580587166,5604580593666,6500,8416,2792,118500,129708
write_tid_threadcount,512,0,57,5604580806916,5604580884291,5604580890875,6584,8208,3000,138167,149375
write_tid_threadcount,512,0,58,5604581117666,5604581194833,5604581201333,6500,7875,2750,136208,146833
write_tid_threadcount,512,0,59,5604581422583,5604581491458,5604581498000,6542,8167,2958,119542,130667
write_tid_threadcount,512,0,60,5604581711291,5604581790208,5604581796833,6625,7958,2917,144666,155541
write_tid_threadcount,512,0,61,5604582034583,5604582113166,5604582119708,6542,8209,2916,136667,147792
write_tid_threadcount,512,0,62,5604582339541,5604582409875,5604582416416,6541,8041,2709,118333,129083
write_tid_threadcount,512,0,63,5604582633583,5604582713666,5604582720083,6417,11042,2917,131916,145875
write_tid_threadcount,512,0,64,5604582921458,5604582997166,5604583003625,6459,8084,2833,134833,145750
write_tid_threadcount,512,0,65,5604583226166,5604583302708,5604583309291,6583,8291,2834,130791,141916
write_tid_threadcount,512,0,66,5604583527750,5604583605958,5604583612458,6500,7875,3000,133042,143917
write_tid_threadcount,512,0,67,5604583836541,5604583915333,5604583922041,6708,8041,2875,137834,148750
write_tid_threadcount,512,0,68,5604584142000,5604584220083,5604584226666,6583,7917,2958,137084,147959
write_tid_threadcount,512,0,69,5604584451541,5604584529916,5604584536333,6417,8292,2958,132375,143625
write_tid_threadcount,512,0,70,5604584741166,5604584820708,5604584827291,6583,8041,2959,137708,148708
write_tid_threadcount,512,0,71,5604585056291,5604585133958,5604585140375,6417,7875,2791,130334,141000
write_tid_threadcount,512,0,72,5604585361583,5604585442166,5604585448708,6542,12042,2875,129083,144000
write_tid_threadcount,512,0,73,5604585654208,5604585731291,5604585737875,6584,8084,3166,133250,144500
write_tid_threadcount,512,0,74,5604585954166,5604586032333,5604586038875,6542,8291,2875,135042,146208
write_tid_threadcount,512,0,75,5604586262625,5604586340166,5604586346750,6584,8125,2750,133167,144042
write_tid_threadcount,512,0,76,5604586557458,5604586634125,5604586640750,6625,7209,2500,133500,143209
write_tid_threadcount,512,0,77,5604586854125,5604586929583,5604586936083,6500,7208,2459,131625,141292
write_tid_threadcount,512,0,78,5604587142083,5604587210666,5604587217166,6500,7209,2458,118292,127959
write_tid_threadcount,512,0,79,5604587430333,5604587504416,5604587510958,6542,7709,2666,123875,134250
write_tid_threadcount,512,0,80,5604587790500,5604587871416,5604587878041,6625,7458,2667,135917,146042
write_tid_threadcount,512,0,81,5604588086083,5604588161250,5604588167833,6583,7250,2459,130708,140417
write_tid_threadcount,512,0,82,5604588362666,5604588429500,5604588436000,6500,7208,2500,114958,124666
write_tid_threadcount,512,0,83,5604588631250,5604588705666,5604588712250,6584,7542,2792,130083,140417
write_tid_threadcount,512,0,84,5604588922291,5604588990166,5604588996750,6584,7416,2584,114333,124333
write_tid_threadcount,512,0,85,5604589202541,5604589276708,5604589283208,6500,7333,2625,135042,145000
write_tid_threadcount,512,0,86,5604589498041,5604589570458,5604589576916,6458,7166,2625,174125,183916
write_tid_threadcount,512,0,87,5604589829625,5604589904708,5604589911166,6458,7500,2500,135958,145958
write_tid_threadcount,512,0,88,5604590139750,5604590215333,5604590221791,6458,7250,2500,134750,144500
write_tid_threadcount,512,0,89,5604590443958,5604590518583,5604590525166,6583,7042,2417,135416,144875
write_tid_threadcount,512,0,90,5604590742166,5604590810083,5604590816625,6542,7208,2542,118583,128333
write_tid_threadcount,512,0,91,5604591024625,5604591099291,5604591105916,6625,7750,2583,128625,138958
write_tid_threadcount,512,0,92,5604591322208,5604591392750,5604591399208,6458,7459,2708,117708,127875
write_tid_threadcount,512,0,93,5604591588416,5604591664583,5604591671125,6542,7583,2500,127458,137541
write_tid_threadcount,512,0,94,5604591881250,5604591948916,5604591955333,6417,7375,2542,116791,126708
write_tid_threadcount,512,0,95,5604592167125,5604592244208,5604592250833,6625,7375,2458,136334,146167
write_tid_threadcount,512,0,96,5604592470375,5604592547875,5604592554375,6500,7417,2541,131667,141625
write_tid_threadcount,512,0,97,5604592756250,5604592832583,5604592839125,6542,7292,2500,130125,139917
write_tid_threadcount,512,0,98,5604593052125,5604593122291,5604593128791,6500,7125,2458,119334,128917
write_tid_threadcount,512,0,99,5604593338666,5604593414833,5604593421500,6667,7458,2667,132208,142333
write_tid_threadcount,512,0,100,5604593621708,5604593698500,5604593705041,6541,7542,2667,128583,138792
write_tid_threadcount,512,0,101,5604593921375,5604593996958,5604594003500,6542,7417,2542,133333,143292
write_tid_threadcount,512,0,102,5604594229375,5604594305583,5604594312208,6625,7417,2583,134667,144667
write_tid_threadcount,512,0,103,5604594530000,5604594606083,5604594612750,6667,7292,2458,134459,144209
write_tid_threadcount,512,0,104,5604594830875,5604594906333,5604594912916,6583,7167,2500,134667,144334
write_tid_threadcount,512,0,105,5604595132666,5604595210250,5604595216791,6541,8541,2584,135500,146625
write_tid_threadcount,512,0,106,5604595441208,5604595520250,5604595526958,6708,8250,2375,135459,146084
write_tid_threadcount,512,0,107,5604595747208,5604595824958,5604595831583,6625,8584,2625,128708,139917
write_tid_threadcount,512,0,108,5604596131583,5604596217083,5604596223583,6500,11208,4417,133167,148792
write_tid_threadcount,512,0,109,5604596430500,5604596501375,5604596507833,6458,8500,2667,113291,124458
write_tid_threadcount,512,0,110,5604596707666,5604596786125,5604596792625,6500,8250,2792,126833,137875
write_tid_threadcount,512,0,111,5604597011666,5604597095083,5604597101625,6542,8541,2542,130500,141583
write_tid_threadcount,512,0,112,5604597296833,5604597359541,5604597366125,6584,8459,2708,115208,126375
write_tid_threadcount,512,0,113,5604597565000,5604597618041,5604597624583,6542,7000,2333,98292,107625
write_tid_threadcount,512,0,114,5604597792416,5604597849125,5604597855666,6541,9208,2292,98542,110042
write_tid_threadcount,512,0,115,5604598030458,5604598085125,5604598091500,6375,7000,2209,99583,108792
write_tid_threadcount,512,0,116,5604598275500,5604598335625,5604598342208,6583,7042,2375,112958,122375
write_tid_threadcount,512,0,117,5604598534958,5604598595250,5604598601833,6583,6916,2417,116792,126125
write_tid_threadcount,512,0,118,5604598795375,5604598854750,5604598861375,6625,6959,2291,111459,120709
write_tid_threadcount,512,0,119,5604599042583,5604599097291,5604599103791,6500,7042,2167,100125,109334
write_tid_threadcount,512,0,120,5604599270791,5604599324916,5604599331291,6375,7041,2125,98375,107541
write_tid_threadcount,512,0,121,5604599499083,5604599553375,5604599559791,6416,6792,2083,99500,108375
write_tid_threadcount,512,0,122,5604599727625,5604599782916,5604599789416,6500,7042,2292,99208,108542
write_tid_threadcount,512,0,123,5604599960625,5604600014750,5604600021083,6333,7583,2750,94417,104750
write_tid_threadcount,512,0,124,5604600188208,5604600242791,5604600249291,6500,7125,2250,99041,108416
write_tid_threadcount,512,0,125,5604600428583,5604600482208,5604600488625,6417,7042,2500,99125,108667
write_tid_threadcount,512,0,126,5604600657291,5604600715916,5604600722500,6584,6833,2209,108291,117333
write_tid_threadcount,512,0,127,5604600907583,5604600965958,5604600972375,6417,6875,2250,108541,117666
write_tid_threadcount,512,0,128,5604601156500,5604601217291,5604601223958,6667,8667,2625,115208,126500
write_tid_threadcount,512,0,129,5604601420125,5604601473791,5604601480166,6375,7167,2250,97667,107084
