attempt_idx,phase,idx_within_phase,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
2,measured,33,5577724326875,5577724397500,5577724408833,11333,10666,4167,129833,144666
2,measured,34,5577724488875,5577724559791,5577724566250,6459,10125,3458,158750,172333
2,measured,35,5577724675333,5577724754083,5577724760333,6250,10167,4000,141708,155875
2,measured,36,5577724846583,5577724957750,5577724964708,6958,10500,4042,182250,196792
2,measured,37,5577725068375,5577725182291,5577725189000,6709,11042,4875,184542,200459
2,measured,38,5577725284458,5577725395250,5577725401791,6541,10208,4000,184250,198458
2,measured,39,5577725498083,5577725611041,5577725617666,6625,10917,4083,200167,215167
3,calibration,0,5582736012458,5582744230666,5582744240291,9625,117250,19666,8253834,8390750
3,calibration,1,5582744500416,5582744986041,5582744995083,9042,40500,10125,561250,611875
3,calibration,2,5582745139250,5582745535583,5582745544541,8958,15958,5875,486958,508791
3,calibration,3,5582745706500,5582746110125,5582746119000,8875,28042,9666,474500,512208
3,calibration,4,5582746241208,5582746616541,5582746625708,9167,13834,6083,460208,480125
3,calibration,5,5582746751541,5582747131000,5582747140125,9125,18750,6708,455750,481208
3,calibration,6,5582747259458,5582747654708,5582747663708,9000,13458,5292,476208,494958
3,calibration,7,5582747777375,5582748171250,5582748180291,9041,14500,5667,493166,513333
3,calibration,8,5582748309375,5582748663541,5582748672291,8750,13583,5250,445417,464250
3,calibration,9,5582748794875,5582749183125,5582749191958,8833,12458,4834,473208,490500
3,measured,0,5582749312500,5582749714000,5582749723291,9291,13208,5792,485250,504250
3,measured,1,5582749836583,5582750231958,5582750240958,9000,13542,5083,464875,483500
3,measured,2,5582750339583,5582750442500,5582750448916,6416,12000,5084,156416,173500
3,measured,3,5582750533375,5582750835166,5582750844041,8875,12291,4667,374625,391583
3,measured,4,5582750975458,5582751334875,5582751343666,8791,29125,10667,427792,467584
3,measured,5,5582751474208,5582751817041,5582751825166,8125,18083,6917,418875,443875
3,measured,6,5582751938708,5582752053500,5582752060208,6708,12334,4541,179792,196667
3,measured,7,5582752153500,5582752458541,5582752467041,8500,12750,4500,383750,401000
3,measured,8,5582752574541,5582752692875,5582752699750,6875,11917,4833,211125,227875
3,measured,9,5582752821291,5582753189250,5582753197000,7750,17125,4584,451791,473500
3,measured,10,5582753312041,5582753411083,5582753418000,6917,12459,4625,159833,176917
3,measured,11,5582753537291,5582753847875,5582753863666,15791,25417,7375,401666,434458
3,measured,12,5582754003625,5582754083083,5582754109625,26542,10791,3792,161875,176458
3,measured,13,5582754197125,5582754389791,5582754396375,6584,10958,4375,234334,249667
3,measured,14,5582754466125,5582754549083,5582754555708,6625,12375,4125,130083,146583
3,measured,15,5582754636875,5582754721000,5582754727208,6208,13166,4584,126375,144125
3,measured,16,5582754797541,5582754877625,5582754884333,6708,10917,3958,155292,170167
3,measured,17,5582754986583,5582755096750,5582755103541,6791,11667,3875,181208,196750
3,measured,18,5582755199958,5582755309541,5582755316083,6542,10625,4000,183750,198375
3,measured,19,5582755425791,5582755549291,5582755555833,6542,16791,5834,196541,219166
3,measured,20,5582755665000,5582755779458,5582755786291,6833,11208,3834,196291,211333
3,measured,21,5582755899958,5582756017083,5582756023666,6583,11084,3958,201500,216542
3,measured,22,5582756134958,5582756248833,5582756255833,7000,10500,3959,197000,211459
3,measured,23,5582756375041,5582756490250,5582756496916,6666,11291,3875,195625,210791
3,measured,24,5582756605291,5582756717958,5582756724958,7000,10000,3750,196500,210250
3,measured,25,5582756834416,5582756948375,5582756955208,6833,10541,3875,195917,210333
3,measured,26,5582757064125,5582757179250,5582757185833,6583,10833,3709,198875,213417
3,measured,27,5582757296375,5582757408958,5582757415541,6583,10666,3792,199417,213875
3,measured,28,5582757527833,5582757640541,5582757647291,6750,10042,3875,203750,217667
3,measured,29,5582757767708,5582757875333,5582757882250,6917,11292,3958,192959,208209
3,measured,30,5582757995166,5582758382791,5582758391125,8334,9791,3917,471458,485166
3,measured,31,5582758497958,5582758604250,5582758610958,6708,10542,3958,167667,182167
3,measured,32,5582758699041,5582758779291,5582758785958,6667,10709,4000,127750,142459
3,measured,33,5582758860541,5582758973625,5582758980458,6833,10084,3541,207459,221084
3,measured,34,5582759099916,5582759217375,5582759224041,6666,10083,4167,212166,226416
3,measured,35,5582759345458,5582759465666,5582759472333,6667,11208,4000,203042,218250
3,measured,36,5582759582833,5582759695541,5582759702708,7167,9833,3875,201584,215292
3,measured,37,5582759816750,5582759927958,5582759934750,6792,10459,3750,194791,209000
3,measured,38,5582760044416,5582760159500,5582760166416,6916,10542,3917,209708,224167
3,measured,39,5582760287208,5582760402833,5582760409500,6667,10250,4000,210500,224750
4,calibration,0,5587767565125,5587775643750,5587775654500,10750,120959,19500,8081000,8221459
4,calibration,1,5587775867958,5587775986750,5587775993250,6500,28083,7500,171292,206875
4,calibration,2,5587776102083,5587776204125,5587776210958,6833,13834,5416,154292,173542
4,calibration,3,5587776297833,5587776405916,5587776416291,10375,12333,5042,204500,221875
4,calibration,4,5587776541083,5587776665500,5587776672583,7083,13542,5208,220542,239292
4,calibration,5,5587776800833,5587776920166,5587776926333,6167,30167,5417,162666,198250
4,calibration,6,5587777052541,5587777160000,5587777166500,6500,28000,8833,137833,174666
4,calibration,7,5587777259875,5587777354125,5587777360541,6416,17417,5833,161750,185000
4,calibration,8,5587777468458,5587777558958,5587777565208,6250,13958,4959,140458,159375
4,calibration,9,5587777648541,5587777754833,5587777761333,6500,12833,4375,199917,217125
4,measured,0,5587777885875,5587778008916,5587778016208,7292,12958,5125,222458,240541
4,measured,1,5587778146916,5587778266583,5587778273166,6583,13042,5583,195792,214417
4,measured,2,5587778409500,5587778535041,5587778541375,6334,27375,10625,163083,201083
4,measured,3,5587778628833,5587778709791,5587778715958,6167,10167,3833,136333,150333
4,measured,4,5587778821416,5587778956166,5587778963208,7042,23583,7834,211625,243042
4,measured,5,5587779087083,5587779192625,5587779199208,6583,12459,4750,295166,312375
4,measured,6,5587779418166,5587779502666,5587779508875,6209,11000,3875,159959,174834
4,measured,7,5587779611208,5587779729958,5587779736416,6458,12125,4042,202292,218459
4,measured,8,5587779847041,5587779963625,5587779970458,6833,10583,4375,193292,208250
4,measured,9,5587780072125,5587780185458,5587780192083,6625,10042,3958,200375,214375
4,measured,10,5587780303416,5587780420708,5587780427750,7042,10541,3792,197083,211416
4,measured,11,5587780531708,5587780645666,5587780652208,6542,10209,3958,193667,207834
4,measured,12,5587780757208,5587780875791,5587780882875,7084,10417,3875,196542,210834
4,measured,13,5587780984916,5587781098166,5587781104958,6792,9875,4084,191375,205334
4,measured,14,5587781207416,5587781325666,5587781332458,6792,10583,3958,192917,207458
4,measured,15,5587781435916,5587781548791,5587781555416,6625,10208,4167,188583,202958
4,measured,16,5587781655791,5587781772958,5587781779750,6792,10208,3833,196209,210250
4,measured,17,5587781883291,5587781996833,5587782003708,6875,10167,4208,195875,210250
4,measured,18,5587782110583,5587782225708,5587782232333,6625,10333,3750,193834,207917
4,measured,19,5587782335166,5587782450041,5587782456666,6625,10000,4459,192541,207000
4,measured,20,5587782558875,5587782673166,5587782680083,6917,10083,3709,192250,206042
4,measured,21,5587782785375,5587782897708,5587782904416,6708,10250,3542,185583,199375
4,measured,22,5587782998333,5587783115416,5587783122041,6625,9958,3917,209583,223458
4,measured,23,5587783238750,5587783353125,5587783359750,6625,10042,4041,195209,209292
4,measured,24,5587783465041,5587783578666,5587783585458,6792,10459,3708,192083,206250
4,measured,25,5587783688625,5587783801666,5587783808333,6667,10083,3709,192750,206542
4,measured,26,5587783911750,5587784024041,5587784030708,6667,10083,3750,209709,223542
4,measured,27,5587784151958,5587784265250,5587784271833,6583,10209,3708,186583,200500
4,measured,28,5587784369083,5587784483833,5587784490750,6917,10584,3833,190625,205042
4,measured,29,5587784590750,5587784702541,5587784709333,6792,9917,3708,196500,210125
4,measured,30,5587784821416,5587784934333,5587784940791,6458,10125,3667,200667,214459
4,measured,31,5587785052250,5587785166916,5587785173541,6625,10375,4167,195208,209750
4,measured,32,5587785278500,5587785392083,5587785398750,6667,10750,3875,190292,204917
4,measured,33,5587785503875,5587785618166,5587785624750,6584,10250,3875,196667,210792
4,measured,34,5587785730666,5587785842833,5587785849500,6667,10084,3625,191041,204750
4,measured,35,5587785951875,5587786074791,5587786081416,6625,20417,3750,197666,221833
4,measured,36,5587786190666,5587786305625,5587786312500,6875,10125,3666,188709,202500
4,measured,37,5587786411458,5587786523041,5587786529833,6792,10584,3541,193167,207292
4,measured,38,5587786637458,5587786751208,5587786757750,6542,10417,4041,196917,211375
4,measured,39,5587786862958,5587786936625,5587786943416,6791,10042,3708,151042,164792
