axis,complexity_level,sweep_idx,probe_idx_within_burst,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
write_tid_threadcount,128,0,7,135239912150833,135239912313875,135239912322083,8208,29542,11291,216500,257333
write_tid_threadcount,128,0,8,135239912449250,135239912599458,135239912607541,8083,27209,10958,211458,249625
write_tid_threadcount,128,0,9,135239912742333,135239913116250,135239913124416,8166,29459,125958,360500,515917
write_tid_threadcount,192,0,0,135242042935250,135242049409041,135242049428916,19875,342208,59583,6380709,6782500
write_tid_threadcount,192,0,1,135242050039333,135242050539791,135242050549541,9750,103916,61292,482083,647291
write_tid_threadcount,192,0,2,135242050772458,135242051083416,135242051093166,9750,50709,21000,407750,479459
write_tid_threadcount,192,0,3,135242051326666,135242051590291,135242051599458,9167,49542,18750,439750,508042
write_tid_threadcount,192,0,4,135242051955833,135242052275666,135242052285416,9750,67250,21833,387083,476166
write_tid_threadcount,192,0,5,135242052513208,135242052854000,135242052863625,9625,119833,19833,356084,495750
write_tid_threadcount,192,0,6,135242053084166,135242053349041,135242053358750,9709,49250,19291,343375,411916
write_tid_threadcount,192,0,7,135242053569666,135242053781750,135242053790958,9208,47208,19042,296375,362625
write_tid_threadcount,192,0,8,135242054006750,135242054329625,135242054339375,9750,47875,20083,398167,466125
write_tid_threadcount,192,0,9,135242054543333,135242054810125,135242054819833,9708,46375,20250,347959,414584
write_tid_threadcount,256,0,0,135244289853041,135244298125041,135244298141166,16125,1015959,65041,7432125,8513125
write_tid_threadcount,256,0,1,135244298594875,135244298993458,135244299003291,9833,97500,27584,428708,553792
write_tid_threadcount,256,0,2,135244299221500,135244299488375,135244299497958,9583,42708,19625,349542,411875
write_tid_threadcount,256,0,3,135244299728375,135244299965750,135244299975541,9791,38083,14917,326000,379000
write_tid_threadcount,256,0,4,135244300161458,135244300413458,135244300423041,9583,35000,14750,343000,392750
write_tid_threadcount,256,0,5,135244300608875,135244300849666,135244300858916,9250,34458,17250,330500,382208
write_tid_threadcount,256,0,6,135244301044125,135244301264166,135244301273708,9542,35083,13750,305875,354708
write_tid_threadcount,256,0,7,135244301450041,135244301661875,135244301671625,9750,34209,13666,300459,348334
write_tid_threadcount,256,0,8,135244301848333,135244302033000,135244302042333,9333,32875,14417,279583,326875
write_tid_threadcount,256,0,9,135244302226791,135244302492750,135244302502208,9458,35416,14167,351000,400583
write_tid_threadcount,384,0,0,135246515328416,135246521344833,135246521360583,15750,335167,64917,5866000,6266084
write_tid_threadcount,384,0,1,135246521864583,135246522265708,135246522275291,9583,86084,21291,434500,541875
write_tid_threadcount,384,0,2,135246522477625,135246522733416,135246522742666,9250,43375,16625,1275542,1335542
write_tid_threadcount,384,0,3,135246524084125,135246524595791,135246524605625,9834,85875,39083,553584,678542
write_tid_threadcount,384,0,4,135246524824875,135246525052958,135246525062750,9792,42208,14958,305375,362541
write_tid_threadcount,384,0,5,135246525292083,135246525512375,135246525522166,9791,37375,13917,303083,354375
write_tid_threadcount,384,0,6,135246525702583,135246525891375,135246525900000,8625,34667,14625,299708,349000
write_tid_threadcount,384,0,7,135246526120083,135246526398041,135246526407333,9292,53416,19917,363167,436500
write_tid_threadcount,384,0,8,135246526635500,135246526944916,135246526954458,9542,52292,18667,389958,460917
write_tid_threadcount,384,0,9,135246527194125,135246527480750,135246527490291,9541,61708,17708,382625,462041
write_tid_threadcount,512,0,0,135248758381125,135248768060791,135248768076625,15834,431375,67666,9530542,10029583
write_tid_threadcount,512,0,1,135248768664375,135248769213916,135248769223583,9667,174709,34416,523292,732417
write_tid_threadcount,512,0,2,135248769477625,135248769787500,135248769797208,9708,52500,22833,411709,487042
write_tid_threadcount,512,0,3,135248770041208,135248770327875,135248770337375,9500,49333,20708,372000,442041
write_tid_threadcount,512,0,4,135248770580333,135248770852333,135248770862041,9708,58041,20750,343709,422500
write_tid_threadcount,512,0,5,135248771083041,135248771355375,135248771365000,9625,50250,19667,356750,426667
write_tid_threadcount,512,0,6,135248771585291,135248771847416,135248771857125,9709,46667,19916,443792,510375
write_tid_threadcount,512,0,7,135248772234208,135248772513541,135248772523416,9875,52208,18792,365958,436958
write_tid_threadcount,512,0,8,135248772746375,135248773085375,135248773094625,9250,79083,19917,405708,504708
write_tid_threadcount,512,0,9,135248773331541,135248773647416,135248773656666,9250,49958,20375,447792,518125
write_tid_threadcount,768,0,0,135250995879291,135250998418541,135250998430166,11625,187750,36042,2528000,2751792
write_tid_threadcount,768,0,1,135250998756000,135250999102875,135250999110958,8083,61458,18500,378917,458875
write_tid_threadcount,768,0,2,135250999275333,135250999465958,135250999474166,8208,39875,15083,244958,299916
write_tid_threadcount,768,0,3,135250999630708,135250999807166,135250999815208,8042,35542,13667,234916,284125
write_tid_threadcount,768,0,4,135250999968500,135251000136333,135251000144541,8208,34375,13541,274542,322458
write_tid_threadcount,768,0,5,135251000368375,135251000584916,135251000592750,7834,45750,20208,264250,330208
write_tid_threadcount,768,0,6,135251000789125,135251003729416,135251003740750,11334,2432333,21083,631000,3084416
write_tid_threadcount,768,0,7,135251003969833,135251004146958,135251004154958,8000,41833,13000,358209,413042
write_tid_threadcount,768,0,8,135251004432208,135251004603208,135251004611041,7833,33458,10667,246667,290792
write_tid_threadcount,768,0,9,135251004776791,135251004969041,135251004977041,8000,26708,10209,414333,451250
write_tid_threadcount,1024,0,0,135253166838916,135253169785791,135253169797625,11834,189250,36209,2893541,3119000
write_tid_threadcount,1024,0,1,135253170112500,135253170387458,135253170396208,8750,67541,23125,322459,413125
write_tid_threadcount,1024,0,2,135253170604291,135253170824500,135253170833333,8833,50250,21333,274708,346291
write_tid_threadcount,1024,0,3,135253171021333,135253171212375,135253171223333,10958,46708,18125,435000,499833
write_tid_threadcount,1024,0,4,135253171652958,135253171876208,135253171884833,8625,57583,18750,332792,409125
write_tid_threadcount,1024,0,5,135253172149000,135253172391458,135253172400291,8833,54875,20875,371750,447500
write_tid_threadcount,1024,0,6,135253172709583,135253172990166,135253172998208,8042,79125,20584,432458,532167
write_tid_threadcount,1024,0,7,135253173316458,135253173676791,135253173684750,7959,177708,23542,295583,496833
write_tid_threadcount,1024,0,8,135253173897958,135253174122583,135253174130666,8083,51292,22166,271250,344708
write_tid_threadcount,1024,0,9,135253174304791,135253174498041,135253174505916,7875,34042,13625,251833,299500
write_tid_threadcount,1536,0,0,135255351505791,135255358846375,135255358861958,15583,440125,404791,6816667,7661583
write_tid_threadcount,1536,0,1,135255359418000,135255359838958,135255359848708,9750,90208,21458,437750,549416
write_tid_threadcount,1536,0,2,135255360019125,135255360252125,135255360262041,9916,30834,11375,316041,358250
write_tid_threadcount,1536,0,3,135255360423083,135255360624083,135255360633333,9250,28125,10334,288208,326667
write_tid_threadcount,1536,0,4,135255360787750,135255360937166,135255360945541,8375,24791,9292,226000,260083
write_tid_threadcount,1536,0,5,135255361133208,135255361337958,135255361347166,9208,23666,9834,297875,331375
write_tid_threadcount,1536,0,6,135255361501166,135255361650750,135255361659166,8416,22417,9000,226500,257917
write_tid_threadcount,1536,0,7,135255361808666,135255361998625,135255362008083,9458,30125,10750,243334,284209
write_tid_threadcount,1536,0,8,135255362132625,135255362281791,135255362290250,8459,26792,9875,202166,238833
write_tid_threadcount,1536,0,9,135255362407916,135255362547750,135255362556250,8500,24167,9333,190792,224292
write_tid_threadcount,2048,0,0,135257589124083,135257596043958,135257596059500,15542,273500,46166,6901125,7220791
write_tid_threadcount,2048,0,1,135257596663375,135257597216541,135257597226125,9584,157084,32958,625458,815500
write_tid_threadcount,2048,0,2,135257597561083,135257598027500,135257598036708,9208,164209,54166,381709,600084
write_tid_threadcount,2048,0,3,135257598253375,135257598525000,135257598534333,9333,57958,20917,351750,430625
write_tid_threadcount,2048,0,4,135257598764166,135257599052333,135257599061333,9000,53500,20583,372208,446291
write_tid_threadcount,2048,0,5,135257599293333,135257599539625,135257599548916,9291,53375,20833,329167,403375
write_tid_threadcount,2048,0,6,135257599773208,135257600055458,135257600064916,9458,50875,18708,355125,424708
write_tid_threadcount,2048,0,7,135257600278458,135257600551541,135257600560791,9250,53541,21084,348583,423208
write_tid_threadcount,2048,0,8,135257600776041,135257601037708,135257601046750,9042,50250,18917,330541,399708
write_tid_threadcount,2048,0,9,135257601248916,135257601504875,135257601514166,9291,49041,18542,331083,398666
write_tid_threadcount,4096,0,0,135259847216291,135259854615833,135259854631791,15958,379917,56833,7233042,7669792
write_tid_threadcount,4096,0,1,135259855332291,135259856169791,135259856178500,8709,119583,34625,2684750,2838958
write_tid_threadcount,4096,0,2,135259858330875,135259859037708,135259859053416,15708,87333,33333,785167,905833
write_tid_threadcount,4096,0,3,135259859287750,135259859519041,135259859528250,9209,33292,13083,304542,350917
write_tid_threadcount,4096,0,4,135259859695083,135259859963458,135259859972958,9500,36042,14458,336625,387125
write_tid_threadcount,4096,0,5,135259860133541,135259860383000,135259860392375,9375,32292,13541,333042,378875
write_tid_threadcount,4096,0,6,135259860562708,135259860785791,135259860795250,9459,32042,12125,297125,341292
write_tid_threadcount,4096,0,7,135259860949541,135259861115791,135259861123833,8042,29584,12458,229917,271959
write_tid_threadcount,4096,0,8,135259861267625,135259861479791,135259861489291,9500,29583,11959,292416,333958
write_tid_threadcount,4096,0,9,135259861648583,135259861993375,135259862002500,9125,31375,12500,429583,473458
write_tid_threadcount,8192,0,0,135262099057541,135262103885166,135262103905958,20792,169667,26042,4864333,5060042
write_tid_threadcount,8192,0,1,135262104385958,135262104811625,135262104821208,9583,137750,27791,388042,553583
write_tid_threadcount,8192,0,2,135262104989333,135262105228791,135262105238041,9250,27750,10625,327292,365667
write_tid_threadcount,8192,0,3,135262105398125,135262105667250,135262105676916,9666,49959,10166,330042,390167
write_tid_threadcount,8192,0,4,135262105831000,135262106021125,135262106030791,9666,26417,9875,267708,304000
write_tid_threadcount,8192,0,5,135262106171833,135262106336541,135262106345000,8459,23958,11458,242125,277541
write_tid_threadcount,8192,0,6,135262106495750,135262106660791,135262106670291,9500,23708,9917,263750,297375
write_tid_threadcount,8192,0,7,135262106833291,135262107043000,135262107052541,9541,24458,25334,349416,399208
write_tid_threadcount,8192,0,8,135262107289458,135262107506625,135262107515833,9208,24708,14334,306458,345500
write_tid_threadcount,8192,0,9,135262107683791,135262107908166,135262107918041,9875,29375,11208,306500,347083
write_tid_threadcount,16384,0,0,135264352672583,135264357998041,135264358011166,13125,401583,57542,5048292,5507417
write_tid_threadcount,16384,0,1,135264358397708,135264358802958,135264358810416,7458,83625,22167,419625,525417
write_tid_threadcount,16384,0,2,135264358979083,135264359148625,135264359155166,6541,32542,12625,219083,264250
write_tid_threadcount,16384,0,3,135264359325416,135264359536166,135264359543625,7459,25917,9583,304750,340250
write_tid_threadcount,16384,0,4,135264359725958,135264359926500,135264359933875,7375,38375,16042,282250,336667
write_tid_threadcount,16384,0,5,135264360119625,135264360364541,135264360371916,7375,36042,17417,327166,380625
write_tid_threadcount,16384,0,6,135264360554375,135264360798708,135264360806333,7625,34292,14083,325334,373709
write_tid_threadcount,16384,0,7,135264360981000,135264361222041,135264361229625,7584,33583,15083,312334,361000
write_tid_threadcount,16384,0,8,135264361395000,135264361621500,135264361628375,6875,32792,14958,325958,373708
write_tid_threadcount,16384,0,9,135264361827458,135264362075166,135264362082750,7584,35292,13791,331125,380208
write_tid_threadcount,32768,0,0,135266617414875,135266621972541,135266621992875,20334,284375,38625,4450167,4773167
write_tid_threadcount,32768,0,1,135266622347750,135266622661333,135266622670708,9375,60625,16208,359375,436208
write_tid_threadcount,32768,0,2,135266626034125,135266626997916,135266627013500,15584,84542,26083,1039792,1150417
write_tid_threadcount,32768,0,3,135266627460500,135266627735291,135266627745000,9709,45458,13250,485250,543958
write_tid_threadcount,32768,0,4,135266628060000,135266628297333,135266628307083,9750,32042,12000,315750,359792
write_tid_threadcount,32768,0,5,135266628634958,135266628987708,135266628996833,9125,37083,11375,421584,470042
write_tid_threadcount,32768,0,6,135266629149583,135266629315583,135266629324416,8833,26666,9542,264417,300625
write_tid_threadcount,32768,0,7,135266629488958,135266629667041,135266629676541,9500,24917,9666,240459,275042
write_tid_threadcount,32768,0,8,135266629799583,135266629959458,135266629968458,9000,22666,8750,251750,283166
write_tid_threadcount,32768,0,9,135266630119125,135266630409875,135266630419166,9291,104917,10458,302584,417959
write_tid_threadcount,65536,0,0,135268926860750,135268934568333,135268934587666,19333,415000,67917,7522167,8005084
write_tid_threadcount,65536,0,1,135268935164083,135268935613208,135268935622500,9292,105208,32500,489167,626875
write_tid_threadcount,65536,0,2,135268935852583,135268936037958,135268936046625,8667,37125,14417,284416,335958
write_tid_threadcount,65536,0,3,135268936261583,135268936530166,135268936539666,9500,45208,16709,342250,404167
write_tid_threadcount,65536,0,4,135268936723416,135268937012458,135268937022166,9708,102000,16792,306291,425083
write_tid_threadcount,65536,0,5,135268937205791,135268937388208,135268937396500,8292,36292,14000,278708,329000
write_tid_threadcount,65536,0,6,135268937591500,135268937865583,135268937875000,9417,37542,42583,331417,411542
write_tid_threadcount,65536,0,7,135268938067583,135268938294666,135268938304416,9750,36875,14000,513000,563875
write_tid_threadcount,65536,0,8,135268939089500,135268939375625,135268939385458,9833,32084,12000,519041,563125
write_tid_threadcount,65536,0,9,135268939768708,135268940604375,135268940613125,8750,46375,17583,959792,1023750
write_tid_threadcount,131072,0,0,135271202059291,135271205604916,135271205618541,13625,169584,33750,3546750,3750084
write_tid_threadcount,131072,0,1,135271205968250,135271206275250,135271206283375,8125,81792,25333,477917,585042
write_tid_threadcount,131072,0,2,135271206634333,135271207031708,135271207039750,8042,97375,23000,526625,647000
write_tid_threadcount,131072,0,3,135271207341166,135271207509875,135271207518083,8208,31459,11708,239375,282542
write_tid_threadcount,131072,0,4,135271207658083,135271207955916,135271207964291,8375,139583,14125,258875,412583
write_tid_threadcount,131072,0,5,135271208121791,135271208304208,135271208312083,7875,33542,13458,243875,290875
write_tid_threadcount,131072,0,6,135271208462916,135271208654791,135271208663083,8292,70000,10083,212708,292791
write_tid_threadcount,131072,0,7,135271208788333,135271208929166,135271208937333,8167,21125,9375,211375,241875
write_tid_threadcount,131072,0,8,135271209073208,135271209216458,135271209224458,8000,25833,9833,210167,245833
write_tid_threadcount,131072,0,9,135271209373958,135271209509833,135271209518041,8208,21458,8917,210500,240875
write_tid_threadcount,262144,0,0,135273392998541,135273399178333,135273399199166,20833,335250,75459,6102291,6513000
write_tid_threadcount,262144,0,1,135273399725750,135273400120083,135273400129541,9458,83708,27292,422500,533500
write_tid_threadcount,262144,0,2,135273400321583,135273400541458,135273400551500,10042,40709,14208,295333,350250
write_tid_threadcount,262144,0,3,135273400730666,135273400917958,135273400926666,8708,36000,14166,272042,322208
write_tid_threadcount,262144,0,4,135273401111708,135273401336208,135273401345833,9625,35542,13875,309125,358542
write_tid_threadcount,262144,0,5,135273401523666,135273401909208,135273401919000,9792,150250,12834,352833,515917
write_tid_threadcount,262144,0,6,135273402150708,135273402357958,135273402367625,9667,37000,14041,282584,333625
write_tid_threadcount,262144,0,7,135273402544000,135273402721333,135273402732458,11125,35125,15166,279542,329833
write_tid_threadcount,262144,0,8,135273402927916,135273403151791,135273403161583,9792,35792,14792,307291,357875
write_tid_threadcount,262144,0,9,135273403337708,135273403575000,135273403584416,9416,34250,14000,323875,372125
write_tid_threadcount,524288,0,0,135275719322125,135275726403333,135275726418708,15375,329584,67708,6962083,7359375
write_tid_threadcount,524288,0,1,135275726927833,135275727391541,135275727400291,8750,141209,29500,428458,599167
write_tid_threadcount,524288,0,2,135275727595958,135275727843916,135275727853166,9250,41041,14917,333292,389250
write_tid_threadcount,524288,0,3,135275728048291,135275728292666,135275728301958,9292,39209,14541,327209,380959
write_tid_threadcount,524288,0,4,135275728485500,135275728714583,135275728724083,9500,36459,14541,298375,349375
write_tid_threadcount,524288,0,5,135275728890625,135275729095875,135275729105375,9500,35708,13500,274125,323333
write_tid_threadcount,524288,0,6,135275729270666,135275729487083,135275729495625,8542,71417,12833,287084,371334
write_tid_threadcount,524288,0,7,135275729714666,135275729968583,135275729978250,9667,46917,15833,318459,381209
write_tid_threadcount,524288,0,8,135275730158666,135275730398791,135275730408250,9459,37625,13875,336416,387916
write_tid_threadcount,524288,0,9,135275730606708,135275730850625,135275730860125,9500,39250,13333,336917,389500
write_tid_threadcount,1048576,0,0,135278073268791,135278079938166,135278079957541,19375,367417,143375,6486208,6997000
write_tid_threadcount,1048576,0,1,135278080436500,135278081023125,135278081032000,8875,86041,25000,625000,736041
write_tid_threadcount,1048576,0,2,135278081239583,135278081464916,135278081473875,8959,45833,13125,293292,352250
write_tid_threadcount,1048576,0,3,135278081644458,135278081851833,135278081861041,9208,33625,12667,275750,322042
write_tid_threadcount,1048576,0,4,135278082013375,135278082223125,135278082232500,9375,28791,14125,282875,325791
write_tid_threadcount,1048576,0,5,135278082388875,135278082557833,135278082566208,8375,32000,12750,231000,275750
write_tid_threadcount,1048576,0,6,135278082711375,135278082857541,135278082868916,11375,29125,11500,247875,288500
write_tid_threadcount,1048576,0,7,135278083043291,135278083241500,135278083251041,9541,27416,11000,290500,328916
write_tid_threadcount,1048576,0,8,135278083414791,135278083592958,135278083602041,9083,26750,11500,263292,301542
write_tid_threadcount,1048576,0,9,135278083758166,135278083922833,135278083931083,8250,27958,10417,226167,264542
write_tid_threadcount,8388608,0,0,135280451556625,135280455715833,135280455727541,11708,1389375,34000,4220584,5643959
write_tid_threadcount,8388608,0,1,135280457788958,135280458305333,135280458316083,10750,102125,15542,630416,748083
write_tid_threadcount,8388608,0,2,135280458655250,135280458911625,135280458919666,8041,61750,25042,294083,380875
write_tid_threadcount,8388608,0,3,135280459113583,135280459374166,135280459382208,8042,53584,19458,366708,439750
write_tid_threadcount,8388608,0,4,135280459643291,135280459866166,135280459874375,8209,62708,21167,259208,343083
write_tid_threadcount,8388608,0,5,135280460058291,135280460259833,135280460267916,8083,50417,19208,231583,301208
write_tid_threadcount,8388608,0,6,135280460430083,135280460616916,135280460625000,8084,47583,20750,234750,303083
write_tid_threadcount,8388608,0,7,135280460815291,135280461017166,135280461025416,8250,51666,18875,295834,366375
write_tid_threadcount,8388608,0,8,135280461250916,135280461441125,135280461449208,8083,45166,17292,232542,295000
write_tid_threadcount,8388608,0,9,135280461614541,135280461796375,135280461804333,7958,44333,17458,220292,282083
fma_loop_iters,16,0,0,135283018551833,135283025129458,135283025149125,19667,405083,76583,6394917,6876583
fma_loop_iters,16,0,1,135283025792333,135283026241166,135283026251083,9917,109125,31709,466291,607125
fma_loop_iters,16,0,2,135283026482083,135283026755250,135283026765125,9875,52042,20041,350959,423042
fma_loop_iters,16,0,3,135283026982666,135283027198875,135283027207500,8625,50375,17541,333125,401041
fma_loop_iters,16,0,4,135283027458083,135283027722000,135283027731833,9833,47375,18375,348416,414166
fma_loop_iters,16,0,5,135283027945208,135283028175375,135283028185083,9708,48625,18541,307750,374916
fma_loop_iters,16,0,6,135283028394625,135283028634625,135283028644250,9625,47000,19625,323167,389792
fma_loop_iters,16,0,7,135283028857791,135283029094000,135283029103625,9625,46667,19125,319291,385083
fma_loop_iters,16,0,8,135283029313958,135283029630791,135283029640666,9875,45875,21375,383625,450875
fma_loop_iters,16,0,9,135283029818583,135283030041750,135283030051458,9708,34583,16292,430000,480875
fma_loop_iters,32,0,0,135285254064208,135285260606041,135285260626666,20625,311208,63500,6482625,6857333
fma_loop_iters,32,0,1,135285261189666,135285261630083,135285261640000,9917,106625,29417,464042,600084
fma_loop_iters,32,0,2,135285261889916,135285262185666,135285262195458,9792,61959,22000,368250,452209
fma_loop_iters,32,0,3,135285262474041,135285262865625,135285262875541,9916,172750,20625,356167,549542
fma_loop_iters,32,0,4,135285263097791,135285263345166,135285263354833,9667,48792,18125,505708,572625
fma_loop_iters,32,0,5,135285263744750,135285263996458,135285264005875,9417,48500,19166,538584,606250
fma_loop_iters,32,0,6,135285264449291,135285264690916,135285264700625,9709,51667,19125,328791,399583
fma_loop_iters,32,0,7,135285264932875,135285265158750,135285265168458,9708,47708,18250,302084,368042
fma_loop_iters,32,0,8,135285265385708,135285265657791,135285265667333,9542,53584,19791,354084,427459
fma_loop_iters,32,0,9,135285265886291,135285266117625,135285266127416,9791,47458,18250,315708,381416
fma_loop_iters,64,0,0,135287490558166,135287497976166,135287497992708,16542,384625,71583,7414792,7871000
fma_loop_iters,64,0,1,135287498703291,135287499357791,135287499366750,8959,162417,35125,652083,849625
fma_loop_iters,64,0,2,135287499653000,135287499952000,135287499961541,9541,58500,22666,372375,453541
fma_loop_iters,64,0,3,135287500186958,135287500459250,135287500468958,9708,50000,20084,354708,424792
fma_loop_iters,64,0,4,135287500696250,135287500984375,135287500993875,9500,55667,20958,354917,431542
fma_loop_iters,64,0,5,135287501252041,135287501509708,135287501519416,9708,41083,17209,335125,393417
fma_loop_iters,64,0,6,135287501710791,135287501929208,135287501938166,8958,39292,16375,295583,351250
fma_loop_iters,64,0,7,135287502124500,135287502313666,135287502322958,9292,37416,15042,270583,323041
fma_loop_iters,64,0,8,135287502508083,135287502729916,135287502738916,9000,37875,14542,463750,516167
fma_loop_iters,64,0,9,135287503097416,135287503741583,135287503750291,8708,47250,340125,4989333,5376708
fma_loop_iters,96,0,0,135289680611083,135289686857750,135289686873916,16166,314792,79750,6223041,6617583
fma_loop_iters,96,0,1,135289687468708,135289687899333,135289687909041,9708,112667,31458,439375,583500
fma_loop_iters,96,0,2,135289688257208,135289688553583,135289688563291,9708,66500,23750,355625,445875
fma_loop_iters,96,0,3,135289688783791,135289689063666,135289689073291,9625,55250,19417,368042,442709
fma_loop_iters,96,0,4,135289689316541,135289689595166,135289689604833,9667,56208,20167,651291,727666
fma_loop_iters,96,0,5,135289690132833,135289690545666,135289690554625,8959,57292,22917,501875,582084
fma_loop_iters,96,0,6,135289690805708,135289691085791,135289691095833,10042,57000,22000,361750,440750
fma_loop_iters,96,0,7,135289691385291,135289691660291,135289691670125,9834,51625,19666,355584,426875
fma_loop_iters,96,0,8,135289691886875,135289692107166,135289692117041,9875,47000,17584,306958,371542
fma_loop_iters,96,0,9,135289692329833,135289692534375,135289692542958,8583,47167,18000,288208,353375
fma_loop_iters,128,0,0,135291919127833,135291925847083,135291925863791,16708,333625,48667,6643542,7025834
fma_loop_iters,128,0,1,135291926472416,135291926905500,135291926915291,9791,105333,31084,489041,625458
fma_loop_iters,128,0,2,135291927180958,135291927428083,135291927437625,9542,52042,19042,324375,395459
fma_loop_iters,128,0,3,135291927672291,135291927973541,135291927983416,9875,61125,21125,373541,455791
fma_loop_iters,128,0,4,135291928207083,135291928459416,135291928469041,9625,50708,19709,334916,405333
fma_loop_iters,128,0,5,135291928687458,135291928948708,135291928958083,9375,48208,18833,356917,423958
fma_loop_iters,128,0,6,135291929294458,135291929543000,135291929552750,9750,48750,17625,335083,401458
fma_loop_iters,128,0,7,135291929770750,135291930012916,135291930022708,9792,46083,17167,345750,409000
fma_loop_iters,128,0,8,135291930252750,135291930509708,135291930519000,9292,50542,18333,394750,463625
fma_loop_iters,128,0,9,135291930808708,135291931061125,135291931070833,9708,49542,19708,623375,692625
fma_loop_iters,192,0,0,135294149851125,135294158517875,135294158533708,15833,353458,127750,8426584,8907792
fma_loop_iters,192,0,1,135294158960750,135294159348125,135294159357916,9791,79833,23834,408125,511792
fma_loop_iters,192,0,2,135294159607000,135294159887458,135294159897291,9833,34083,12000,354417,400500
fma_loop_iters,192,0,3,135294160132750,135294160335791,135294160345625,9834,28875,13334,284333,326542
fma_loop_iters,192,0,4,135294160505958,135294160720041,135294160729875,9834,26458,10583,296250,333291
fma_loop_iters,192,0,5,135294160880750,135294161061500,135294161071291,9791,25750,9625,267542,302917
fma_loop_iters,192,0,6,135294161225375,135294161380583,135294161388916,8333,25375,10000,244417,279792
fma_loop_iters,192,0,7,135294161560250,135294161709333,135294161717750,8417,27458,10459,229791,267708
