axis,complexity_level,sweep_idx,probe_idx_within_burst,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
write_tid_threadcount,64,2,0,5821352290500,5821362626083,5821362637375,11292,181625,35375,10333292,10550292
write_tid_threadcount,64,2,1,5821362958125,5821363129125,5821363135875,6750,44333,17417,221166,282916
write_tid_threadcount,64,2,2,5821363280291,5821363426416,5821363434208,7792,22042,8708,246667,277417
write_tid_threadcount,64,2,3,5821363584083,5821363707916,5821363714458,6542,17458,7375,189542,214375
write_tid_threadcount,64,2,4,5821363821083,5821363958458,5821363965166,6708,15042,6500,236125,257667
write_tid_threadcount,64,2,5,5821364099666,5821364249250,5821364255791,6541,14667,7000,252000,273667
write_tid_threadcount,64,2,6,5821364427416,5821364587041,5821364594125,7084,31166,13209,238958,283333
write_tid_threadcount,64,2,7,5821364760541,5821364904833,5821364911916,7083,22916,8584,233250,264750
write_tid_threadcount,64,2,8,5821365048000,5821365183708,5821365190666,6958,15458,6667,234083,256208
write_tid_threadcount,64,2,9,5821365331333,5821365442208,5821365448500,6292,18292,7333,178375,204000
write_tid_threadcount,96,2,0,5823472503375,5823483960833,5823483973958,13125,206333,37334,11444333,11688000
write_tid_threadcount,96,2,1,5823484292666,5823484481458,5823484488750,7292,38875,15459,272458,326792
write_tid_threadcount,96,2,2,5823484650791,5823484813250,5823484821166,7916,18500,9542,271792,299834
write_tid_threadcount,96,2,3,5823484973166,5823485136958,5823485144750,7792,14709,9583,279250,303542
write_tid_threadcount,96,2,4,5823485337458,5823485471291,5823485478375,7084,26209,10958,200667,237834
write_tid_threadcount,96,2,5,5823485608833,5823485755041,5823485761791,6750,22709,11000,243958,277667
write_tid_threadcount,96,2,6,5823485923333,5823486046958,5823486053583,6625,13917,9375,194625,217917
write_tid_threadcount,96,2,7,5823486164125,5823486279208,5823486286375,7167,15000,8750,185583,209333
write_tid_threadcount,96,2,8,5823486391833,5823486500708,5823486507791,7083,12708,6042,195417,214167
write_tid_threadcount,96,2,9,5823486639875,5823486755333,5823486762291,6958,14333,8209,211291,233833
write_tid_threadcount,128,2,0,5825633709500,5825645203208,5825645213875,10667,223125,50084,11440666,11713875
write_tid_threadcount,128,2,1,5825645541250,5825645753458,5825645760291,6833,53250,16958,265583,335791
write_tid_threadcount,128,2,2,5825645909041,5825646024875,5825646031541,6666,19042,7958,305917,332917
write_tid_threadcount,128,2,3,5825646267416,5825646413500,5825646420083,6583,14583,7333,233167,255083
write_tid_threadcount,128,2,4,5825646542791,5825646662250,5825646668708,6458,13084,5875,192208,211167
write_tid_threadcount,128,2,5,5825646800458,5825646916375,5825646922500,6125,27125,10958,163209,201292
write_tid_threadcount,128,2,6,5825647022250,5825647116375,5825647122916,6541,12583,5417,163291,181291
write_tid_threadcount,128,2,7,5825647234375,5825647336333,5825647342750,6417,18334,6916,160542,185792
write_tid_threadcount,128,2,8,5825647438958,5825647528333,5825647534791,6458,12250,5375,153625,171250
write_tid_threadcount,128,2,9,5825647636125,5825647751750,5825647758333,6583,14000,5666,205709,225375
write_tid_threadcount,192,2,0,5827746788083,5827754811000,5827754820125,9125,154583,25459,7980166,8160208
write_tid_threadcount,192,2,1,5827755072750,5827755276083,5827755282791,6708,59208,15334,237583,312125
write_tid_threadcount,192,2,2,5827755416583,5827755557250,5827755564375,7125,20000,6750,217292,244042
write_tid_threadcount,192,2,3,5827755682708,5827755804791,5827755811708,6917,14625,5583,205834,226042
write_tid_threadcount,192,2,4,5827755957000,5827756117250,5827756123750,6500,28750,10125,225250,264125
write_tid_threadcount,192,2,5,5827756243083,5827756355875,5827756362125,6250,14875,5083,187084,207042
write_tid_threadcount,192,2,6,5827756479041,5827756600416,5827756606958,6542,18458,6292,181792,206542
write_tid_threadcount,192,2,7,5827756711333,5827756860500,5827756867125,6625,15625,6208,227917,249750
write_tid_threadcount,192,2,8,5827756982666,5827757109333,5827757116125,6792,15625,6416,204250,226291
write_tid_threadcount,192,2,9,5827757227791,5827757363083,5827757369500,6417,12792,5167,218000,235959
write_tid_threadcount,256,2,0,5829854579250,5829864551541,5829864561500,9959,165125,36959,9986125,10188209
write_tid_threadcount,256,2,1,5829864896791,5829865068875,5829865075166,6291,47667,17583,212292,277542
write_tid_threadcount,256,2,2,5829865212708,5829865357583,5829865364583,7000,21833,8625,224709,255167
write_tid_threadcount,256,2,3,5829865494791,5829865620208,5829865626708,6500,17792,6958,199000,223750
write_tid_threadcount,256,2,4,5829865745791,5829865884250,5829865891000,6750,15000,6709,238958,260667
write_tid_threadcount,256,2,5,5829866029250,5829866162500,5829866169041,6541,14667,6083,233917,254667
write_tid_threadcount,256,2,6,5829866304708,5829866456916,5829866463875,6959,14958,6292,251750,273000
write_tid_threadcount,256,2,7,5829866632750,5829866768166,5829866774625,6459,32166,11667,181875,225708
write_tid_threadcount,256,2,8,5829866894208,5829867036875,5829867043541,6666,20958,8167,233416,262541
write_tid_threadcount,256,2,9,5829867181666,5829867311166,5829867317750,6584,15875,5791,219709,241375
write_tid_threadcount,384,2,0,5831962631291,5831969447708,5831969458375,10667,119334,23958,6894583,7037875
write_tid_threadcount,384,2,1,5831969749416,5831969864458,5831969870625,6167,21708,8167,171958,201833
write_tid_threadcount,384,2,2,5831969976375,5831970106291,5831970113875,7584,14292,6458,232959,253709
write_tid_threadcount,384,2,3,5831970249666,5831970390250,5831970397000,6750,13084,6083,235750,254917
write_tid_threadcount,384,2,4,5831970550750,5831970697500,5831970704000,6500,26584,10375,228041,265000
write_tid_threadcount,384,2,5,5831970835291,5831970935625,5831970941958,6333,13167,5542,166083,184792
write_tid_threadcount,384,2,6,5831971048458,5831971242958,5831971249791,6833,17917,6625,284875,309417
write_tid_threadcount,384,2,7,5831971375500,5831971496916,5831971503708,6792,12791,5459,213500,231750
write_tid_threadcount,384,2,8,5831971630708,5831971758000,5831971764958,6958,14625,6125,219500,240250
write_tid_threadcount,384,2,9,5831971892500,5831972005875,5831972012166,6291,13000,5333,186584,204917
write_tid_threadcount,512,2,0,5834062912916,5834074947625,5834074963208,15583,221125,38542,11968875,12228542
write_tid_threadcount,512,2,1,5834075227625,5834075395208,5834075403208,8000,32125,11833,253125,297083
write_tid_threadcount,512,2,2,5834075547333,5834075689041,5834075696958,7917,13208,6167,249500,268875
write_tid_threadcount,512,2,3,5834075832416,5834075967208,5834075974083,6875,10166,5084,242916,258166
write_tid_threadcount,512,2,4,5834076104916,5834076228375,5834076235458,7083,8708,4458,206959,220125
write_tid_threadcount,512,2,5,5834076356833,5834076463666,5834076470708,7042,18333,7709,170333,196375
write_tid_threadcount,512,2,6,5834076579000,5834076678791,5834076686125,7334,13125,7417,174000,194542
write_tid_threadcount,512,2,7,5834076788750,5834076884541,5834076891708,7167,10417,4833,173250,188500
write_tid_threadcount,512,2,8,5834076990666,5834077081000,5834077088083,7083,9125,4791,162084,176000
write_tid_threadcount,512,2,9,5834077179625,5834077286041,5834077293125,7084,9334,4000,214416,227750
write_tid_threadcount,768,2,0,5836191085583,5836202862458,5836202873291,10833,185292,37125,11744625,11967042
write_tid_threadcount,768,2,1,5836203171375,5836203336750,5836203343166,6416,51834,14916,169334,236084
write_tid_threadcount,768,2,2,5836203438875,5836203555625,5836203563291,7666,18542,7416,189667,215625
write_tid_threadcount,768,2,3,5836203691041,5836203816625,5836203823458,6833,15500,5917,195875,217292
write_tid_threadcount,768,2,4,5836203927583,5836204044500,5836204051125,6625,12875,5333,189000,207208
write_tid_threadcount,768,2,5,5836204154041,5836204257791,5836204264500,6709,12750,5291,178292,196333
write_tid_threadcount,768,2,6,5836204397250,5836204601333,5836204608500,7167,27542,11667,260083,299292
write_tid_threadcount,768,2,7,5836204715375,5836204793250,5836204799625,6375,12458,4708,142334,159500
write_tid_threadcount,768,2,8,5836204919541,5836205015875,5836205022291,6416,26583,10500,132917,170000
write_tid_threadcount,768,2,9,5836205110125,5836205190833,5836205197000,6167,12959,4416,133125,150500
write_tid_threadcount,1024,2,0,5838303932416,5838314678375,5838314688583,10208,176833,36792,10718041,10931666
write_tid_threadcount,1024,2,1,5838314971500,5838315166458,5838315173583,7125,43584,15541,245625,304750
write_tid_threadcount,1024,2,2,5838315312458,5838315445208,5838315452125,6917,21500,8708,196584,226792
write_tid_threadcount,1024,2,3,5838315565416,5838315716666,5838315723416,6750,16958,7042,238333,262333
write_tid_threadcount,1024,2,4,5838315882041,5838316052750,5838316059166,6416,31333,13208,220167,264708
write_tid_threadcount,1024,2,5,5838316199916,5838316320375,5838316326541,6166,23000,9000,152375,184375
write_tid_threadcount,1024,2,6,5838316412333,5838316513666,5838316520500,6834,17041,6875,177209,201125
write_tid_threadcount,1024,2,7,5838316669041,5838316810916,5838316817333,6417,31458,13958,183625,229041
write_tid_threadcount,1024,2,8,5838316931916,5838317076875,5838317083875,7000,16417,5917,228166,250500
write_tid_threadcount,1024,2,9,5838317203291,5838317323208,5838317329708,6500,13167,5750,189625,208542
write_tid_threadcount,1536,2,0,5840399807708,5840406916375,5840406924916,8541,527958,36917,6646333,7211208
write_tid_threadcount,1536,2,1,5840407069875,5840407172250,5840407178500,6250,21958,6708,135959,164625
write_tid_threadcount,1536,2,2,5840407251583,5840407329375,5840407336083,6708,9042,3208,125834,138084
write_tid_threadcount,1536,2,3,5840407415208,5840407493625,5840407500125,6500,13167,4583,122083,139833
write_tid_threadcount,1536,2,4,5840407571458,5840407647916,5840407654333,6417,8333,3000,119833,131166
write_tid_threadcount,1536,2,5,5840407715666,5840407783458,5840407789708,6250,8083,2792,112208,123083
write_tid_threadcount,1536,2,6,5840407849958,5840407920541,5840407926958,6417,7166,2667,117667,127500
write_tid_threadcount,1536,2,7,5840407991541,5840408058500,5840408064958,6458,7125,2583,109667,119375
write_tid_threadcount,1536,2,8,5840408121750,5840408186208,5840408192458,6250,7334,2375,112541,122250
write_tid_threadcount,1536,2,9,5840408255208,5840408322833,5840408328958,6125,7834,2500,115000,125334
write_tid_threadcount,2048,2,0,5842482294083,5842492044208,5842492054750,10542,149458,36500,9772625,9958583
write_tid_threadcount,2048,2,1,5842492378750,5842492599375,5842492606291,6916,63625,18208,258000,339833
write_tid_threadcount,2048,2,2,5842492779708,5842492930250,5842492936916,6666,36583,11250,182709,230542
write_tid_threadcount,2048,2,3,5842493044541,5842493192500,5842493199291,6791,22334,8125,227000,257459
write_tid_threadcount,2048,2,4,5842493338333,5842493479875,5842493486750,6875,22833,8750,214125,245708
write_tid_threadcount,2048,2,5,5842493611291,5842493734291,5842493740541,6250,18042,7000,176667,201709
write_tid_threadcount,2048,2,6,5842493839791,5842493941291,5842493947750,6459,17500,6792,148750,173042
write_tid_threadcount,2048,2,7,5842494036041,5842494160916,5842494167750,6834,15334,6375,200666,222375
write_tid_threadcount,2048,2,8,5842494282791,5842494400958,5842494407416,6458,16167,6375,170916,193458
write_tid_threadcount,2048,2,9,5842494507458,5842494605583,5842494611833,6250,15542,5667,149583,170792
write_tid_threadcount,4096,2,0,5844593014500,5844604042333,5844604056541,14208,221167,44958,10985834,11251959
write_tid_threadcount,4096,2,1,5844604375958,5844604538916,5844604545625,6709,41083,15333,215959,272375
write_tid_threadcount,4096,2,2,5844604703750,5844604831958,5844604838750,6792,19750,7959,194250,221959
write_tid_threadcount,4096,2,3,5844604948291,5844605086083,5844605093208,7125,14250,6584,230541,251375
write_tid_threadcount,4096,2,4,5844605218333,5844605342125,5844605348791,6666,12917,6333,214792,234042
write_tid_threadcount,4096,2,5,5844605471250,5844605601416,5844605607875,6459,12500,5500,230417,248417
write_tid_threadcount,4096,2,6,5844605774666,5844605913000,5844605920208,7208,27417,10541,216334,254292
write_tid_threadcount,4096,2,7,5844606048125,5844606153708,5844606160166,6458,12958,5750,173875,192583
write_tid_threadcount,4096,2,8,5844606257500,5844606345416,5844606351666,6250,11750,5083,152417,169250
write_tid_threadcount,4096,2,9,5844606458833,5844606556750,5844606563000,6250,17667,6708,154584,178959
write_tid_threadcount,8192,2,0,5846703430208,5846714256125,5846714266458,10333,198917,39666,10800417,11039000
write_tid_threadcount,8192,2,1,5846714564833,5846714753791,5846714760583,6792,40375,14459,252500,307334
write_tid_threadcount,8192,2,2,5846714903708,5846715046416,5846715053750,7334,18625,7750,229750,256125
write_tid_threadcount,8192,2,3,5846715183500,5846715317291,5846715324166,6875,14791,6375,225125,246291
write_tid_threadcount,8192,2,4,5846715448750,5846715569333,5846715575666,6333,13416,5959,194083,213458
write_tid_threadcount,8192,2,5,5846715707625,5846715827625,5846715833791,6166,26292,11250,169083,206625
write_tid_threadcount,8192,2,6,5846715943500,5846716047500,5846716054291,6791,18375,7000,165833,191208
write_tid_threadcount,8192,2,7,5846716156666,5846716257875,5846716264375,6500,14792,6708,160125,181625
write_tid_threadcount,8192,2,8,5846716358250,5846716469666,5846716476000,6334,13208,5375,177292,195875
write_tid_threadcount,8192,2,9,5846716572750,5846716671791,5846716677875,6084,13125,5375,161000,179500
write_tid_threadcount,16384,2,0,5848851621875,5848863461333,5848863471458,10125,204583,41958,11780625,12027166
write_tid_threadcount,16384,2,1,5848863764208,5848863943666,5848863950750,7084,47041,15417,244708,307166
write_tid_threadcount,16384,2,2,5848864108666,5848864257625,5848864264583,6958,35334,8791,194959,239084
write_tid_threadcount,16384,2,3,5848864372958,5848864514416,5848864521291,6875,16958,7292,229542,253792
write_tid_threadcount,16384,2,4,5848864648541,5848864806458,5848864813708,7250,15958,6417,254500,276875
write_tid_threadcount,16384,2,5,5848864947208,5848865071458,5848865077875,6417,14750,7042,192541,214333
write_tid_threadcount,16384,2,6,5848865181916,5848865304833,5848865311500,6667,14417,6000,193042,213459
write_tid_threadcount,16384,2,7,5848865449958,5848865582250,5848865588875,6625,31708,12792,186000,230500
write_tid_threadcount,16384,2,8,5848865719916,5848865865833,5848865872500,6667,21750,8458,228417,258625
write_tid_threadcount,16384,2,9,5848866001791,5848866135916,5848866142500,6584,14750,5834,221791,242375
write_tid_threadcount,32768,2,0,5850977400416,5850988459875,5850988469625,9750,256292,51416,10929084,11236792
write_tid_threadcount,32768,2,1,5850988741583,5850988930083,5850988936500,6417,48417,14125,203667,266209
write_tid_threadcount,32768,2,2,5850989032541,5850989151583,5850989158625,7042,16708,6209,169125,192042
write_tid_threadcount,32768,2,3,5850989242666,5850989374500,5850989381333,6833,13541,6709,188500,208750
write_tid_threadcount,32768,2,4,5850989466250,5850989589666,5850989596375,6709,21708,5042,169833,196583
write_tid_threadcount,32768,2,5,5850989677583,5850989787375,5850989793666,6291,11292,5042,170083,186417
write_tid_threadcount,32768,2,6,5850989877750,5850989972583,5850989979291,6708,11375,4625,143667,159667
write_tid_threadcount,32768,2,7,5850990080916,5850990176958,5850990183416,6458,26833,9083,112667,148583
write_tid_threadcount,32768,2,8,5850990252125,5850990365750,5850990372458,6708,15667,6041,185917,207625
write_tid_threadcount,32768,2,9,5850990477541,5850990599916,5850990606583,6667,13500,4875,186666,205041
write_tid_threadcount,65536,2,0,5853089051291,5853098713083,5853098723458,10375,166083,32167,9653208,9851458
write_tid_threadcount,65536,2,1,5853099005083,5853099132000,5853099138208,6208,34542,8541,149334,192417
write_tid_threadcount,65536,2,2,5853099220250,5853099361333,5853099368583,7250,11500,4750,218500,234750
write_tid_threadcount,65536,2,3,5853099487875,5853099618000,5853099624791,6791,16875,6375,199833,223083
write_tid_threadcount,65536,2,4,5853099732541,5853099850666,5853099857250,6584,12125,4458,174333,190916
write_tid_threadcount,65536,2,5,5853099941291,5853100013083,5853100019375,6292,8791,3500,119917,132208
write_tid_threadcount,65536,2,6,5853100104375,5853100192458,5853100199000,6542,22000,5958,143209,171167
write_tid_threadcount,65536,2,7,5853100294500,5853100412416,5853100419125,6709,11958,4667,192125,208750
write_tid_threadcount,65536,2,8,5853100516541,5853100619583,5853100626125,6542,8958,4042,181000,194000
write_tid_threadcount,65536,2,9,5853100728916,5853100854458,5853100861125,6667,10333,3958,203250,217541
write_tid_threadcount,131072,2,0,5855197995791,5855210214541,5855210223416,8875,223542,42083,12192083,12457708
write_tid_threadcount,131072,2,1,5855210557791,5855210786875,5855210793833,6958,46417,20083,288083,354583
write_tid_threadcount,131072,2,2,5855210951250,5855211102333,5855211109791,7458,23125,9333,234459,266917
write_tid_threadcount,131072,2,3,5855211270041,5855211387291,5855211394000,6709,18083,7125,186959,212167
write_tid_threadcount,131072,2,4,5855211506916,5855211628000,5855211634333,6333,15625,6542,191042,213209
write_tid_threadcount,131072,2,5,5855211752250,5855211909250,5855211916416,7166,16583,6417,258291,281291
write_tid_threadcount,131072,2,6,5855212090583,5855212252500,5855212259666,7166,31709,13791,234917,280417
write_tid_threadcount,131072,2,7,5855212408416,5855212528875,5855212535458,6583,22959,8208,180875,212042
write_tid_threadcount,131072,2,8,5855212648375,5855212906666,5855212913375,6709,27459,7166,340792,375417
write_tid_threadcount,131072,2,9,5855213047291,5855213183708,5855213190416,6708,16292,6917,234000,257209
write_tid_threadcount,262144,2,0,5857355249708,5857366532291,5857366542166,9875,180166,34750,11293625,11508541
write_tid_threadcount,262144,2,1,5857366867458,5857367065500,5857367072250,6750,50042,17708,248792,316542
write_tid_threadcount,262144,2,2,5857367223750,5857367367083,5857367374041,6958,22625,8958,224917,256500
write_tid_threadcount,262144,2,3,5857367519625,5857367675541,5857367682541,7000,18292,7625,231000,256917
write_tid_threadcount,262144,2,4,5857367798958,5857367911208,5857367917708,6500,16333,6875,166917,190125
write_tid_threadcount,262144,2,5,5857368016833,5857368113583,5857368119708,6125,15666,5792,155208,176666
write_tid_threadcount,262144,2,6,5857368214208,5857368331541,5857368338208,6667,15792,5916,177125,198833
write_tid_threadcount,262144,2,7,5857368467500,5857368628375,5857368635208,6833,33917,14083,215583,263583
write_tid_threadcount,262144,2,8,5857368767833,5857368879125,5857368885375,6250,22250,8625,155458,186333
write_tid_threadcount,262144,2,9,5857368981250,5857369094458,5857369101291,6833,18500,6833,192583,217916
write_tid_threadcount,524288,2,0,5859512880958,5859524182500,5859524192875,10375,171834,33125,11321291,11526250
write_tid_threadcount,524288,2,1,5859524524458,5859524704750,5859524711333,6583,46917,17667,239583,304167
write_tid_threadcount,524288,2,2,5859524864833,5859524999458,5859525006625,7167,21667,9166,213625,244458
write_tid_threadcount,524288,2,3,5859525136208,5859525295750,5859525302750,7000,17250,7541,252834,277625
write_tid_threadcount,524288,2,4,5859525437916,5859525578500,5859525585166,6666,15250,7208,228959,251417
write_tid_threadcount,524288,2,5,5859525712416,5859525826250,5859525832625,6375,14792,6375,184250,205417
write_tid_threadcount,524288,2,6,5859525938083,5859526054958,5859526061583,6625,14292,6000,189625,209917
write_tid_threadcount,524288,2,7,5859526214458,5859526342791,5859526349250,6459,32667,12000,180666,225333
write_tid_threadcount,524288,2,8,5859526476041,5859526617125,5859526623750,6625,21583,9209,229083,259875
write_tid_threadcount,524288,2,9,5859526758500,5859526894750,5859526901166,6416,15625,6833,222583,245041
write_tid_threadcount,1048576,2,0,5861688303333,5861699022333,5861699031875,9542,162375,31208,10705583,10899166
write_tid_threadcount,1048576,2,1,5861699272458,5861699384583,5861699391208,6625,28167,7750,127750,163667
write_tid_threadcount,1048576,2,2,5861699462875,5861699567625,5861699574708,7083,14958,5375,160583,180916
write_tid_threadcount,1048576,2,3,5861699658791,5861699749375,5861699756250,6875,8583,3208,153334,165125
write_tid_threadcount,1048576,2,4,5861699847291,5861699937500,5861699944208,6708,13750,5166,142250,161166
write_tid_threadcount,1048576,2,5,5861700036250,5861700125958,5861700132458,6500,12791,5375,139375,157541
write_tid_threadcount,1048576,2,6,5861700210250,5861700287250,5861700293833,6583,10042,3625,124416,138083
write_tid_threadcount,1048576,2,7,5861700365875,5861700427250,5861700433708,6458,11667,3500,91625,106792
write_tid_threadcount,1048576,2,8,5861700482583,5861700539250,5861700545541,6291,5791,2167,97417,105375
write_tid_threadcount,1048576,2,9,5861700606291,5861700693416,5861700700083,6667,9041,3917,143792,156750
write_tid_threadcount,8388608,2,0,5863868312708,5863878779166,5863878790000,10834,254250,46958,10380459,10681667
write_tid_threadcount,8388608,2,1,5863879112708,5863879295750,5863879302041,6291,55458,14334,225833,295625
write_tid_threadcount,8388608,2,2,5863879472208,5863879623291,5863879630041,6750,33584,11375,198375,243334
write_tid_threadcount,8388608,2,3,5863879750666,5863879864833,5863879871250,6417,21500,7917,173958,203375
write_tid_threadcount,8388608,2,4,5863880016833,5863880147750,5863880154083,6333,34750,12709,174875,222334
write_tid_threadcount,8388608,2,5,5863880273708,5863880391583,5863880397750,6167,22708,9375,185542,217625
write_tid_threadcount,8388608,2,6,5863880519708,5863880648166,5863880654750,6584,17417,6541,200709,224667
write_tid_threadcount,8388608,2,7,5863880768916,5863880881375,5863880887750,6375,16083,6084,187041,209208
write_tid_threadcount,8388608,2,8,5863881006916,5863881117333,5863881123791,6458,18583,7083,178125,203791
write_tid_threadcount,8388608,2,9,5863881236125,5863881346833,5863881353083,6250,15666,6042,185333,207041
fma_loop_iters,16,2,0,5866242899708,5866250568958,5866250579375,10417,212042,40833,7576542,7829417
fma_loop_iters,16,2,1,5866250821500,5866251026166,5866251032875,6709,47542,15375,266125,329042
fma_loop_iters,16,2,2,5866251181541,5866251281125,5866251287791,6666,16958,6417,172750,196125
fma_loop_iters,16,2,3,5866251397916,5866251535750,5866251542541,6791,13875,5834,236416,256125
fma_loop_iters,16,2,4,5866251704000,5866251848916,5866251855625,6709,28541,10334,221625,260500
fma_loop_iters,16,2,5,5866251985666,5866252109208,5866252115666,6458,14584,5666,215625,235875
fma_loop_iters,16,2,6,5866252261666,5866252380250,5866252386875,6625,18584,6916,173834,199334
fma_loop_iters,16,2,7,5866252487916,5866252582083,5866252588458,6375,14875,5333,156292,176500
fma_loop_iters,16,2,8,5866252686708,5866252780416,5866252786833,6417,13458,5000,157834,176292
fma_loop_iters,16,2,9,5866252886833,5866253009125,5866253015625,6500,12417,4708,223625,240750
fma_loop_iters,32,2,0,5868365830125,5868377281125,5868377291833,10708,187750,39375,11438416,11665541
fma_loop_iters,32,2,1,5868377596791,5868377777750,5868377784291,6541,44458,16917,237958,299333
fma_loop_iters,32,2,2,5868377932125,5868378072291,5868378079291,7000,22042,9000,231792,262834
fma_loop_iters,32,2,3,5868378220500,5868378375375,5868378382250,6875,17000,7125,240500,264625
fma_loop_iters,32,2,4,5868378507291,5868378627750,5868378634166,6416,15084,6666,184959,206709
fma_loop_iters,32,2,5,5868378734875,5868378850750,5868378856875,6125,14416,6167,182125,202708
fma_loop_iters,32,2,6,5868378991083,5868379118000,5868379124875,6875,30834,13000,170083,213917
fma_loop_iters,32,2,7,5868379238666,5868379344833,5868379351541,6708,21875,8042,152417,182334
fma_loop_iters,32,2,8,5868379441666,5868379575166,5868379581541,6375,15083,6333,192250,213666
fma_loop_iters,32,2,9,5868379681666,5868379783375,5868379789583,6208,17042,6667,158708,182417
fma_loop_iters,64,2,0,5870511452791,5870522852916,5870522863625,10709,190083,38083,11387834,11616000
fma_loop_iters,64,2,1,5870523175458,5870523341458,5870523347750,6292,47708,15833,204750,268291
fma_loop_iters,64,2,2,5870523474583,5870523611750,5870523619541,7791,18708,8167,218958,245833
fma_loop_iters,64,2,3,5870523742625,5870523852875,5870523859250,6375,14250,5958,176708,196916
fma_loop_iters,64,2,4,5870523959250,5870524096291,5870524103041,6750,13041,5750,237375,256166
fma_loop_iters,64,2,5,5870524260416,5870524407125,5870524413750,6625,26208,11708,215250,253166
fma_loop_iters,64,2,6,5870524533916,5870524658458,5870524665416,6958,13250,5583,218375,237208
fma_loop_iters,64,2,7,5870524800416,5870524930916,5870524937541,6625,18541,7292,220042,245875
fma_loop_iters,64,2,8,5870525064333,5870525166416,5870525172791,6375,12917,5458,172375,190750
fma_loop_iters,64,2,9,5870525277666,5870525375291,5870525381583,6292,14166,5500,157792,177458
fma_loop_iters,96,2,0,5872662978166,5872675186541,5872675197125,10584,222083,44667,12166042,12432792
fma_loop_iters,96,2,1,5872675562166,5872675789958,5872675796666,6708,56958,20667,279125,356750
fma_loop_iters,96,2,2,5872675956458,5872676088458,5872676095166,6708,21291,9625,203625,234541
fma_loop_iters,96,2,3,5872676217625,5872676371250,5872676378125,6875,16917,7333,247667,271917
fma_loop_iters,96,2,4,5872676512250,5872676662250,5872676668875,6625,15541,6542,249292,271375
fma_loop_iters,96,2,5,5872676838416,5872677000958,5872677007625,6667,31500,13541,232334,277375
fma_loop_iters,96,2,6,5872677151291,5872677293291,5872677300166,6875,21583,8083,230917,260583
fma_loop_iters,96,2,7,5872677433958,5872677565125,5872677572208,7083,15416,7334,215791,238541
fma_loop_iters,96,2,8,5872677696291,5872677822250,5872677828958,6708,13208,5625,216833,235666
fma_loop_iters,96,2,9,5872677956625,5872678062583,5872678068875,6292,14541,6000,175667,196208
fma_loop_iters,128,2,0,5874771780958,5874781177541,5874781187958,10417,182083,34500,9359709,9576292
fma_loop_iters,128,2,1,5874781424500,5874781557333,5874781563541,6208,34666,9709,161208,205583
fma_loop_iters,128,2,2,5874781654791,5874781804125,5874781811375,7250,16209,5750,226583,248542
fma_loop_iters,128,2,3,5874781928916,5874782048000,5874782054416,6416,12000,4541,176209,192750
fma_loop_iters,128,2,4,5874782155500,5874782244041,5874782250291,6250,19750,7084,130541,157375
fma_loop_iters,128,2,5,5874782349291,5874782463666,5874782470250,6584,19416,7125,179042,205583
fma_loop_iters,128,2,6,5874782571458,5874782703583,5874782710500,6917,10208,4750,211584,226542
fma_loop_iters,128,2,7,5874782834833,5874782948916,5874782955500,6584,19833,6792,161708,188333
fma_loop_iters,128,2,8,5874783046375,5874783126541,5874783132875,6334,13167,4917,125000,143084
fma_loop_iters,128,2,9,5874783204666,5874783287791,5874783293916,6125,9334,3208,163875,176417
fma_loop_iters,192,2,0,5876883877708,5876890761958,5876890770291,8333,142417,32750,6823917,6999084
fma_loop_iters,192,2,1,5876890922916,5876891027083,5876891033250,6167,20500,6625,153916,181041
fma_loop_iters,192,2,2,5876891128375,5876891215791,5876891222500,6709,12166,4625,148167,164958
fma_loop_iters,192,2,3,5876891307666,5876891385291,5876891391625,6334,9417,3333,139292,152042
fma_loop_iters,192,2,4,5876891474666,5876891546833,5876891553166,6333,8125,3041,130084,141250
fma_loop_iters,192,2,5,5876891632083,5876891704208,5876891710250,6042,7208,2625,136792,146625
fma_loop_iters,192,2,6,5876891792875,5876891863041,5876891869583,6542,7292,2916,131625,141833
fma_loop_iters,192,2,7,5876891945291,5876892015375,5876892021750,6375,7416,3125,131459,142000
fma_loop_iters,192,2,8,5876892097583,5876892167458,5876892173833,6375,7208,2167,126166,135541
fma_loop_iters,192,2,9,5876892242083,5876892311250,5876892317416,6166,5667,2250,130042,137959
fma_loop_iters,256,2,0,5878984152791,5878996894666,5878996905083,10417,216417,41750,12700792,12958959
fma_loop_iters,256,2,1,5878997202208,5878997386208,5878997393166,6958,37417,13166,249959,300542
fma_loop_iters,256,2,2,5878997529416,5878997662083,5878997669208,7125,16167,6500,221958,244625
fma_loop_iters,256,2,3,5878997792875,5878997914833,5878997921708,6875,12500,6000,216208,234708
fma_loop_iters,256,2,4,5878998043666,5878998175958,5878998182791,6833,11375,4959,233083,249417
fma_loop_iters,256,2,5,5878998332791,5878998450291,5878998456625,6334,22875,10042,169875,202792
fma_loop_iters,256,2,6,5878998562333,5878998655583,5878998662041,6458,15500,6125,153500,175125
fma_loop_iters,256,2,7,5878998765041,5878998859875,5878998866333,6458,17958,5375,154000,177333
fma_loop_iters,256,2,8,5878998982833,5878999084416,5878999090750,6334,22750,9209,153083,185042
fma_loop_iters,256,2,9,5878999195875,5878999313208,5878999319458,6250,16292,8916,170250,195458
