warmup_kind,K,sleep_s,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
same,1,0.1,32,4690876280166,4690876632708,4690876641250,8542,21250,6917,428208,456375
same,1,0.1,33,4690978133375,4690978259416,4690978267291,7875,20250,7875,202042,230167
same,1,0.1,34,4691088321000,4691088710583,4691088720291,9708,20875,7208,484083,512166
same,1,0.1,35,4691199963375,4691200160750,4691200167541,6791,64459,14666,204500,283625
same,1,0.1,36,4691311324250,4691311434375,4691311441541,7166,31667,8541,143459,183667
same,1,0.1,37,4691418285416,4691418443250,4691418450166,6916,54875,15959,193625,264459
same,1,0.1,38,4691528314208,4691528460125,4691528467083,6958,44250,9417,179250,232917
same,1,0.1,39,4691630961375,4691631103291,4691631110166,6875,22500,7334,215625,245459
same,5,0.1,0,4692645439750,4692645562333,4692645569291,6958,13792,5375,200166,219333
same,5,0.1,1,4692757323750,4692757428833,4692757435541,6708,22833,6375,139792,169000
same,5,0.1,2,4692868072916,4692868204083,4692868210416,6333,30250,7750,166500,204500
same,5,0.1,3,4692972006375,4692972406958,4692972416000,9042,19167,5041,491709,515917
same,5,0.1,4,4693085663541,4693086059333,4693086068458,9125,17334,6208,485792,509334
same,5,0.1,5,4693197876791,4693197982083,4693197988083,6000,18792,6958,167292,193042
same,5,0.1,6,4693311312250,4693311695666,4693311704458,8792,41500,12209,400500,454209
same,5,0.1,7,4693424377500,4693424703291,4693424709541,6250,53917,17958,362000,433875
same,5,0.1,8,4693527678458,4693527777666,4693527783958,6292,17000,5625,162833,185458
same,5,0.1,9,4693640066833,4693640215166,4693640221541,6375,26875,8041,208500,243416
same,5,0.1,10,4693751273250,4693751344208,4693751350625,6417,16500,5542,103833,125875
same,5,0.1,11,4693854847708,4693854968833,4693854974875,6042,23458,8000,172042,203500
same,5,0.1,12,4693963749666,4693963868666,4693963875500,6834,15416,4959,187750,208125
same,5,0.1,13,4694076334083,4694076653791,4694076662041,8250,18791,6584,375041,400416
same,5,0.1,14,4694188597375,4694188691458,4694188698333,6875,18292,6166,148667,173125
same,5,0.1,15,4694299589708,4694300096791,4694300105291,8500,61250,11625,527542,600417
same,5,0.1,16,4694405485625,4694405569000,4694405575125,6125,19959,6166,107667,133792
same,5,0.1,17,4694511724541,4694511823875,4694511830083,6208,25458,9042,124500,159000
same,5,0.1,18,4694614314750,4694614454208,4694614460750,6542,31375,8417,173750,213542
same,5,0.1,19,4694727004958,4694727459541,4694727467750,8209,25041,7834,498208,531083
same,5,0.1,20,4694839548750,4694839663708,4694839670125,6417,24167,8792,151791,184750
same,5,0.1,21,4694952144041,4694952437666,4694952446125,8459,25334,8250,329458,363042
same,5,0.1,22,4695064060250,4695064174666,4695064181000,6334,37208,10708,124459,172375
same,5,0.1,23,4695172056291,4695172427875,4695172436750,8875,19334,6916,457542,483792
same,5,0.1,24,4695285774416,4695285883500,4695286009333,125833,36250,8041,235542,279833
same,5,0.1,25,4695397356041,4695397448208,4695397454333,6125,25625,8167,133250,167042
same,5,0.1,26,4695503596416,4695503736166,4695503742833,6667,28625,10834,170750,210209
same,5,0.1,27,4695606726375,4695607181208,4695607190541,9333,18375,6875,550042,575292
same,5,0.1,28,4695710605125,4695710691250,4695710697416,6166,14291,4584,124333,143208
same,5,0.1,29,4695823151916,4695823255375,4695823261708,6333,20209,6291,153417,179917
same,5,0.1,30,4695934941416,4695935032958,4695935039041,6083,19417,6542,125083,151042
same,5,0.1,31,4696038288166,4696038673083,4696038682250,9167,22292,6083,455042,483417
same,5,0.1,32,4696148496791,4696148608000,4696148614708,6708,22291,6417,150750,179458
same,5,0.1,33,4696261948791,4696262294791,4696262303291,8500,28416,9000,398334,435750
same,5,0.1,34,4696375201208,4696375574250,4696375582708,8458,17333,8000,472959,498292
same,5,0.1,35,4696487733375,4696487836708,4696487843083,6375,19208,5958,145000,170166
same,5,0.1,36,4696601428958,4696601795000,4696601803875,8875,25834,9958,414708,450500
same,5,0.1,37,4696706223791,4696706633625,4696706641833,8208,33458,10125,438042,481625
same,5,0.1,38,4696818681375,4696819131583,4696819141041,9458,27334,8291,504750,540375
same,5,0.1,39,4696931543208,4696931661416,4696931667708,6292,39084,10291,137750,187125
same,20,0.1,0,4697940535583,4697940621666,4697940628125,6459,19792,5625,107917,133334
same,20,0.1,1,4698055972291,4698056090333,4698056096416,6083,17667,6042,172916,196625
same,20,0.1,2,4698172328958,4698172718541,4698172726958,8417,26250,9583,419917,455750
same,20,0.1,3,4698287746000,4698287831500,4698287837833,6333,15875,4333,139708,159916
same,20,0.1,4,4698406675083,4698406805666,4698406811958,6292,38417,13208,162958,214583
same,20,0.1,5,4698513056958,4698513135166,4698513155250,20084,21625,6125,125833,153583
same,20,0.1,6,4698626829291,4698627234916,4698627244291,9375,16542,7125,489583,513250
same,20,0.1,7,4698742319666,4698742399791,4698742405958,6167,11291,3584,139458,154333
same,20,0.1,8,4698857284583,4698857398083,4698857404541,6458,20083,6542,182958,209583
same,20,0.1,9,4698962716875,4698962858000,4698962864541,6541,24875,10709,207625,243209
same,20,0.1,10,4699078933708,4699079015166,4699079021583,6417,12000,6583,119708,138291
same,20,0.1,11,4699195056958,4699195428166,4699195436041,7875,19416,3959,427166,450541
same,20,0.1,12,4699310411041,4699310534125,4699310541041,6916,14791,5250,214750,234791
same,20,0.1,13,4699425580541,4699425656000,4699425662208,6208,18292,5750,108750,132792
same,20,0.1,14,4699536699625,4699536791416,4699536797875,6459,23792,6875,180500,211167
same,20,0.1,15,4699653169500,4699653297583,4699653303958,6375,20459,6500,183291,210250
same,20,0.1,16,4699773885916,4699774010250,4699774016583,6333,32833,9000,131875,173708
same,20,0.1,17,4699888457625,4699888549375,4699888577375,28000,20000,6166,188042,214208
same,20,0.1,18,4700005321625,4700005456208,4700005462458,6250,18333,6000,209417,233750
same,20,0.1,19,4700117568875,4700117876541,4700117886208,9667,23209,6083,350708,380000
same,20,0.1,20,4700223770541,4700223883875,4700223890875,7000,14084,4208,180042,198334
same,20,0.1,21,4700339283875,4700339378625,4700339385000,6375,20250,6583,131542,158375
same,20,0.1,22,4700456618791,4700456740458,4700456747541,7083,16334,5041,192459,213834
same,20,0.1,23,4700576472500,4700576904791,4700576913208,8417,49125,12833,465583,527541
same,20,0.1,24,4700690611625,4700690698958,4700690705583,6625,17959,4416,137959,160334
same,20,0.1,25,4700800446166,4700800542541,4700800553291,10750,15833,5000,166959,187792
same,20,0.1,26,4700915154416,4700915247083,4700915253375,6292,29750,8000,106542,144292
same,20,0.1,27,4701030555083,4701030676833,4701030683166,6333,15875,5250,201834,222959
same,20,0.1,28,4701138611375,4701138736500,4701138743125,6625,15958,5375,214375,235708
same,20,0.1,29,4701249904541,4701250031916,4701250038583,6667,16666,5167,224792,246625
same,20,0.1,30,4701364645541,4701364733250,4701364739541,6291,19958,6834,114250,141042
same,20,0.1,31,4701479656833,4701479787458,4701479794000,6542,18959,5750,201375,226084
same,20,0.1,32,4701595126291,4701595252166,4701595258916,6750,16583,5625,209792,232000
same,20,0.1,33,4701712711208,4701713085833,4701713094958,9125,33375,10250,411542,455167
same,20,0.1,34,4701826556041,4701826685750,4701826692666,6916,17666,5250,218584,241500
same,20,0.1,35,4701941745416,4701941866791,4701941873250,6459,26792,7958,153750,188500
same,20,0.1,36,4702051574125,4702051657708,4702051664375,6667,16292,5458,121459,143209
same,20,0.1,37,4702167174125,4702167300125,4702167306875,6750,15416,5167,216292,236875
same,20,0.1,38,4702280730041,4702280818916,4702280825125,6209,19875,9208,110959,140042
same,20,0.1,39,4702396706125,4702396848916,4702396855541,6625,34208,12000,176500,222708
same,0,1.0,0,4703403940416,4703404129083,4703404135791,6708,51833,14875,196708,263416
same,0,1.0,1,4704408020875,4704408528333,4704408537583,9250,61958,15250,553750,630958
same,0,1.0,2,4705418922208,4705419901583,4705419911333,9750,153667,39083,951167,1143917
same,0,1.0,3,4706421254375,4706422180708,4706422190375,9667,160500,33459,945375,1139334
same,0,1.0,4,4707429773875,4707430501416,4707430510625,9209,121667,26625,691792,840084
same,0,1.0,5,4708431102250,4708431219250,4708431227375,8125,31125,8167,139791,179083
same,0,1.0,6,4709441199916,4709450944250,4709450953208,8958,193875,32667,9645000,9871542
same,0,1.0,7,4710452200625,4710453264333,4710453274125,9792,171792,46208,1002167,1220167
same,0,1.0,8,4711462255500,4711463201250,4711463210333,9083,115541,36875,962375,1114791
same,0,1.0,9,4712470541333,4712471323375,4712471332541,9166,86417,23208,836500,946125
same,0,1.0,10,4713472736958,4713473569416,4713473579000,9584,69416,22000,914209,1005625
same,0,1.0,11,4714475767166,4714476630958,4714476640333,9375,149500,39458,813250,1002208
same,0,1.0,12,4715483340666,4715483688916,4715483698666,9750,132167,30541,281167,443875
same,0,1.0,13,4716492643458,4716493643541,4716493652541,9000,133708,35000,1017292,1186000
same,0,1.0,14,4717504138791,4717505040958,4717505050958,10000,135959,31375,927250,1094584
same,0,1.0,15,4718507719666,4718507874541,4718507892541,18000,51166,13750,159875,224791
same,0,1.0,16,4719515845875,4719516566541,4719516576041,9500,75417,19250,798417,893084
same,0,1.0,17,4720525692000,4720526732500,4720526741375,8875,179458,47292,1056542,1283292
same,0,1.0,18,4721537276166,4721538222041,4721538231041,9000,157625,43541,926459,1127625
same,0,1.0,19,4722538970500,4722539727708,4722539736750,9042,79209,20916,812959,913084
same,0,1.0,20,4723550166125,4723551098625,4723551107583,8958,143500,32709,928291,1104500
same,0,1.0,21,4724558159875,4724558946500,4724558955791,9291,134667,30666,784792,950125
same,0,1.0,22,4725566580500,4725567317583,4725567325875,8292,83500,23417,794667,901584
same,0,1.0,23,4726573886708,4726574496041,4726574504083,8042,62958,16208,664875,744041
same,0,1.0,24,4727575604291,4727576496333,4727576506041,9708,124125,29708,897792,1051625
same,0,1.0,25,4728578161000,4728578902750,4728578911166,8416,130334,34875,662708,827917
same,0,1.0,26,4729589199166,4729589840416,4729589850333,9917,68542,18917,682500,769959
same,0,1.0,27,4730600258125,4730601260708,4730601270125,9417,158709,45416,950250,1154375
same,0,1.0,28,4731610941833,4731611950583,4731611960750,10167,157584,41291,1036042,1234917
same,0,1.0,29,4732615718583,4732615945750,4732615954500,8750,78875,21208,217375,317458
same,0,1.0,30,4733624807166,4733625691041,4733625701125,10084,134958,31167,880791,1046916
same,0,1.0,31,4734633161041,4734634048458,4734634058458,10000,140084,45083,865083,1050250
same,0,1.0,32,4735642587500,4735643526541,4735643535833,9292,126500,33667,928333,1088500
same,0,1.0,33,4736653822791,4736654418916,4736654427041,8125,65750,17917,630875,714542
same,0,1.0,34,4737664704750,4737665286500,4737665294708,8208,67500,17542,593625,678667
same,0,1.0,35,4738675613125,4738676449416,4738676459041,9625,118584,31166,820459,970209
same,0,1.0,36,4739683548083,4739683763750,4739683771750,8000,50542,13000,227958,291500
same,0,1.0,37,4740691416916,4740692240083,4740692249291,9208,126917,29750,803541,960208
same,0,1.0,38,4741702167208,4741702420291,4741702430291,10000,76250,20167,294417,390834
same,0,1.0,39,4742712814166,4742713730750,4742713740375,9625,140792,32208,920917,1093917
same,1,1.0,0,4743720385833,4743720575458,4743720582458,7000,19959,6375,277625,303959
same,1,1.0,1,4744727854666,4744727963041,4744727969291,6250,25333,8583,140209,174125
same,1,1.0,2,4745738688541,4745738766041,4745738772458,6417,12917,4708,124875,142500
same,1,1.0,3,4746749790041,4746749903708,4746749910166,6458,30292,9458,131500,171250
same,1,1.0,4,4747759472250,4747759642083,4747759652625,10542,48042,14250,191083,253375
same,1,1.0,5,4748769762875,4748769875750,4748769881875,6125,40542,9125,117958,167625
same,1,1.0,6,4749778656000,4749778926416,4749778932875,6459,63000,22167,280250,365417
same,1,1.0,7,4750780595625,4750780742458,4750780749166,6708,37541,10959,178625,227125
same,1,1.0,8,4751784852541,4751785061875,4751785068916,7041,65458,15084,207000,287542
same,1,1.0,9,4752792768291,4752793116958,4752793126166,9208,39625,14208,402417,456250
same,1,1.0,10,4753801085083,4753801570083,4753801579000,8917,61166,22584,527458,611208
same,1,1.0,11,4754811520958,4754811725666,4754811732416,6750,60917,18792,226500,306209
same,1,1.0,12,4755823375708,4755823588916,4755823595291,6375,74167,23041,230584,327792
same,1,1.0,13,4756827667875,4756827880458,4756827887250,6792,62875,16458,219250,298583
same,1,1.0,14,4757839204541,4757839317416,4757839323916,6500,29416,8750,127292,165458
same,1,1.0,15,4758844084000,4758844215416,4758844222208,6792,40875,13833,132500,187208
same,1,1.0,16,4759854711083,4759854835791,4759854841958,6167,35167,9958,139333,184458
same,1,1.0,17,4760864309458,4760864618500,4760864625500,7000,103167,26542,289833,419542
same,1,1.0,18,4761876365041,4761876543833,4761876550708,6875,56917,20583,195792,273292
same,1,1.0,19,4762886174541,4762886350833,4762886357541,6708,58042,17708,186875,262625
same,1,1.0,20,4763892926500,4763893089125,4763893095416,6291,55792,18375,176167,250334
same,1,1.0,21,4764902162458,4764902371875,4764902378833,6958,69708,20792,232750,323250
same,1,1.0,22,4765913590375,4765913877083,4765913884125,7042,93000,24875,288000,405875
same,1,1.0,23,4766921844208,4766922089458,4766922096166,6708,69125,20875,259875,349875
same,1,1.0,24,4767927721541,4767927916208,4767927922708,6500,65916,20625,203292,289833
same,1,1.0,25,4768930106000,4768930223208,4768930230000,6792,29417,9250,136708,175375
same,1,1.0,26,4769932457541,4769932644791,4769932651083,6292,70084,20375,195291,285750
same,1,1.0,27,4770934589250,4770934771500,4770934777833,6333,59292,18917,196041,274250
same,1,1.0,28,4771938561666,4771938875666,4771938882083,6417,105958,30167,294666,430791
same,1,1.0,29,4772950732625,4772950884875,4772950893250,8375,46917,15000,175708,237625
same,1,1.0,30,4773961188208,4773961352916,4773961359125,6209,42875,13833,225792,282500
same,1,1.0,31,4774973189666,4774973472083,4774973478583,6500,70291,23167,321792,415250
same,1,1.0,32,4775985255541,4775985443625,4775985450000,6375,70625,21834,190541,283000
same,1,1.0,33,4776988516333,4776988694208,4776988700333,6125,62166,15834,178625,256625
same,1,1.0,34,4777997026166,4777997337583,4777997344250,6667,97167,27958,294792,419917
same,1,1.0,35,4779007142625,4779007325250,4779007331875,6625,59458,18709,199916,278083
same,1,1.0,36,4780009787583,4780009934458,4780009940625,6167,39500,10375,159875,209750
same,1,1.0,37,4781019429333,4781019711916,4781019718500,6584,95917,25458,278584,399959
same,1,1.0,38,4782030312541,4782030559333,4782030566125,6792,71625,22250,272750,366625
same,1,1.0,39,4783042513458,4783043274666,4783043281750,7084,469459,29458,384250,883167
same,5,1.0,0,4784060159583,4784060251333,4784060257708,6375,20666,6834,129916,157416
same,5,1.0,1,4785071751791,4785071902916,4785071909458,6542,43416,9959,164833,218208
same,5,1.0,2,4786081396583,4786081565333,4786081572083,6750,44250,14750,205916,264916
same,5,1.0,3,4787094482166,4787094646666,4787094653791,7125,42333,14625,202584,259542
same,5,1.0,4,4788106674458,4788106875708,4788106882250,6542,59417,19167,223916,302500
same,5,1.0,5,4789115505791,4789115675541,4789115681916,6375,37458,13417,219625,270500
same,5,1.0,6,4790126756500,4790126843916,4790126850250,6334,20292,6916,111125,138333
same,5,1.0,7,4791139260416,4791139394458,4791139401166,6708,34000,9500,160459,203959
same,5,1.0,8,4792152145208,4792152379083,4792152385458,6375,73125,23000,237250,333375
same,5,1.0,9,4793164832416,4793164993208,4793165000375,7167,41916,14334,204333,260583
same,5,1.0,10,4794179416083,4794179587208,4794179593625,6417,53667,17916,181542,253125
same,5,1.0,11,4795192311250,4795192482208,4795192488750,6542,42250,13834,218666,274750
same,5,1.0,12,4796200289875,4796200461583,4796200467875,6292,54125,16584,183833,254542
same,5,1.0,13,4797208440291,4797208635166,4797208641833,6667,60250,18167,218333,296750
same,5,1.0,14,4798221867166,4798222067333,4798222073833,6500,58791,18042,228000,304833
same,5,1.0,15,4799225972625,4799226149916,4799226156291,6375,44625,11500,201500,257625
same,5,1.0,16,4800230856000,4800230961416,4800230967708,6292,28833,9167,140750,178750
same,5,1.0,17,4801244052000,4801244201583,4801244207791,6208,44541,12500,151292,208333
same,5,1.0,18,4802249996750,4802250140333,4802250146916,6583,25458,8833,199917,234208
same,5,1.0,19,4803255540875,4803255656958,4803255663166,6208,26542,6541,165042,198125
same,5,1.0,20,4804264957541,4804265075916,4804265082541,6625,25000,6625,159625,191250
same,5,1.0,21,4805277140041,4805277235458,4805277241791,6333,24208,8042,122125,154375
same,5,1.0,22,4806283157333,4806283341375,4806283348125,6750,52625,15584,207500,275709
same,5,1.0,23,4807289543500,4807289706291,4807289712833,6542,38250,13416,218250,269916
same,5,1.0,24,4808300362833,4808300522291,4808300528666,6375,39167,14250,213583,267000
same,5,1.0,25,4809310781125,4809310865916,4809310872583,6667,19416,6292,132208,157916
same,5,1.0,26,4810323549125,4810323941166,4810323949791,8625,33750,8667,445000,487417
same,5,1.0,27,4811336827416,4811336970416,4811336976791,6375,45792,14250,176541,236583
same,5,1.0,28,4812340223958,4812340396375,4812340403041,6666,49375,16667,211833,277875
same,5,1.0,29,4813352935583,4813353058083,4813353064416,6333,39666,14459,141375,195500
same,5,1.0,30,4814365564416,4814365696000,4814365702541,6541,37083,13292,166083,216458
same,5,1.0,31,4815378306250,4815378483083,4815378489458,6375,44250,15625,214292,274167
same,5,1.0,32,4816387685708,4816387862625,4816387869166,6541,54958,18834,204916,278708
same,5,1.0,33,4817400814625,4817400998208,4817401004875,6667,59875,16583,213375,289833
same,5,1.0,34,4818414065041,4818414229500,4818414235791,6291,43250,13917,189333,246500
same,5,1.0,35,4819426064083,4819426187916,4819426194333,6417,27625,8708,165500,201833
same,5,1.0,36,4820432659083,4820432745416,4820432751583,6167,18750,6583,118083,143416
same,5,1.0,37,4821440329041,4821440451291,4821440457583,6292,31333,9417,152458,193208
same,5,1.0,38,4822453035083,4822453201000,4822453207291,6291,50000,14416,189959,254375
same,5,1.0,39,4823470496416,4823470639666,4823470645625,5959,43959,10458,142750,197167
same,20,1.0,0,4824482239458,4824482321333,4824482327625,6292,15375,8250,122667,146292
same,20,1.0,1,4825491227625,4825491334416,4825491340666,6250,30916,8125,136834,175875
same,20,1.0,2,4826504322791,4826504455791,4826504462250,6459,31333,8084,159458,198875
same,20,1.0,3,4827527418291,4827527533541,4827527540416,6875,17167,5416,161542,184125
same,20,1.0,4,4828534895250,4828535021958,4828535028500,6542,28958,8917,167250,205125
same,20,1.0,5,4829542531958,4829542661333,4829542667666,6333,31833,9250,156208,197291
same,20,1.0,6,4830557269041,4830557388208,4830557394458,6250,33208,9250,139000,181458
same,20,1.0,7,4831572310000,4831572438750,4831572445208,6458,26083,7584,169541,203208
same,20,1.0,8,4832588673041,4832588793041,4832588799625,6584,29291,7542,139125,175958
same,20,1.0,9,4833602491208,4833602616916,4833602623458,6542,32500,9458,155084,197042
same,20,1.0,10,4834619453875,4834619631125,4834619637875,6750,49458,12084,193291,254833
same,20,1.0,11,4835630833333,4835630933125,4835630939375,6250,25416,8417,128125,161958
same,20,1.0,12,4836642933458,4836643058916,4836643065375,6459,27083,8042,165625,200750
same,20,1.0,13,4837654921458,4837655013958,4837655020041,6083,21542,6875,123625,152042
same,20,1.0,14,4838671098375,4838671223166,4838671229791,6625,30459,8208,156750,195417
same,20,1.0,15,4839685959750,4839686129083,4839686135791,6708,49500,13542,171958,235000
same,20,1.0,16,4840695865708,4840695974541,4840695981166,6625,19250,7125,149083,175458
same,20,1.0,17,4841708767916,4841708850375,4841708856583,6208,18375,6333,111500,136208
same,20,1.0,18,4842720756541,4842720870958,4842720877333,6375,28667,7416,137709,173792
same,20,1.0,19,4843734387833,4843734472083,4843734478333,6250,20375,6500,108292,135167
same,20,1.0,20,4844746680875,4844746772375,4844746778583,6208,23083,7125,118375,148583
same,20,1.0,21,4845759517291,4845759652708,4845759659083,6375,31792,10250,172625,214667
same,20,1.0,22,4846775498916,4846775614416,4846775621125,6709,26166,6584,155208,187958
same,20,1.0,23,4847791271500,4847791381416,4847791388000,6584,19417,6291,151584,177292
same,20,1.0,24,4848803106291,4848803191541,4848803197916,6375,17958,6042,129833,153833
same,20,1.0,25,4849819496208,4849819644416,4849819651000,6584,37791,11000,169417,218208
same,20,1.0,26,4850836139416,4850836252625,4850836258625,6000,33917,8500,127583,170000
same,20,1.0,27,4851846524458,4851846665166,4851846671875,6709,30500,9542,171083,211125
same,20,1.0,28,4852863294250,4852863388291,4852863394875,6584,24958,7333,133625,165916
same,20,1.0,29,4853868563291,4853868669583,4853868675750,6167,30666,8042,119208,157916
same,20,1.0,30,4854883085250,4854883160958,4854883167125,6167,13292,3750,115250,132292
same,20,1.0,31,4855899077291,4855899195541,4855899202250,6709,26958,7834,158250,193042
same,20,1.0,32,4856912767875,4856912866500,4856912872708,6208,23125,7083,123250,153458
same,20,1.0,33,4857926398333,4857926495416,4857926501625,6209,25167,8583,139792,173542
same,20,1.0,34,4858935444833,4858935531000,4858935537083,6083,18750,8333,110208,137291
same,20,1.0,35,4859949084208,4859949153708,4859949159875,6167,8000,2667,129708,140375
same,20,1.0,36,4860958546708,4860958682250,4860958688833,6583,24167,7875,176541,208583
same,20,1.0,37,4861962662291,4861962742208,4861962748416,6208,18208,6459,105375,130042
same,20,1.0,38,4862977498708,4862977593375,4862977599791,6416,26000,8083,111917,146000
same,20,1.0,39,4863993418791,4863993541333,4863993547583,6250,36916,9834,147833,194583
heavy_write,0,0.0,0,4865006391541,4865006461875,4865006468250,6375,8292,3250,130583,142125
heavy_write,0,0.0,1,4865006544875,4865006614666,4865006621083,6417,7625,3083,132000,142708
heavy_write,0,0.0,2,4865006699666,4865006769500,4865006775916,6416,7750,3041,130917,141708
heavy_write,0,0.0,3,4865006853458,4865006923333,4865006929541,6208,7834,3166,130834,141834
heavy_write,0,0.0,4,4865007006875,4865007075583,4865007082125,6542,7417,3000,131541,141958
heavy_write,0,0.0,5,4865007159625,4865007229750,4865007236375,6625,7959,2875,131541,142375
heavy_write,0,0.0,6,4865007312416,4865007382375,4865007388583,6208,7458,2917,130750,141125
heavy_write,0,0.0,7,4865007467041,4865007535875,4865007542041,6166,7541,2959,129666,140166
heavy_write,0,0.0,8,4865007617958,4865007686541,4865007693041,6500,7709,2791,129500,140000
heavy_write,0,0.0,9,4865007767875,4865007837500,4865007844083,6583,7292,2792,131375,141459
heavy_write,0,0.0,10,4865007919208,4865007989458,4865007995666,6208,7375,2917,131375,141667
heavy_write,0,0.0,11,4865008071333,4865008140458,4865008146583,6125,7791,2834,130958,141583
heavy_write,0,0.0,12,4865008222791,4865008296166,4865008302500,6334,7291,3084,137250,147625
heavy_write,0,0.0,13,4865008380625,4865008451500,4865008458083,6583,7417,2750,132583,142750
heavy_write,0,0.0,14,4865008535125,4865008607333,4865008613875,6542,7917,2791,132459,143167
heavy_write,0,0.0,15,4865008689416,4865008760500,4865008766750,6250,7666,2792,130958,141416
heavy_write,0,0.0,16,4865008842208,4865008913166,4865008920000,6834,7584,2625,132041,142250
heavy_write,0,0.0,17,4865008996375,4865009066958,4865009073458,6500,7833,2584,130208,140625
heavy_write,0,0.0,18,4865009148125,4865009219333,4865009225625,6292,7792,2833,131208,141833
heavy_write,0,0.0,19,4865009301750,4865009372583,4865009378708,6125,7708,2542,133375,143625
heavy_write,0,0.0,20,4865009456833,4865009533250,4865009539875,6625,13584,2625,131333,147542
heavy_write,0,0.0,21,4865009614291,4865009683041,4865009689625,6584,6833,2667,131041,140541
heavy_write,0,0.0,22,4865009766416,4865009837500,4865009843708,6208,7875,2833,138375,149083
heavy_write,0,0.0,23,4865009926583,4865009996333,4865010002458,6125,7834,2583,132542,142959
heavy_write,0,0.0,24,4865010081541,4865010152125,4865010158708,6583,7625,2791,133167,143583
heavy_write,0,0.0,25,4865010241708,4865010311875,4865010318291,6416,6959,2500,132833,142292
heavy_write,0,0.0,26,4865010395625,4865010466041,4865010472208,6167,7917,2541,130500,140958
heavy_write,0,0.0,27,4865010548250,4865010619708,4865010625833,6125,7500,3167,133791,144458
heavy_write,0,0.0,28,4865010704500,4865010774583,4865010781125,6542,7667,3083,132625,143375
heavy_write,0,0.0,29,4865010859416,4865010929666,4865010936333,6667,7791,2667,132583,143041
heavy_write,0,0.0,30,4865011013666,4865011083875,4865011090291,6416,7916,2584,131041,141541
heavy_write,0,0.0,31,4865011172291,4865011241916,4865011248083,6167,6708,2500,132208,141416
heavy_write,0,0.0,32,4865011324958,4865011397708,4865011404125,6417,7708,2584,133291,143583
heavy_write,0,0.0,33,4865011480041,4865011550625,4865011557041,6416,7625,2667,133750,144042
heavy_write,0,0.0,34,4865011635708,4865011706583,4865011712750,6167,7584,2708,131917,142209
heavy_write,0,0.0,35,4865011789416,4865011860625,4865011866750,6125,7666,2500,132875,143041
heavy_write,0,0.0,36,4865011943333,4865012014041,4865012020541,6500,8459,3000,132333,143792
heavy_write,0,0.0,37,4865012098500,4865012298166,4865012304708,6542,7917,2500,259333,269750
heavy_write,0,0.0,38,4865012380125,4865012452291,4865012458666,6375,7708,2542,133000,143250
heavy_write,0,0.0,39,4865012535000,4865012632375,4865012638708,6333,33750,2708,135834,172292
heavy_write,1,0.0,0,4866025073791,4866025180958,4866025187833,6875,19416,6792,151125,177333
heavy_write,1,0.0,1,4866025476208,4866025587708,4866025594708,7000,20833,6959,171708,199500
heavy_write,1,0.0,2,4866025909250,4866025999291,4866026005666,6375,20417,7542,132541,160500
heavy_write,1,0.0,3,4866026319041,4866026407541,4866026413791,6250,19584,6333,117000,142917
heavy_write,1,0.0,4,4866026654791,4866026759875,4866026766666,6791,17125,5500,153250,175875
heavy_write,1,0.0,5,4866027047541,4866027156750,4866027163500,6750,19167,6125,157500,182792
heavy_write,1,0.0,6,4866027441416,4866027526250,4866027532458,6208,17834,6250,115500,139584
heavy_write,1,0.0,7,4866027764500,4866027872958,4866027879708,6750,20125,6916,150042,177083
heavy_write,1,0.0,8,4866028166708,4866028265916,4866028272458,6542,20333,6917,127666,154916
heavy_write,1,0.0,9,4866028491833,4866028573000,4866028579541,6541,17833,6167,113625,137625
heavy_write,1,0.0,10,4866028858541,4866029011958,4866029018041,6083,24833,7083,174834,206750
heavy_write,1,0.0,11,4866029241166,4866029353041,4866029359416,6375,22833,6792,153458,183083
heavy_write,1,0.0,12,4866029629250,4866029755083,4866029761708,6625,20709,7666,171834,200209
heavy_write,1,0.0,13,4866030099208,4866030236833,4866030243833,7000,28708,8792,170416,207916
heavy_write,1,0.0,14,4866030811625,4866030992708,4866030999500,6792,48209,20833,227708,296750
heavy_write,1,0.0,15,4866031411083,4866031587833,4866031594375,6542,34083,13375,236084,283542
heavy_write,1,0.0,16,4866032002500,4866032139250,4866032146125,6875,18167,7292,232083,257542
heavy_write,1,0.0,17,4866032509083,4866032609625,4866032616166,6541,16167,6458,198417,221042
heavy_write,1,0.0,18,4866032969958,4866033060500,4866033066625,6125,12416,5209,174333,191958
heavy_write,1,0.0,19,4866033408958,4866033499708,4866033505875,6167,13791,5042,151208,170041
heavy_write,1,0.0,20,4866033775958,4866033896416,4866033903208,6792,22958,4625,198667,226250
heavy_write,1,0.0,21,4866034246791,4866034366416,4866034373541,7125,12875,4917,209917,227709
heavy_write,1,0.0,22,4866034731083,4866034841083,4866034847500,6417,12042,4791,171084,187917
heavy_write,1,0.0,23,4866035115583,4866035240000,4866035246541,6541,12458,4792,215208,232458
heavy_write,1,0.0,24,4866035598291,4866035722041,4866035728916,6875,12083,4667,209875,226625
heavy_write,1,0.0,25,4866036075375,4866036195125,4866036202000,6875,11959,4375,202500,218834
heavy_write,1,0.0,26,4866036548625,4866036660541,4866036669083,8542,11875,4417,185083,201375
heavy_write,1,0.0,27,4866036940333,4866037035083,4866037041708,6625,12458,4667,189708,206833
