warmup_kind,K,sleep_s,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
same,0,0.0,30,4666746340541,4666746470500,4666746477583,7083,9166,3750,231000,243916
same,0,0.0,31,4666746600250,4666746722125,4666746728875,6750,8833,4000,191500,204333
same,0,0.0,32,4666746820250,4666746910666,4666746917583,6917,9250,3583,158042,170875
same,0,0.0,33,4666747012958,4666747131458,4666747138750,7292,8959,8583,208417,225959
same,0,0.0,34,4666747254041,4666747379916,4666747387000,7084,8875,3875,226500,239250
same,0,0.0,35,4666747504250,4666747614000,4666747624208,10208,8250,2750,193667,204667
same,0,0.0,36,4666747727875,4666747811708,4666747818250,6542,10708,4459,150000,165167
same,0,0.0,37,4666747904375,4666747992000,4666747999083,7083,8125,3000,203208,214333
same,0,0.0,38,4666748132541,4666748258791,4666748266083,7292,9584,4541,235625,249750
same,0,0.0,39,4666748393416,4666748515125,4666748522250,7125,8208,2708,224084,235000
same,1,0.0,0,4667761977416,4667762130916,4667762137375,6459,26250,5167,223250,254667
same,1,0.0,1,4667762507750,4667762645291,4667762651833,6542,13250,5667,218083,237000
same,1,0.0,2,4667763006333,4667763119000,4667763125458,6458,12458,4959,192500,209917
same,1,0.0,3,4667763523875,4667763659500,4667763666000,6500,19292,10541,180084,209917
same,1,0.0,4,4667763951541,4667764063125,4667764070125,7000,11625,4792,204250,220667
same,1,0.0,5,4667764420916,4667764545458,4667764552000,6542,9959,3750,214000,227709
same,1,0.0,6,4667764865916,4667764956416,4667764962875,6459,11666,4167,150083,165916
same,1,0.0,7,4667765281416,4667765403708,4667765410291,6583,10750,4375,211834,226959
same,1,0.0,8,4667765750125,4667765851083,4667765858250,7167,10583,3542,243166,257291
same,1,0.0,9,4667766249458,4667766412916,4667766419291,6375,14875,8667,201083,224625
same,1,0.0,10,4667766644500,4667766721291,4667766727708,6417,12083,3708,142084,157875
same,1,0.0,11,4667767015791,4667767118083,4667767124750,6667,10333,3875,178917,193125
same,1,0.0,12,4667767400625,4667767475291,4667767481916,6625,10167,3875,129833,143875
same,1,0.0,13,4667767714000,4667767819833,4667767826375,6542,10667,4416,186709,201792
same,1,0.0,14,4667768127416,4667768223708,4667768230166,6458,9959,4083,156000,170042
same,1,0.0,15,4667768461958,4667768539375,4667768545541,6166,10458,3542,143417,157417
same,1,0.0,16,4667768916666,4667769005291,4667769012083,6792,12833,5000,150167,168000
same,1,0.0,17,4667769332250,4667769452708,4667769459375,6667,15625,5750,203666,225041
same,1,0.0,18,4667769809333,4667769926541,4667769933583,7042,11625,4542,211750,227917
same,1,0.0,19,4667770322166,4667770443333,4667770449875,6542,12584,4666,204542,221792
same,1,0.0,20,4667770825083,4667770940541,4667770947583,7042,11500,4542,185291,201333
same,1,0.0,21,4667771229916,4667771354708,4667771361708,7000,10292,4917,228375,243584
same,1,0.0,22,4667771713583,4667771835625,4667771842875,7250,10583,3792,198917,213292
same,1,0.0,23,4667772122875,4667772229875,4667772236958,7083,10041,4042,214417,228500
same,1,0.0,24,4667772628833,4667772738208,4667772744958,6750,10833,2834,189125,202792
same,1,0.0,25,4667773039625,4667773170208,4667773177625,7417,10458,2833,235417,248708
same,1,0.0,26,4667773557291,4667773682125,4667773689125,7000,9875,2959,197791,210625
same,1,0.0,27,4667773947416,4667774050916,4667774058333,7417,11292,3708,209417,224417
same,1,0.0,28,4667774436375,4667774744000,4667774751291,7291,10333,2875,399042,412250
same,1,0.0,29,4667775017583,4667775133250,4667775139958,6708,19333,3167,194625,217125
same,1,0.0,30,4667775466500,4667775577208,4667775584041,6833,11583,3500,195542,210625
same,1,0.0,31,4667775915083,4667776025041,4667776031500,6459,10292,3416,194959,208667
same,1,0.0,32,4667776349958,4667776494333,4667776502333,8000,9708,4042,254500,268250
same,1,0.0,33,4667776906208,4667777051583,4667777058541,6958,11500,3667,232500,247667
same,1,0.0,34,4667777434875,4667777557833,4667777564875,7042,10125,2958,194709,207792
same,1,0.0,35,4667777837916,4667777962041,4667777969166,7125,9958,3667,234666,248291
same,1,0.0,36,4667778318875,4667778416625,4667778424083,7458,10958,4417,176541,191916
same,1,0.0,37,4667778776583,4667778911125,4667778918291,7166,9542,4250,237792,251584
same,1,0.0,38,4667779241041,4667779323833,4667779330250,6417,10583,3625,150208,164416
same,1,0.0,39,4667779632125,4667779756625,4667779763791,7166,8709,3416,231042,243167
same,5,0.0,0,4668790245458,4668790332625,4668790338958,6333,14291,5292,146833,166416
same,5,0.0,1,4668791760541,4668791886583,4668791893166,6583,14375,4792,213458,232625
same,5,0.0,2,4668793197708,4668793316458,4668793323416,6958,12584,4500,210083,227167
same,5,0.0,3,4668794584875,4668794717250,4668794724250,7000,12916,4834,208083,225833
same,5,0.0,4,4668795905833,4668796021833,4668796028541,6708,13292,4458,202042,219792
same,5,0.0,5,4668797282625,4668797397416,4668797404041,6625,11708,4000,201917,217625
same,5,0.0,6,4668798633541,4668798771625,4668798779250,7625,11916,4125,245917,261958
same,5,0.0,7,4668800096000,4668800176208,4668800182583,6375,11500,3542,156542,171584
same,5,0.0,8,4668801309375,4668801423583,4668801430541,6958,11625,3333,206917,221875
same,5,0.0,9,4668802767708,4668802905958,4668802913458,7500,11333,4084,240708,256125
same,5,0.0,10,4668804103458,4668804241500,4668804249125,7625,11709,3833,243750,259292
same,5,0.0,11,4668805399458,4668805532375,4668805539625,7250,9667,3708,241708,255083
same,5,0.0,12,4668806811250,4668806945000,4668806952625,7625,10166,3542,239958,253666
same,5,0.0,13,4668808296125,4668808383375,4668808389625,6250,10416,3250,168750,182416
same,5,0.0,14,4668809474291,4668809584083,4668809590750,6667,10542,2916,190417,203875
same,5,0.0,15,4668810854625,4668810977416,4668810985291,7875,10000,3500,234042,247542
same,5,0.0,16,4668812251750,4668812346875,4668812354166,7291,10625,3083,203959,217667
same,5,0.0,17,4668813622750,4668813711041,4668813717875,6834,8584,3000,177333,188917
same,5,0.0,18,4668814983250,4668815106291,4668815114250,7959,8458,2584,228833,239875
same,5,0.0,19,4668816499208,4668816591583,4668816598625,7042,8458,2959,200416,211833
same,5,0.0,20,4668817693000,4668817798583,4668817805541,6958,8583,2584,194208,205375
same,5,0.0,21,4668819046500,4668819164250,4668819171625,7375,8500,2458,228084,239042
same,5,0.0,22,4668820461291,4668820584125,4668820592041,7916,8791,2542,222708,234041
same,5,0.0,23,4668821858333,4668821946916,4668821954000,7084,7917,3000,168208,179125
same,5,0.0,24,4668822922208,4668822993000,4668822999541,6541,8042,2958,130625,141625
same,5,0.0,25,4668823926291,4668824027791,4668824034083,6292,8292,3500,165500,177292
same,5,0.0,26,4668825146625,4668825259291,4668825266000,6709,9083,3042,190416,202541
same,5,0.0,27,4668826257500,4668826345666,4668826351833,6167,10750,3667,144250,158667
same,5,0.0,28,4668827226750,4668827315333,4668827324250,8917,7500,2333,190709,200542
same,5,0.0,29,4668828335666,4668828446750,4668828453333,6583,12333,2417,183416,198166
same,5,0.0,30,4668829444000,4668829535625,4668829542083,6458,7500,2625,155334,165459
same,5,0.0,31,4668830445166,4668830518666,4668830524750,6084,7250,2375,142666,152291
same,5,0.0,32,4668831501541,4668831592708,4668831599375,6667,7750,2666,151750,162166
same,5,0.0,33,4668832484708,4668832559125,4668832565625,6500,7791,2625,143500,153916
same,5,0.0,34,4668833666541,4668833735833,4668833742208,6375,8625,2333,142417,153375
same,5,0.0,35,4668834753250,4668834824583,4668834830666,6083,8792,2791,122584,134167
same,5,0.0,36,4668835786000,4668835884625,4668835891083,6458,8750,2625,166417,177792
same,5,0.0,37,4668836818458,4668836895000,4668836901541,6541,9334,2333,147167,158834
same,5,0.0,38,4668837894041,4668838002625,4668838009416,6791,9541,2167,197917,209625
same,5,0.0,39,4668838925291,4668838996666,4668839003000,6334,9208,2667,121958,133833
same,20,0.0,0,4669853089625,4669853256041,4669853262916,6875,19000,8583,245334,272917
same,20,0.0,1,4669858337541,4669858464291,4669858471125,6834,12917,7792,210666,231375
same,20,0.0,2,4669863131333,4669863277958,4669863285416,7458,13167,6541,249542,269250
same,20,0.0,3,4669868209250,4669868327208,4669868333625,6417,11291,3834,182750,197875
same,20,0.0,4,4669872942166,4669873078125,4669873086000,7875,11375,4917,234958,251250
same,20,0.0,5,4669877690041,4669877789416,4669877796375,6959,11333,3333,204417,219083
same,20,0.0,6,4669882441708,4669882562541,4669882569958,7417,8542,2541,231959,243042
same,20,0.0,7,4669887168583,4669887312250,4669887319250,7000,9250,2750,245875,257875
same,20,0.0,8,4669892005583,4669892084458,4669892090791,6333,8333,3750,160875,172958
same,20,0.0,9,4669896797375,4669896920541,4669896928083,7542,8541,2500,232250,243291
same,20,0.0,10,4669901018083,4669901147041,4669901153708,6667,10333,3792,200458,214583
same,20,0.0,11,4669904631583,4669904731541,4669904738250,6709,7625,2584,179208,189417
same,20,0.0,12,4669908516791,4669908581416,4669908587750,6334,6833,2292,129583,138708
same,20,0.0,13,4669912075541,4669912146500,4669912152708,6208,8875,2708,123083,134666
same,20,0.0,14,4669915756750,4669915883250,4669915890125,6875,8333,3375,208042,219750
same,20,0.0,15,4669919136291,4669919200875,4669919207000,6125,6916,2334,116625,125875
same,20,0.0,16,4669922066541,4669922130000,4669922136500,6500,6875,2292,113083,122250
same,20,0.0,17,4669925054916,4669925130833,4669925138000,7167,6541,2542,136042,145125
same,20,0.0,18,4669927939583,4669928006833,4669928013250,6417,6084,2333,125625,134042
same,20,0.0,19,4669930777458,4669930845000,4669930851291,6291,6125,2208,130875,139208
same,20,0.0,20,4669933781875,4669933855250,4669933861875,6625,6000,2333,129667,138000
same,20,0.0,21,4669936452666,4669936507416,4669936514208,6792,7167,1833,108875,117875
same,20,0.0,22,4669938985000,4669939039666,4669939046666,7000,7583,2459,108000,118042
same,20,0.0,23,4669941501833,4669941551875,4669941557916,6041,6792,1917,84041,92750
same,20,0.0,24,4669943908791,4669943966958,4669943973708,6750,5833,1875,113125,120833
same,20,0.0,25,4669946383333,4669946438583,4669946445791,7208,6792,1792,108250,116834
same,20,0.0,26,4669948857541,4669948910541,4669948917250,6709,6625,1791,107000,115416
same,20,0.0,27,4669951539750,4669951590583,4669951596750,6167,6708,2042,107417,116167
same,20,0.0,28,4669954058625,4669954114041,4669954120708,6667,7416,1709,109458,118583
same,20,0.0,29,4669956557291,4669956612583,4669956619750,7167,5667,1708,112333,119708
same,20,0.0,30,4669958962875,4669959014625,4669959020958,6333,7042,2083,87708,96833
same,20,0.0,31,4669961483291,4669961539208,4669961546166,6958,7042,2083,111833,120958
same,20,0.0,32,4669963748291,4669963804583,4669963811250,6667,7042,2625,110541,120208
same,20,0.0,33,4669966434583,4669966490041,4669966496875,6834,7084,2000,109000,118084
same,20,0.0,34,4669968943625,4669968997583,4669969004583,7000,6583,2042,109208,117833
same,20,0.0,35,4669971382916,4669971434083,4669971440875,6792,6041,1792,105750,113583
same,20,0.0,36,4669973826416,4669973886916,4669973893333,6417,16166,1542,100208,117916
same,20,0.0,37,4669976325916,4669976377375,4669976383916,6541,4792,1500,104750,111042
same,20,0.0,38,4669978494291,4669978548791,4669978591791,43000,10333,3542,139542,153417
same,20,0.0,39,4669980908625,4669980962333,4669980969333,7000,6209,1708,108333,116250
same,0,0.001,0,4670994292833,4670994435208,4670994442291,7083,15708,9000,254292,279000
same,0,0.001,1,4670996137958,4670996513833,4670996523916,10083,14834,6458,492833,514125
same,0,0.001,2,4670998208291,4670998600333,4670998610208,9875,16292,8792,498916,524000
same,0,0.001,3,4671000273666,4671000602041,4671000610833,8792,18417,6916,403167,428500
same,0,0.001,4,4671002247125,4671002648791,4671002657541,8750,15375,5334,483291,504000
same,0,0.001,5,4671004287416,4671004400583,4671004407791,7208,15625,5583,201125,222333
same,0,0.001,6,4671006067541,4671006476583,4671006486791,10208,20084,7291,514167,541542
same,0,0.001,7,4671008161583,4671008696708,4671008706541,9833,21750,6334,679916,708000
same,0,0.001,8,4671010436458,4671010823750,4671010833708,9958,18833,7125,501417,527375
same,0,0.001,9,4671012521708,4671012926458,4671012935666,9208,17875,7500,489667,515042
same,0,0.001,10,4671014589166,4671014968916,4671014978000,9084,18542,6000,464833,489375
same,0,0.001,11,4671016619583,4671017058541,4671017067166,8625,24500,5416,519417,549333
same,0,0.001,12,4671018711458,4671018815541,4671018822625,7084,18541,7167,192542,218250
same,0,0.001,13,4671020459500,4671020860583,4671020870041,9458,14500,5458,504750,524708
same,0,0.001,14,4671022514250,4671022914083,4671022924083,10000,14375,5416,498084,517875
same,0,0.001,15,4671024725500,4671025402625,4671025411125,8500,93291,20334,692333,805958
same,0,0.001,16,4671027185458,4671027728916,4671027737916,9000,56042,15542,568666,640250
same,0,0.001,17,4671029415375,4671029796791,4671029805791,9000,32167,9000,417042,458209
same,0,0.001,18,4671031444833,4671031835916,4671031845375,9459,27083,7250,430459,464792
same,0,0.001,19,4671033490791,4671034018458,4671034027541,9083,50042,14833,571167,636042
same,0,0.001,20,4671035345416,4671035526916,4671035533666,6750,55000,22875,215959,293834
same,0,0.001,21,4671037180625,4671037572541,4671037581625,9084,18666,6000,469084,493750
same,0,0.001,22,4671039218208,4671039615416,4671039624666,9250,20041,8042,499542,527625
same,0,0.001,23,4671041289916,4671041727333,4671041736458,9125,16334,5708,543083,565125
same,0,0.001,24,4671043397041,4671043781791,4671043791000,9209,17958,5667,484708,508333
same,0,0.001,25,4671045444250,4671045826208,4671045835625,9417,17042,5542,492625,515209
same,0,0.001,26,4671047497208,4671047875666,4671047884375,8709,16375,5666,474959,497000
same,0,0.001,27,4671049527458,4671049978500,4671049987166,8666,14542,5916,542334,562792
same,0,0.001,28,4671051716541,4671052342416,4671052350958,8542,84042,24417,661375,769834
same,0,0.001,29,4671054023750,4671054422583,4671054431541,8958,15750,5250,496333,517333
same,0,0.001,30,4671056067958,4671056169708,4671056176291,6583,13167,5125,186208,204500
same,0,0.001,31,4671057827000,4671058272958,4671058281583,8625,17709,6458,524708,548875
same,0,0.001,32,4671059907750,4671060307916,4671060316916,9000,14875,5458,489333,509666
same,0,0.001,33,4671061963833,4671062351875,4671062360708,8833,18958,7208,475709,501875
same,0,0.001,34,4671064002833,4671064109791,4671064116708,6917,16791,5459,188041,210291
same,0,0.001,35,4671065763916,4671066157041,4671066166541,9500,14542,5500,478166,498208
same,0,0.001,36,4671067798041,4671067905083,4671067912291,7208,16000,5458,186083,207541
same,0,0.001,37,4671069547750,4671069926208,4671069936125,9917,16958,6500,482042,505500
same,0,0.001,38,4671071595916,4671071953416,4671071962875,9459,14916,6000,441792,462708
same,0,0.001,39,4671073595666,4671073990708,4671074000125,9417,16333,5708,475292,497333
same,1,0.001,0,4672084767208,4672085157416,4672085167541,10125,19625,6917,497708,524250
same,1,0.001,1,4672087465666,4672087571916,4672087578083,6167,22333,7458,162334,192125
same,1,0.001,2,4672089812625,4672090232458,4672090241708,9250,17625,6542,514125,538292
same,1,0.001,3,4672092568041,4672092677791,4672092684000,6209,16209,6291,170375,192875
same,1,0.001,4,4672094904125,4672095019000,4672095025583,6583,21375,9083,159125,189583
same,1,0.001,5,4672096887125,4672097000416,4672097006708,6292,16125,6250,166792,189167
same,1,0.001,6,4672099555583,4672099758916,4672099765916,7000,49750,13209,226125,289084
same,1,0.001,7,4672102012958,4672102131250,4672102137791,6541,23000,7958,156875,187833
same,1,0.001,8,4672104284791,4672104405666,4672104412250,6584,17500,5750,194042,217292
same,1,0.001,9,4672106527458,4672106669791,4672106676333,6542,14667,6458,215459,236584
same,1,0.001,10,4672108899000,4672109046791,4672109053750,6959,15042,8250,223708,247000
same,1,0.001,11,4672111247333,4672111380541,4672111386666,6125,16542,11458,178667,206667
same,1,0.001,12,4672113499791,4672113607583,4672113614041,6458,19834,6000,156708,182542
same,1,0.001,13,4672115427708,4672115560791,4672115567208,6417,14958,6292,198125,219375
same,1,0.001,14,4672117385583,4672117489333,4672117495750,6417,13000,5792,145500,164292
same,1,0.001,15,4672119297625,4672119431958,4672119438625,6667,12792,5167,212250,230209
same,1,0.001,16,4672121287458,4672121389458,4672121396125,6667,15583,4584,157916,178083
same,1,0.001,17,4672123193208,4672123297333,4672123303541,6208,22958,6834,158458,188250
same,1,0.001,18,4672125393041,4672125492416,4672125499125,6709,12459,4708,164375,181542
same,1,0.001,19,4672127319041,4672127427666,4672127434250,6584,12459,4583,178250,195292
same,1,0.001,20,4672129255750,4672129367458,4672129373916,6458,12208,4833,190292,207333
same,1,0.001,21,4672131133666,4672131210291,4672131216416,6125,9541,4042,133875,147458
same,1,0.001,22,4672133013416,4672133087500,4672133093750,6250,10000,4541,120250,134791
same,1,0.001,23,4672134840416,4672134920833,4672134927125,6292,10125,3334,127041,140500
same,1,0.001,24,4672136664583,4672136744166,4672136750833,6667,10625,3459,129416,143500
same,1,0.001,25,4672138502458,4672138591666,4672138597750,6084,14500,6208,132000,152708
same,1,0.001,26,4672140339291,4672140415250,4672140421791,6541,12334,3583,124583,140500
same,1,0.001,27,4672142405250,4672142482166,4672142488458,6292,10625,4000,122417,137042
same,1,0.001,28,4672144227416,4672144309791,4672144316083,6292,9750,6958,124209,140917
same,1,0.001,29,4672146387083,4672146475208,4672146481666,6458,22208,6750,116792,145750
same,1,0.001,30,4672147808833,4672147894875,4672147901291,6416,19375,7125,108875,135375
same,1,0.001,31,4672149686541,4672149765625,4672149771750,6125,16625,5792,112875,135292
same,1,0.001,32,4672151507083,4672151581375,4672151587708,6333,16292,6208,109500,132000
same,1,0.001,33,4672153334000,4672153408125,4672153414208,6083,14291,5459,118250,138000
same,1,0.001,34,4672154916583,4672154996291,4672155002833,6542,17042,6208,113083,136333
same,1,0.001,35,4672157039958,4672157127541,4672157133958,6417,21500,7000,110125,138625
same,1,0.001,36,4672158738833,4672158820916,4672158827291,6375,19666,7125,108375,135166
same,1,0.001,37,4672160868625,4672160954166,4672160960416,6250,20833,6792,113250,140875
same,1,0.001,38,4672162701875,4672162778375,4672162784958,6583,16750,6083,114875,137708
same,1,0.001,39,4672164522583,4672164595416,4672164601708,6292,13167,4791,113375,131333
same,5,0.001,0,4673177006458,4673177133750,4673177140583,6833,31166,10209,184666,226041
same,5,0.001,1,4673180245000,4673180347000,4673180353208,6208,16208,5625,154625,176458
same,5,0.001,2,4673183462500,4673183594166,4673183600875,6709,21042,8625,187250,216917
same,5,0.001,3,4673186640750,4673186735458,4673186741791,6333,15041,5084,167458,187583
same,5,0.001,4,4673189758583,4673189882166,4673189889083,6917,15417,5833,197375,218625
same,5,0.001,5,4673192687583,4673192810875,4673192817541,6666,15917,5625,201750,223292
same,5,0.001,6,4673195933166,4673196059583,4673196066666,7083,15792,5250,211083,232125
same,5,0.001,7,4673199119833,4673199247500,4673199254000,6500,18000,6500,199416,223916
same,5,0.001,8,4673202254791,4673202386250,4673202393208,6958,17834,5791,215209,238834
same,5,0.001,9,4673205409375,4673205528041,4673205534333,6292,15375,5584,192083,213042
same,5,0.001,10,4673208522291,4673208646833,4673208653541,6708,15958,5083,191917,212958
same,5,0.001,11,4673211385083,4673211504833,4673211511125,6292,15792,5083,195750,216625
same,5,0.001,12,4673214249833,4673214372125,4673214378875,6750,14458,5208,206834,226500
same,5,0.001,13,4673217333458,4673217463458,4673217470166,6708,16167,5917,202500,224584
same,5,0.001,14,4673220261625,4673220381583,4673220388541,6958,15041,4917,226208,246166
same,5,0.001,15,4673223433083,4673223558708,4673223565250,6542,15584,5625,208458,229667
same,5,0.001,16,4673226441500,4673226535458,4673226541875,6417,15000,5000,153834,173834
same,5,0.001,17,4673229330041,4673229456083,4673229462625,6542,15666,5375,211875,232916
same,5,0.001,18,4673232602500,4673232714666,4673232721291,6625,15375,5166,174959,195500
same,5,0.001,19,4673235521291,4673235647083,4673235653666,6583,14750,5292,213708,233750
same,5,0.001,20,4673238704875,4673238836500,4673238843750,7250,15000,5667,223875,244542
same,5,0.001,21,4673241838916,4673241957083,4673241963833,6750,15041,5292,184417,204750
same,5,0.001,22,4673244575750,4673244701291,4673244708333,7042,16417,5000,210083,231500
same,5,0.001,23,4673247524333,4673247650333,4673247657083,6750,14250,5166,210917,230333
same,5,0.001,24,4673251202500,4673251314750,4673251321750,7000,30875,20833,148417,200125
same,5,0.001,25,4673254352583,4673254474791,4673254481500,6709,15208,5833,188667,209708
same,5,0.001,26,4673257048875,4673257164458,4673257171416,6958,13042,4666,195250,212958
same,5,0.001,27,4673259810625,4673259934125,4673259941250,7125,12625,5250,221334,239209
same,5,0.001,28,4673262678625,4673262783791,4673262790416,6625,15625,6000,151791,173416
same,5,0.001,29,4673265505291,4673265635291,4673265642041,6750,12875,5000,210459,228334
same,5,0.001,30,4673268705291,4673268826125,4673268833291,7166,12792,4708,209459,226959
same,5,0.001,31,4673271357291,4673271478416,4673271485125,6709,12667,5167,199541,217375
same,5,0.001,32,4673273865958,4673273981250,4673273988250,7000,13209,5000,184166,202375
same,5,0.001,33,4673276832291,4673276949541,4673276956083,6542,14750,5875,181250,201875
same,5,0.001,34,4673279338875,4673279454250,4673279461250,7000,12958,4792,183083,200833
same,5,0.001,35,4673282301833,4673282416083,4673282422708,6625,12750,4459,191708,208917
same,5,0.001,36,4673285036333,4673285156208,4673285163041,6833,12541,4417,194125,211083
same,5,0.001,37,4673287695708,4673287799500,4673287805625,6125,12250,4458,153833,170541
same,5,0.001,38,4673290479291,4673290599750,4673290606416,6666,12375,4333,199125,215833
same,5,0.001,39,4673293316750,4673293439833,4673293446458,6625,13000,4500,198667,216167
same,20,0.001,0,4674311618500,4674311709708,4674311716208,6500,12750,4375,156792,173917
same,20,0.001,1,4674317151250,4674317221583,4674317228041,6458,7292,2583,127042,136917
same,20,0.001,2,4674322801125,4674322888500,4674322894666,6166,12583,4125,146750,163458
same,20,0.001,3,4674327802541,4674327890916,4674327897208,6292,13583,3667,144667,161917
same,20,0.001,4,4674333254416,4674333340458,4674333346958,6500,12291,4125,136042,152458
same,20,0.001,5,4674338314083,4674338396833,4674338403208,6375,11250,3708,140417,155375
same,20,0.001,6,4674343193875,4674343260625,4674343266916,6291,7709,2458,111917,122084
same,20,0.001,7,4674347663125,4674347741166,4674347747291,6125,9625,2958,130833,143416
same,20,0.001,8,4674352337333,4674352398041,4674352409041,11000,8750,3166,115750,127666
same,20,0.001,9,4674357445125,4674357535166,4674357541583,6417,8750,3417,137500,149667
same,20,0.001,10,4674362454416,4674362535500,4674362541833,6333,10750,3541,125250,139541
same,20,0.001,11,4674367476625,4674367581000,4674367587583,6583,10000,3416,179042,192458
same,20,0.001,12,4674372991500,4674373103958,4674373111000,7042,10416,3709,202083,216208
same,20,0.001,13,4674378350166,4674378430166,4674378436375,6209,10291,3209,127166,140666
same,20,0.001,14,4674383656583,4674383771958,4674383778583,6625,24708,3334,178208,206250
same,20,0.001,15,4674389171416,4674389275666,4674389282375,6709,10250,3292,183458,197000
same,20,0.001,16,4674394952250,4674395068791,4674395075250,6459,10125,3834,165791,179750
same,20,0.001,17,4674400780458,4674400884666,4674400891500,6834,8167,2583,199250,210000
same,20,0.001,18,4674405906500,4674406043833,4674406050375,6542,12000,4750,214000,230750
same,20,0.001,19,4674411291625,4674411362833,4674411369458,6625,9375,2958,143167,155500
same,20,0.001,20,4674416827541,4674416921500,4674416928041,6541,9750,3792,146708,160250
same,20,0.001,21,4674422185375,4674422268666,4674422275541,6875,14333,3708,155584,173625
same,20,0.001,22,4674427324541,4674427429625,4674427436375,6750,10000,3375,176458,189833
same,20,0.001,23,4674432466041,4674432590958,4674432597666,6708,10292,3208,198459,211959
same,20,0.001,24,4674437814125,4674437922666,4674437929500,6834,8625,2458,200500,211583
same,20,0.001,25,4674443151791,4674443222125,4674443228750,6625,8125,2750,120666,131541
same,20,0.001,26,4674447930833,4674448009250,4674448015500,6250,9750,3083,124208,137041
same,20,0.001,27,4674452914708,4674452980750,4674452987000,6250,7625,2375,116584,126584
same,20,0.001,28,4674457898875,4674458017875,4674458024375,6500,7791,2584,192916,203291
same,20,0.001,29,4674463686541,4674463755916,4674463762500,6584,8917,2458,119917,131292
same,20,0.001,30,4674468927875,4674469032250,4674469038750,6500,8625,3000,175208,186833
same,20,0.001,31,4674473881958,4674473966958,4674473973250,6292,9958,3292,132458,145708
same,20,0.001,32,4674478734416,4674478815250,4674478821666,6416,7416,2875,132959,143250
same,20,0.001,33,4674483753000,4674483861458,4674483868166,6708,7500,2541,185792,195833
same,20,0.001,34,4674488819500,4674488915125,4674488922083,6958,7083,2250,192250,201583
same,20,0.001,35,4674494260083,4674494323041,4674494329291,6250,6917,2333,130834,140084
same,20,0.001,36,4674499491500,4674499727000,4674499733791,6791,6750,2458,309750,318958
same,20,0.001,37,4674504519416,4674504582958,4674504589416,6458,6500,2250,114208,122958
same,20,0.001,38,4674509601916,4674509709958,4674509716416,6458,12625,2625,172542,187792
same,20,0.001,39,4674514432250,4674514530916,4674514537375,6459,6417,2291,175292,184000
