warmup_kind,K,sleep_s,probe_idx_within_burst,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
fma_loop,0,0.1,8,132637133951666,132637134095500,132637134104375,8875,19166,10042,258042,287250
fma_loop,0,0.1,9,132637134268750,132637134409625,132637134418708,9083,19375,10291,288792,318458
fma_loop,1,0.1,0,132642284770833,132642285749083,132642285763708,14625,260416,62084,889041,1211541
fma_loop,1,0.1,1,132642286163208,132642286410500,132642286420375,9875,52791,21667,311333,385791
fma_loop,1,0.1,2,132642286625958,132642286855625,132642286865416,9791,47916,18959,347000,413875
fma_loop,1,0.1,3,132642287177458,132642287461375,132642287471291,9916,63833,22250,350667,436750
fma_loop,1,0.1,4,132642287695541,132642287920875,132642287930416,9541,48375,20083,282334,350792
fma_loop,1,0.1,5,132642288127041,132642288354333,132642288363791,9458,48291,18209,597083,663583
fma_loop,1,0.1,6,132642288876333,132642289144291,132642289154083,9792,53000,20958,328167,402125
fma_loop,1,0.1,7,132642289351083,132642289595416,132642289605000,9584,47250,19750,385292,452292
fma_loop,1,0.1,8,132642289890750,132642290206666,132642290215625,8959,84666,20459,387166,492291
fma_loop,1,0.1,9,132642290467875,132642290915083,132642290924875,9792,200334,22708,360958,584000
fma_loop,5,0.1,0,132647444694208,132647447041166,132647447056458,15292,292208,94208,2210625,2597041
fma_loop,5,0.1,1,132647447496375,132647447814333,132647447823291,8958,76583,28834,366166,471583
fma_loop,5,0.1,2,132647448052041,132647448335000,132647448344000,9000,51333,19833,365709,436875
fma_loop,5,0.1,3,132647448612625,132647448877625,132647448886791,9166,54375,21042,322000,397417
fma_loop,5,0.1,4,132647449083708,132647449279083,132647449288291,9208,47250,18791,269542,335583
fma_loop,5,0.1,5,132647449493583,132647449788416,132647449797583,9167,48916,34459,363708,447083
fma_loop,5,0.1,6,132647450013958,132647450240166,132647450249958,9792,50500,18417,301333,370250
fma_loop,5,0.1,7,132647450477833,132647450745666,132647450755458,9792,57709,22166,286334,366209
fma_loop,5,0.1,8,132647450889416,132647451044500,132647451052500,8000,30792,11167,197708,239667
fma_loop,5,0.1,9,132647451175791,132647451362791,132647451371958,9167,28542,14166,253625,296333
fma_loop,20,0.1,0,132652673556041,132652676137416,132652676152666,15250,270334,75333,2521125,2866792
fma_loop,20,0.1,1,132652676637916,132652676943833,132652676953750,9917,61459,22375,371666,455500
fma_loop,20,0.1,2,132652677177833,132652677403666,132652677413708,10042,50208,19208,317792,387208
fma_loop,20,0.1,3,132652677642416,132652677868291,132652677878333,10042,48292,18583,307000,373875
fma_loop,20,0.1,4,132652678092083,132652678309875,132652678319916,10041,46750,18208,299583,364541
fma_loop,20,0.1,5,132652678591541,132652678853125,132652678862750,9625,49708,18083,342459,410250
fma_loop,20,0.1,6,132652679074333,132652679323041,132652679332666,9625,45625,18750,334541,398916
fma_loop,20,0.1,7,132652679545375,132652679799375,132652679809416,10041,47000,20375,312417,379792
fma_loop,20,0.1,8,132652679985375,132652680262666,132652680272500,9834,36625,12875,359584,409084
fma_loop,20,0.1,9,132652680438833,132652680610875,132652680620833,9958,27583,11042,248041,286666
fma_loop,0,1.0,0,132658253699125,132658256194791,132658256211500,16709,273000,100000,3384416,3757416
fma_loop,0,1.0,1,132658257786666,132658258315416,132658258324958,9542,105792,35291,592584,733667
fma_loop,0,1.0,2,132658258570750,132658258781166,132658258790708,9542,31208,12625,291375,335208
fma_loop,0,1.0,3,132658258965458,132658259201750,132658259211000,9250,34583,14084,307541,356208
fma_loop,0,1.0,4,132658259394333,132658259599125,132658259608625,9500,31500,13375,284333,329208
fma_loop,0,1.0,5,132658259772250,132658259949541,132658259958083,8542,31875,12583,260667,305125
fma_loop,0,1.0,6,132658260132333,132658260344333,132658260353541,9208,34250,13125,329625,377000
fma_loop,0,1.0,7,132658260602291,132658260845833,132658260855208,9375,47250,16417,308583,372250
fma_loop,0,1.0,8,132658261037708,132658261229291,132658261238625,9334,30500,14333,287667,332500
fma_loop,0,1.0,9,132658261434333,132658261597375,132658261607083,9708,36250,12750,265833,314833
fma_loop,1,1.0,0,132698502467375,132698504719750,132698504734083,14333,209041,54084,2228958,2492083
fma_loop,1,1.0,1,132698505157750,132698506151500,132698506161250,9750,618500,24000,514667,1157167
fma_loop,1,1.0,2,132698506469875,132698508202791,132698508211583,8792,50292,1116292,738666,1905250
fma_loop,1,1.0,3,132698509580208,132698510554375,132698510563166,8791,96209,42791,1020834,1159834
fma_loop,1,1.0,4,132698510815250,132698511230125,132698511239375,9250,213125,16084,304416,533625
fma_loop,1,1.0,5,132698511479416,132698511673333,132698511682583,9250,30541,9834,260583,300958
fma_loop,1,1.0,6,132698511820458,132698511973666,132698511981916,8250,25166,9709,211166,246041
fma_loop,1,1.0,7,132698512103416,132698512239958,132698512248250,8292,22584,9083,204958,236625
fma_loop,1,1.0,8,132698512377333,132698512567625,132698512576875,9250,24500,9958,254167,288625
fma_loop,1,1.0,9,132698512701333,132698512853708,132698512861958,8250,23542,9416,208000,240958
fma_loop,5,1.0,0,132738765007125,132738767300291,132738767321916,21625,277291,108875,2158334,2544500
fma_loop,5,1.0,1,132738767759375,132738768072625,132738768082250,9625,76542,25333,367000,468875
fma_loop,5,1.0,2,132738768325333,132738768624166,132738768633958,9792,61083,21667,371208,453958
fma_loop,5,1.0,3,132738768857375,132738769096416,132738769106083,9667,50208,18292,320917,389417
fma_loop,5,1.0,4,132738769318750,132738769549125,132738769558875,9750,46708,18125,313417,378250
fma_loop,5,1.0,5,132738769835625,132738770101000,132738770110458,9458,47375,17750,367333,432458
fma_loop,5,1.0,6,132738770348333,132738770598583,132738770608083,9500,51791,18834,320416,391041
fma_loop,5,1.0,7,132738770816583,132738771058583,132738771068333,9750,48583,18417,327208,394208
fma_loop,5,1.0,8,132738771297500,132738771559166,132738771568583,9417,47708,18250,346917,412875
fma_loop,5,1.0,9,132738771779750,132738772033416,132738772042833,9417,46291,17667,351042,415000
fma_loop,20,1.0,0,132779109116833,132779110244625,132779110259625,15000,222500,52541,1300167,1575208
fma_loop,20,1.0,1,132779110855166,132779111279375,132779111288875,9500,36666,13750,520209,570625
fma_loop,20,1.0,2,132779111546208,132779111720208,132779111917791,197583,54125,11333,659208,724666
fma_loop,20,1.0,3,132779112329083,132779112580666,132779112590541,9875,34917,15750,318625,369292
fma_loop,20,1.0,4,132779112744000,132779112904041,132779112912750,8709,29083,11750,240250,281083
fma_loop,20,1.0,5,132779113070458,132779113263041,132779113272916,9875,29375,11584,259583,300542
fma_loop,20,1.0,6,132779113455583,132779113742166,132779113752000,9834,28292,104208,266250,398750
fma_loop,20,1.0,7,132779113944250,132779114238958,132779114248750,9792,29167,105208,2102375,2236750
fma_loop,20,1.0,8,132779116393875,132779117033041,132779117046875,13834,80708,21917,746000,848625
fma_loop,20,1.0,9,132779117499875,132779117849041,132779117859125,10084,152916,12042,434208,599166
