warmup_kind,K,sleep_s,trial_idx_within_combo,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
same,0,0.0,0,132224847104541,132224847205791,132224847211708,5917,8208,3250,193833,205291
same,0,0.0,1,132224847325958,132224847428083,132224847434041,5958,8667,3292,193250,205209
same,0,0.0,2,132224847547416,132224847643458,132224847649416,5958,8458,3250,197875,209583
same,0,0.0,3,132224847772416,132224847869958,132224847875875,5917,9125,3167,184708,197000
same,0,0.0,4,132224847986041,132224848079458,132224848085375,5917,8833,3167,185833,197833
same,0,0.0,5,132224848200250,132224848295000,132224848300916,5916,8750,3042,185542,197334
same,0,0.0,6,132224848414000,132224848515375,132224848521291,5916,10625,2917,190083,203625
same,0,0.0,7,132224848630041,132224848722916,132224848728833,5917,8083,2917,182291,193291
same,0,0.0,8,132224848835458,132224848916875,132224848922791,5916,7959,2916,160209,171084
same,0,0.0,9,132224849019041,132224849103750,132224849109625,5875,11083,2958,164667,178708
same,0,0.0,10,132224849210375,132224849294125,132224849300000,5875,8334,3083,170167,181584
same,0,0.0,11,132224849404625,132224849489291,132224849495208,5917,8084,2958,174958,186000
same,0,0.0,12,132224849602916,132224849694958,132224849700916,5958,7958,2917,193083,203958
same,0,0.0,13,132224849828416,132224849981125,132224849986333,5208,12375,6625,242750,261750
same,0,0.0,14,132224850103583,132224850205958,132224850211333,5375,9209,3041,193084,205334
same,0,0.0,15,132224850321500,132224850421375,132224850426750,5375,8375,2959,190500,201834
same,0,0.0,16,132224850536583,132224850636000,132224850641375,5375,8541,3000,190959,202500
same,0,0.0,17,132224850760000,132224850859666,132224850865041,5375,8417,3250,190667,202334
same,0,0.0,18,132224850975250,132224851074750,132224851080125,5375,8500,2875,188917,200292
same,0,0.0,19,132224851188750,132224851284083,132224851289416,5333,8125,2834,185875,196834
same,0,0.0,20,132224851401166,132224851495875,132224851501250,5375,8458,2875,189542,200875
same,0,0.0,21,132224851617500,132224851711166,132224851716541,5375,8084,2958,183792,194834
same,0,0.0,22,132224851828500,132224851932083,132224851937458,5375,9000,2875,202209,214084
same,0,0.0,23,132224852062791,132224852166625,132224852172000,5375,9042,3041,199667,211750
same,0,0.0,24,132224852288875,132224852390500,132224852395833,5333,8500,2958,196042,207500
same,0,0.0,25,132224852512291,132224852611875,132224852617208,5333,8166,2959,196000,207125
same,0,0.0,26,132224852734041,132224852835583,132224852840916,5333,11833,3042,191208,206083
same,0,0.0,27,132224852952375,132224853054000,132224853059333,5333,7875,2917,195708,206500
same,0,0.0,28,132224853171000,132224853260375,132224853265458,5083,8000,2917,172917,183834
same,0,0.0,29,132224853366958,132224853455750,132224853461000,5250,8000,2875,173791,184666
same,0,0.0,30,132224853563625,132224853649041,132224853654333,5292,7875,3042,172125,183042
same,0,0.0,31,132224853758708,132224853847875,132224853853166,5291,7916,3125,179584,190625
same,0,0.0,32,132224853961458,132224854048458,132224854053833,5375,8209,2916,182834,193959
same,0,0.0,33,132224854168041,132224854269958,132224854275333,5375,7875,3000,199667,210542
same,0,0.0,34,132224854390791,132224854489375,132224854494750,5375,8083,2834,190208,201125
same,0,0.0,35,132224854623166,132224854740250,132224854745625,5375,15042,6500,202792,224334
same,0,0.0,36,132224854865083,132224854965083,132224854970416,5333,10375,49667,164542,224584
same,0,0.0,37,132224855105958,132224855216791,132224855222166,5375,12000,3875,201833,217708
same,0,0.0,38,132224855352541,132224855473250,132224855478625,5375,17584,5916,197959,221459
same,0,0.0,39,132224855590625,132224855690833,132224855696083,5250,12500,4250,181125,197875
same,1,0.0,0,132225860761041,132225860846833,132225860854958,8125,8667,3000,188250,199917
same,1,0.0,1,132225861191750,132225861276416,132225861284541,8125,8625,3333,185000,196958
same,1,0.0,2,132225861620375,132225861762541,132225861770625,8084,8333,4750,251875,264958
same,1,0.0,3,132225862112833,132225862203500,132225862211583,8083,8459,3791,193709,205959
same,1,0.0,4,132225862542291,132225862633208,132225862641333,8125,8500,3000,199875,211375
same,1,0.0,5,132225862979583,132225863068625,132225863076750,8125,8208,5417,198916,212541
same,1,0.0,6,132225863438000,132225863543916,132225863552083,8167,8417,4166,192417,205000
same,1,0.0,7,132225863882166,132225863985833,132225863994000,8167,8375,3625,210334,222334
same,1,0.0,8,132225864342583,132225864438583,132225864446750,8167,8417,3625,202625,214667
same,1,0.0,9,132225864818166,132225864911000,132225864919125,8125,11792,3583,201167,216542
same,1,0.0,10,132225865284791,132225865372875,132225865380958,8083,8792,3166,198542,210500
same,1,0.0,11,132225865729125,132225865821375,132225865829333,7958,8542,3000,198666,210208
same,1,0.0,12,132225866168291,132225866258958,132225866267041,8083,8500,3291,200084,211875
same,1,0.0,13,132225866618375,132225866712875,132225866721000,8125,8125,5125,201875,215125
same,1,0.0,14,132225867070958,132225867168625,132225867176708,8083,8750,3959,205875,218584
same,1,0.0,15,132225867525666,132225867623666,132225867631791,8125,8292,4166,206667,219125
same,1,0.0,16,132225867981458,132225868080166,132225868088291,8125,8125,4084,207041,219250
same,1,0.0,17,132225868433750,132225868532125,132225868540250,8125,8625,3750,211916,224291
same,1,0.0,18,132225868891041,132225868988750,132225868996875,8125,7916,3834,207000,218750
same,1,0.0,19,132225869357875,132225869462333,132225869470541,8208,8125,2875,207208,218208
same,1,0.0,20,132225869805083,132225869907333,132225869915500,8167,8584,4541,205167,218292
same,1,0.0,21,132225870255291,132225870354875,132225870363083,8208,8042,3792,206250,218084
same,1,0.0,22,132225870739208,132225870835250,132225870843375,8125,11250,4875,211375,227500
same,1,0.0,23,132225871216166,132225871309416,132225871317541,8125,11250,4042,191000,206292
same,1,0.0,24,132225871647708,132225871735500,132225871743625,8125,9000,3000,195875,207875
same,1,0.0,25,132225872078833,132225872180250,132225872188458,8208,8209,3083,204667,215959
same,1,0.0,26,132225872533500,132225872636666,132225872644875,8209,8625,3542,205500,217667
same,1,0.0,27,132225872986041,132225873092791,132225873100958,8167,8542,3875,209125,221542
same,1,0.0,28,132225873447166,132225873550541,132225873558708,8167,8708,2959,205750,217417
same,1,0.0,29,132225873896041,132225874000041,132225874008250,8209,8375,4583,207583,220541
same,1,0.0,30,132225874352916,132225874456541,132225874464708,8167,8166,4792,206375,219333
same,1,0.0,31,132225874801583,132225874901583,132225874909750,8167,8167,3792,206791,218750
same,1,0.0,32,132225875259000,132225875352958,132225875361041,8083,8333,4000,202209,214542
same,1,0.0,33,132225875712041,132225875814541,132225875822750,8209,8000,3625,209625,221250
same,1,0.0,34,132225876171625,132225876273041,132225876281250,8209,9209,3041,203500,215750
same,1,0.0,35,132225876629708,132225876722875,132225876731000,8125,8500,3166,204042,215708
same,1,0.0,36,132225877101166,132225877205375,132225877213541,8166,8250,2917,206541,217708
same,1,0.0,37,132225877548958,132225877649625,132225877657833,8208,9250,3167,203708,216125
same,1,0.0,38,132225877994583,132225878092041,132225878100208,8167,8333,3375,204833,216541
same,1,0.0,39,132225878515125,132225878610625,132225878618750,8125,8417,3250,203792,215459
same,5,0.0,0,132226893321875,132226893669041,132226893681708,12667,178041,10334,307750,496125
same,5,0.0,1,132226895666458,132226895807458,132226895816333,8875,25583,11500,237292,274375
same,5,0.0,2,132226897608000,132226897815166,132226897824833,9667,24083,9333,320042,353458
same,5,0.0,3,132226899707625,132226899912416,132226899922125,9709,26541,10834,331666,369041
same,5,0.0,4,132226901833041,132226901977541,132226901990125,12584,23667,10583,286250,320500
same,5,0.0,5,132226903948583,132226904095166,132226904105250,10084,23042,7666,286917,317625
same,5,0.0,6,132226906101208,132226906296708,132226906308958,12250,24708,8125,311417,344250
same,5,0.0,7,132226908160916,132226908353625,132226908363541,9916,24459,10583,310542,345584
same,5,0.0,8,132226910214458,132226910405583,132226910415375,9792,23417,8583,316542,348542
same,5,0.0,9,132226912338125,132226912478291,132226912487333,9042,22916,10084,286833,319833
same,5,0.0,10,132226914428916,132226914579041,132226914588708,9667,24042,7958,284500,316500
same,5,0.0,11,132226916401208,132226916542833,132226916551708,8875,23125,8667,276541,308333
same,5,0.0,12,132226918520541,132226918669250,132226918679291,10041,23375,7542,283167,314084
same,5,0.0,13,132226920566708,132226920707166,132226920716291,9125,23750,7875,278333,309958
same,5,0.0,14,132226922568750,132226922708916,132226922717916,9000,23541,9959,277750,311250
same,5,0.0,15,132226924634916,132226924770333,132226924779208,8875,23042,7583,288625,319250
same,5,0.0,16,132226926697666,132226926841708,132226926850708,9000,22834,7625,295333,325792
same,5,0.0,17,132226928758916,132226928903458,132226928912500,9042,22834,7625,298708,329167
same,5,0.0,18,132226930877958,132226931078041,132226931087333,9292,22917,8125,324833,355875
same,5,0.0,19,132226932835416,132226932970166,132226932981666,11500,22875,7709,285291,315875
same,5,0.0,20,132226934885750,132226935015875,132226935024875,9000,22958,7458,255500,285916
same,5,0.0,21,132226936807916,132226936997875,132226937007583,9708,23417,7708,316959,348084
same,5,0.0,22,132226938823833,132226939017333,132226939027166,9833,27791,8250,290042,326083
same,5,0.0,23,132226940561833,132226940760875,132226940770125,9250,31250,12500,296250,340000
same,5,0.0,24,132226942344083,132226942486291,132226942495000,8709,25916,9917,235583,271416
same,5,0.0,25,132226944140708,132226944297750,132226944306541,8791,33416,12000,262917,308333
same,5,0.0,26,132226946510833,132226946696458,132226946706166,9708,22334,7583,300292,330209
same,5,0.0,27,132226948314041,132226948498291,132226948508000,9709,21750,7709,294333,323792
same,5,0.0,28,132226950081500,132226950222333,132226950230875,8542,21417,7708,257667,286792
same,5,0.0,29,132226951893166,132226952028958,132226952037666,8708,29917,7583,239834,277334
same,5,0.0,30,132226953734708,132226953862166,132226953870916,8750,22417,8750,222208,253375
same,5,0.0,31,132226955545041,132226955677708,132226955686166,8458,21750,8458,232917,263125
same,5,0.0,32,132226957293916,132226957429708,132226957441375,11667,18208,6292,248541,273041
same,5,0.0,33,132226959004583,132226959182375,132226959191958,9583,17125,6167,300333,323625
same,5,0.0,34,132226960719125,132226960845208,132226960854083,8875,17084,8958,231750,257792
same,5,0.0,35,132226962633291,132226962745541,132226962754125,8584,16541,5625,232459,254625
same,5,0.0,36,132226964361208,132226964491000,132226964499791,8791,16375,5834,235125,257334
same,5,0.0,37,132226965976500,132226966107250,132226966116041,8791,26875,5375,216042,248292
same,5,0.0,38,132226967603750,132226967724291,132226967732708,8417,17709,5541,208000,231250
same,5,0.0,39,132226969211833,132226969330500,132226969339083,8583,16875,5416,220209,242500
same,20,0.0,0,132227985286208,132227985453250,132227985462750,9500,26125,7792,302167,336084
same,20,0.0,1,132227992917083,132227993112750,132227993122750,10000,29209,8125,302375,339709
same,20,0.0,2,132228000105083,132228000288291,132228000298333,10042,24750,7708,313084,345542
same,20,0.0,3,132228007068791,132228007438916,132228007451375,12459,72708,19875,427500,520083
same,20,0.0,4,132228014469708,132228014684458,132228014694541,10083,25792,10958,339250,376000
same,20,0.0,5,132228021595666,132228021784458,132228021794375,9917,23750,9417,294542,327709
same,20,0.0,6,132228028812000,132228029009208,132228029018958,9750,23250,10833,318750,352833
same,20,0.0,7,132228035951000,132228036150208,132228036160250,10042,23416,10417,356542,390375
same,20,0.0,8,132228043208666,132228043402958,132228043413000,10042,23125,7667,319208,350000
same,20,0.0,9,132228050502000,132228050683458,132228050696208,12750,22834,10625,300250,333709
same,20,0.0,10,132228057372541,132228057525541,132228057534416,8875,26042,10875,271250,308167
same,20,0.0,11,132228064234000,132228064365416,132228064374208,8792,21500,6708,250000,278208
same,20,0.0,12,132228070611375,132228070744166,132228070752541,8375,21208,6959,237875,266042
same,20,0.0,13,132228077403000,132228077548916,132228077557916,9000,21500,9625,271125,302250
same,20,0.0,14,132228084108791,132228084298958,132228084308875,9917,19833,9417,317708,346958
same,20,0.0,15,132228090840000,132228090988708,132228090997708,9000,19875,9333,285125,314333
same,20,0.0,16,132228097310958,132228097514208,132228097523666,9458,26458,11000,308125,345583
same,20,0.0,17,132228103675083,132228103859833,132228103869375,9542,22792,7042,297791,327625
same,20,0.0,18,132228110396875,132228110541125,132228110550125,9000,19542,8916,274709,303167
same,20,0.0,19,132228116523541,132228116641125,132228116649583,8458,19458,5833,208542,233833
same,20,0.0,20,132228122292083,132228122478583,132228122488625,10042,19250,5375,299667,324292
same,20,0.0,21,132228128660458,132228128794291,132228128803166,8875,17208,8333,281542,307083
same,20,0.0,22,132228134927125,132228135060125,132228135069041,8916,18292,6625,243417,268334
same,20,0.0,23,132228141306291,132228141440958,132228141449916,8958,17916,8375,245084,271375
same,20,0.0,24,132228147576000,132228147763791,132228147773416,9625,17500,5292,305916,328708
same,20,0.0,25,132228153695541,132228153869666,132228153879458,9792,17291,6125,288834,312250
same,20,0.0,26,132228159787583,132228159916625,132228159925416,8791,16541,5292,255125,276958
same,20,0.0,27,132228166097208,132228166234833,132228166243791,8958,16500,8375,251666,276541
same,20,0.0,28,132228172336041,132228172452333,132228172461208,8875,17000,8000,254375,279375
same,20,0.0,29,132228178847541,132228178986458,132228178995500,9042,16583,8667,251333,276583
same,20,0.0,30,132228185262750,132228185393166,132228185402041,8875,16500,7792,262083,286375
same,20,0.0,31,132228191626958,132228191752125,132228191761041,8916,17041,8459,237000,262500
same,20,0.0,32,132228197986375,132228198114916,132228198123416,8500,16667,5833,244000,266500
same,20,0.0,33,132228204346166,132228204467083,132228204475541,8458,16958,5500,225500,247958
same,20,0.0,34,132228210614125,132228210793791,132228210803791,10000,16875,8667,307708,333250
same,20,0.0,35,132228216706291,132228216879458,132228216889333,9875,16208,5834,299583,321625
same,20,0.0,36,132228222646708,132228222832791,132228222842708,9917,14541,7959,313333,335833
same,20,0.0,37,132228228839500,132228229024750,132228229034750,10000,15667,8250,314167,338084
same,20,0.0,38,132228234960666,132228235132375,132228235142083,9708,14584,8041,294334,316959
same,20,0.0,39,132228241054000,132228241180458,132228241189041,8583,14541,7584,263458,285583
same,0,0.001,0,132229253974666,132229254185208,132229254195166,9958,42750,9625,279208,331583
same,0,0.001,1,132229255678583,132229256007666,132229256017625,9959,47208,18125,417334,482667
same,0,0.001,2,132229257501625,132229257786000,132229257795916,9916,47417,19125,370125,436667
same,0,0.001,3,132229259298041,132229259534000,132229259543666,9666,47458,17500,322833,387791
same,0,0.001,4,132229261038333,132229261292916,132229261302791,9875,51791,19834,345000,416625
same,0,0.001,5,132229262799958,132229263106708,132229263116583,9875,76625,17958,378250,472833
same,0,0.001,6,132229264630541,132229264944791,132229264954250,9459,53291,19084,413958,486333
same,0,0.001,7,132229266465583,132229266672333,132229266682083,9750,31292,15208,278500,325000
same,0,0.001,8,132229268180750,132229268445000,132229268454458,9458,41958,13584,351708,407250
same,0,0.001,9,132229269925083,132229270129041,132229270138750,9709,31041,10500,283292,324833
same,0,0.001,10,132229271555583,132229271772458,132229271782250,9792,30542,12542,297916,341000
same,0,0.001,11,132229273216000,132229273527041,132229273537000,9959,66500,19417,411583,497500
same,0,0.001,12,132229275020041,132229275218916,132229275228916,10000,27166,10792,283625,321583
same,0,0.001,13,132229276661041,132229276880750,132229276890791,10041,39375,14709,292291,346375
same,0,0.001,14,132229278330833,132229278613291,132229278622750,9459,34041,13959,382666,430666
same,0,0.001,15,132229280082875,132229280313833,132229280323541,9708,44250,17333,315167,376750
same,0,0.001,16,132229281821958,132229282070500,132229282080416,9916,48000,19083,332959,400042
same,0,0.001,17,132229283575708,132229283816833,132229283826375,9542,51292,18667,321125,391084
same,0,0.001,18,132229285309291,132229285551208,132229285560916,9708,48209,18875,326250,393334
same,0,0.001,19,132229287112208,132229287355291,132229287364750,9459,49500,18083,437875,505458
same,0,0.001,20,132229288982000,132229289349458,132229289360083,10625,69000,30250,430458,529708
same,0,0.001,21,132229290864833,132229291103916,132229291113958,10042,48417,21417,317250,387084
same,0,0.001,22,132229292592916,132229292838083,132229292847958,9875,47333,17708,341834,406875
same,0,0.001,23,132229294409541,132229294649458,132229294659500,10042,50125,17667,319166,386958
same,0,0.001,24,132229296137166,132229296390291,132229296400250,9959,47750,18084,354500,420334
same,0,0.001,25,132229297902208,132229298142750,132229298152791,10041,47125,17917,324833,389875
same,0,0.001,26,132229299634041,132229299874208,132229299883875,9667,47500,18542,320792,386834
same,0,0.001,27,132229301361958,132229301591958,132229301601583,9625,46667,18292,315208,380167
same,0,0.001,28,132229303077125,132229303316125,132229303326166,10041,46417,18125,319541,384083
same,0,0.001,29,132229304838625,132229305099125,132229305108791,9666,48875,20417,472208,541500
same,0,0.001,30,132229306742583,132229307096375,132229307106416,10041,65625,27958,435334,528917
same,0,0.001,31,132229308621583,132229308865333,132229308875250,9917,50167,18958,327458,396583
same,0,0.001,32,132229310440958,132229310672833,132229310682833,10000,48750,17875,315834,382459
same,0,0.001,33,132229312217500,132229312470291,132229312479958,9667,48208,18542,353958,420708
same,0,0.001,34,132229313901666,132229314132750,132229314142666,9916,46208,18542,315833,380583
same,0,0.001,35,132229315621041,132229315859333,132229315869250,9917,45916,19959,322125,388000
same,0,0.001,36,132229317347541,132229317577125,132229317587083,9958,45667,17250,329667,392584
same,0,0.001,37,132229319123333,132229319354041,132229319363500,9459,47375,17459,388791,453625
same,0,0.001,38,132229320995875,132229321376125,132229321385791,9666,153166,22167,385917,561250
same,0,0.001,39,132229322963875,132229323303750,132229323313791,10041,67584,26083,395000,488667
same,1,0.001,0,132230336251750,132230336403916,132230336415708,11792,24708,10042,222917,257667
same,1,0.001,1,132230338205833,132230338477208,132230338486375,9167,23542,11542,384000,419084
same,1,0.001,2,132230340525458,132230340710250,132230340719958,9708,34667,11125,248958,294750
same,1,0.001,3,132230342675083,132230342817458,132230342825875,8417,33208,11334,270375,314917
same,1,0.001,4,132230344707458,132230344844708,132230344853166,8458,29250,9834,182125,221209
same,1,0.001,5,132230346661291,132230346794166,132230346803916,9750,24125,8667,313708,346500
same,1,0.001,6,132230348906958,132230349184250,132230349193916,9666,47791,28042,355083,430916
same,1,0.001,7,132230351513875,132230351833125,132230351842583,9458,98667,20250,357208,476125
same,1,0.001,8,132230353785083,132230354017708,132230354027541,9833,48333,19500,336709,404542
same,1,0.001,9,132230356421416,132230356744875,132230356754625,9750,50291,22917,505667,578875
same,1,0.001,10,132230358924333,132230359174041,132230359183791,9750,63042,18583,316709,398334
same,1,0.001,11,132230361132083,132230361367791,132230361377541,9750,50125,19625,322125,391875
same,1,0.001,12,132230363323333,132230363558750,132230363568416,9666,48709,18666,318125,385500
same,1,0.001,13,132230365477000,132230365702833,132230365713166,10333,46542,27958,319875,394375
same,1,0.001,14,132230367520833,132230367714000,132230367722750,8750,47916,17709,290458,356083
same,1,0.001,15,132230369864291,132230370101125,132230370111000,9875,47458,18792,326125,392375
same,1,0.001,16,132230372534083,132230372838625,132230372848708,10083,66208,23000,372583,461791
same,1,0.001,17,132230374766125,132230374967833,132230374976833,9000,46875,17542,301958,366375
same,1,0.001,18,132230376908083,132230377159958,132230377169958,10000,45708,19708,344542,409958
same,1,0.001,19,132230379095666,132230379278250,132230379287125,8875,46708,16959,279125,342792
same,1,0.001,20,132230381194625,132230381407250,132230381417291,10041,46750,17208,300417,364375
same,1,0.001,21,132230383334750,132230383572458,132230383582250,9792,46125,17459,326833,390417
same,1,0.001,22,132230385467541,132230385655166,132230385664083,8917,44792,16875,281208,342875
same,1,0.001,23,132230387722541,132230387921125,132230387929750,8625,47375,17084,282291,346750
same,1,0.001,24,132230389946333,132230390179958,132230390190000,10042,45042,17042,322500,384584
same,1,0.001,25,132230392106958,132230392313375,132230392323416,10041,48917,17708,288709,355334
same,1,0.001,26,132230394075083,132230394303041,132230394312916,9875,46375,17791,313542,377708
same,1,0.001,27,132230396235958,132230396459291,132230396468958,9667,46666,17334,306958,370958
same,1,0.001,28,132230398568000,132230398800541,132230398810458,9917,46042,17458,317667,381167
same,1,0.001,29,132230400750708,132230400944166,132230400954125,9959,44542,17166,281667,343375
same,1,0.001,30,132230403170791,132230403407041,132230403417083,10042,47875,21625,314750,384250
same,1,0.001,31,132230405901041,132230406203875,132230406213500,9625,61125,22291,372625,456041
same,1,0.001,32,132230408155583,132230408427875,132230408437958,10083,57750,20250,369959,447959
same,1,0.001,33,132230410364875,132230410607458,132230410618250,10792,45708,17292,334917,397917
same,1,0.001,34,132230412558458,132230412748750,132230412757625,8875,46542,17375,295333,359250
same,1,0.001,35,132230414717541,132230414948541,132230414958500,9959,44875,16750,317042,378667
same,1,0.001,36,132230416859916,132230417049208,132230417057875,8667,45250,16625,269167,331042
same,1,0.001,37,132230418921666,132230419115125,132230419124125,9000,44791,16625,287125,348541
same,1,0.001,38,132230421044250,132230421275208,132230421285291,10083,47250,17958,312750,377958
same,1,0.001,39,132230423301416,132230423530166,132230423540208,10042,48542,18166,311584,378292
same,5,0.001,0,132231438938791,132231439275458,132231439284916,9458,55042,27167,426750,508959
same,5,0.001,1,132231443464541,132231443638458,132231443647916,9458,31208,13209,266750,311167
same,5,0.001,2,132231446597291,132231446723375,132231446732083,8708,17250,5625,232042,254917
same,5,0.001,3,132231450374583,132231450550166,132231450559708,9542,22042,8625,284250,314917
same,5,0.001,4,132231453687875,132231453818458,132231453827250,8792,22083,7250,278250,307583
same,5,0.001,5,132231456859541,132231457012375,132231457021375,9000,20125,8708,302959,331792
same,5,0.001,6,132231460130250,132231460311916,132231460321625,9709,20041,9875,312917,342833
same,5,0.001,7,132231463389250,132231463508416,132231463517166,8750,19208,7667,223166,250041
same,5,0.001,8,132231466436833,132231466567291,132231466575875,8584,18917,6958,275500,301375
same,5,0.001,9,132231469319958,132231469438833,132231469447250,8417,17833,6000,199708,223541
same,5,0.001,10,132231472911166,132231473147250,132231473156791,9541,36667,17541,344959,399167
same,5,0.001,11,132231476251083,132231476445000,132231476454958,9958,23042,7583,331834,362459
same,5,0.001,12,132231479458541,132231479642708,132231479652416,9708,21458,9084,299000,329542
same,5,0.001,13,132231482764041,132231482894666,132231482903541,8875,19667,7375,255458,282500
same,5,0.001,14,132231485943750,132231486071250,132231486083750,12500,19334,9541,241625,270500
same,5,0.001,15,132231489270541,132231489462708,132231489472416,9708,24125,7917,321167,353209
same,5,0.001,16,132231492725541,132231492923833,132231492933875,10042,23583,10500,319667,353750
same,5,0.001,17,132231496103041,132231496305416,132231496315333,9917,23417,10708,335958,370083
same,5,0.001,18,132231499281833,132231499484916,132231499494916,10000,23875,9375,332958,366208
same,5,0.001,19,132231502733583,132231502923416,132231502933250,9834,23208,10375,290709,324292
same,5,0.001,20,132231506079791,132231506287458,132231506297625,10167,23500,10500,343709,377709
same,5,0.001,21,132231509410083,132231509551333,132231509563375,12042,23375,8041,280709,312125
same,5,0.001,22,132231512850333,132231512994583,132231513007416,12833,24292,10542,296750,331584
same,5,0.001,23,132231516591375,132231516805833,132231516815791,9958,35166,14542,284417,334125
same,5,0.001,24,132231519838500,132231519981791,132231519990500,8709,33250,14792,191166,239208
same,5,0.001,25,132231526499958,132231526627291,132231526636125,8834,23041,7750,250209,281000
same,5,0.001,26,132231529836166,132231529982791,132231529991708,8917,32917,8916,208209,250042
same,5,0.001,27,132231533052333,132231533178583,132231533190000,11417,24333,8625,200917,233875
same,5,0.001,28,132231536066291,132231536268833,132231536278500,9667,27709,9958,283917,321584
same,5,0.001,29,132231539879416,132231540026208,132231540035250,9042,27958,8334,227041,263333
same,5,0.001,30,132231542917791,132231543096500,132231543106625,10125,23583,8083,266750,298416
same,5,0.001,31,132231545947250,132231546088875,132231546097458,8583,23709,8458,204375,236542
same,5,0.001,32,132231548950125,132231549097583,132231549106208,8625,26500,9833,217125,253458
same,5,0.001,33,132231551878000,132231552027958,132231552036875,8917,27000,9792,221041,257833
same,5,0.001,34,132231557223000,132231557401833,132231557411875,10042,35792,12666,257292,305750
same,5,0.001,35,132231563649416,132231563863208,132231563873125,9917,32542,11708,289500,333750
same,5,0.001,36,132231568741500,132231568944208,132231568953750,9542,38291,13167,290875,342333
same,5,0.001,37,132231572258208,132231572611708,132231572621833,10125,128417,14458,332583,475458
same,5,0.001,38,132231575507541,132231575671750,132231575680750,9000,23916,9375,228875,262166
same,5,0.001,39,132231578552833,132231578697750,132231578706625,8875,27000,9875,228208,265083
same,20,0.001,0,132232596927416,132232597074500,132232597083083,8583,28042,9791,284750,322583
same,20,0.001,1,132232604883416,132232605008750,132232605017458,8708,22458,7250,248792,278500
same,20,0.001,2,132232612824166,132232612951500,132232612960250,8750,20250,7208,245500,272958
same,20,0.001,3,132232620285416,132232620414541,132232620427166,12625,21541,7084,231833,260458
same,20,0.001,4,132232628419166,132232628697875,132232628707666,9791,21667,9958,405000,436625
same,20,0.001,5,132232636320458,132232636514625,132232636524541,9916,19250,8917,315083,343250
same,20,0.001,6,132232643759250,132232643887708,132232643896666,8958,16750,5333,247084,269167
same,20,0.001,7,132232651268250,132232651400208,132232651408791,8583,16250,8458,259125,283833
same,20,0.001,8,132232659119833,132232659305083,132232659315333,10250,16292,8791,314459,339542
same,20,0.001,9,132232667242083,132232667381708,132232667390666,8958,18541,8500,274542,301583
same,20,0.001,10,132232674898750,132232675034333,132232675043208,8875,16375,8042,247750,272167
same,20,0.001,11,132232682952250,132232683087583,132232683096708,9125,18667,8958,286125,313750
same,20,0.001,12,132232690865041,132232691007958,132232691020166,12208,28625,9416,269625,307666
same,20,0.001,13,132232698864958,132232698995333,132232699004333,9000,19000,8958,268792,296750
same,20,0.001,14,132232706805875,132232706977500,132232706986541,9041,56292,6500,281583,344375
same,20,0.001,15,132232714847208,132232715042208,132232715052125,9917,20541,9459,334083,364083
same,20,0.001,16,132232722935833,132232723064833,132232723076875,12042,19167,9333,235542,264042
same,20,0.001,17,132232730933416,132232731055291,132232731068541,13250,19208,8917,248375,276500
same,20,0.001,18,132232738170833,132232738294125,132232738302708,8583,16333,5667,226708,248708
same,20,0.001,19,132232745234875,132232745362250,132232745370750,8500,17875,6250,235875,260000
same,20,0.001,20,132232752473541,132232752603166,132232752611708,8542,16709,6166,232542,255417
same,20,0.001,21,132232759785958,132232759906750,132232759915583,8833,15667,6167,228416,250250
same,20,0.001,22,132232766996541,132232767163125,132232767172583,9458,16750,6125,273583,296458
same,20,0.001,23,132232774704125,132232774892000,132232774902041,10041,16208,6000,317875,340083
same,20,0.001,24,132232782555083,132232782681375,132232782689791,8416,23291,9959,241041,274291
same,20,0.001,25,132232790077875,132232790205875,132232790214875,9000,19000,5792,244458,269250
same,20,0.001,26,132232797653666,132232797829833,132232797839666,9833,17083,6084,299375,322542
same,20,0.001,27,132232804163041,132232804289333,132232804298083,8750,18250,6542,210000,234792
same,20,0.001,28,132232811423291,132232811558750,132232811567750,9000,16500,8083,243792,268375
same,20,0.001,29,132232819071416,132232819259708,132232819269416,9708,16708,8750,317167,342625
same,20,0.001,30,132232826755958,132232826885875,132232826894458,8583,16166,8375,282292,306833
same,20,0.001,31,132232834469041,132232834601875,132232834610458,8583,15917,8416,266209,290542
same,20,0.001,32,132232842062458,132232842253250,132232842263208,9958,17042,8333,322500,347875
same,20,0.001,33,132232849770875,132232849959208,132232849969250,10042,16125,8333,314459,338917
same,20,0.001,34,132232857517958,132232857710250,132232857720291,10041,18834,7291,325750,351875
same,20,0.001,35,132232865660583,132232865792750,132232865801750,9000,18792,8667,277166,304625
same,20,0.001,36,132232873583208,132232873705375,132232873714375,9000,18750,6625,235959,261334
same,20,0.001,37,132232881434375,132232881627625,132232881637416,9791,18792,9375,323667,351834
same,20,0.001,38,132232889544500,132232889679250,132232889688125,8875,20250,9083,250583,279916
same,20,0.001,39,132232897400833,132232897542083,132232897551000,8917,19458,6917,230875,257250
same,0,0.01,0,132233911101916,132233911279333,132233911289166,9833,25500,10333,248875,284708
same,0,0.01,1,132233922017833,132233923053291,132233923066375,13084,122958,133000,1016542,1272500
same,0,0.01,2,132233935161333,132233935925291,132233935939500,14209,125667,38042,830500,994209
